KB528_0	KB528_6	KB528_24	GNE781_0	GNE781_6	GNE781_24	CCS1477_0	CCS1477_6	CCS1477_24	JQ1_0	JQ1_6	JQ1_24	Lenalidomide_0	Lenalidomide_6	Lenalidomide_24
AURKAIP1	215.392424276387	278.168595841867	174.949095280596	317.065779574328	256.094166531615	251.004264159595	235.03149246414	217.144913705789	181.414267683097	225.114211349784	181.84279769479	182.582277441944	212.243798356606	239.06337100754	260.003576337453
CCNL2	75.2253974234395	85.5919166638665	106.022695295855	69.101418794903	61.7323766473914	72.0502757761155	75.7080937718285	118.674054705798	141.218836891888	65.5197361076956	96.9675688274322	147.897899208794	80.9538366618739	66.8295243415894	54.9447799131426
LOC148413	69.7236130962913	61.1256313495396	88.0801742774197	79.7638261927938	66.2001287942006	71.9310570800826	78.2692732648801	69.2039847958861	105.471096610328	73.4757095415654	72.3143754724522	115.415537821715	72.5798760052943	69.2426488505674	74.6240021872442
MRPL20	218.455238770389	238.671290593048	189.660309908995	255.953403846104	249.929939430791	258.806824692675	218.858980268412	188.888832514702	225.064867574699	227.719774127025	146.561699650264	210.810230027509	218.817842304952	246.188826445332	276.648791182167
ATAD3C	26.4266090439646	20.0040743466055	25.6916605257408	31.6340793536486	19.7396195479791	20.7839337342108	28.0209013051513	16.7585762211455	19.7475284328205	27.3519839488596	15.3742224075138	17.732006396558	25.8327137849835	20.3250730009751	17.3618753839693
ATAD3B	37.9227965409042	26.9437709200389	23.9271164370906	44.0752690387478	29.3080627416368	39.1478612597851	40.0111845596424	29.5832581101464	33.5988043394307	35.1610229546662	23.8152935616131	27.3946139547173	38.5608606993244	38.2818828062755	41.0502342495999
ATAD3A	50.3678922234583	44.8833235849565	21.7540427946714	56.2927659161805	53.1155986678813	55.4033998042023	54.8054821550767	36.3407798646148	31.890855382493	51.5274386619325	32.4687511496972	28.0107813776149	49.3092079028117	63.576239964226	69.2401421332483
SSU72	237.461432834646	179.006905164829	259.146709394903	277.613207670909	180.552332281145	246.211107390948	240.98841030195	132.899186513534	247.845076087342	234.767536347175	112.140540997501	216.233151091767	226.238552590676	186.118020741139	196.055608793356
MIB2	10.6781714628293	10.2084130975744	24.5850712779436	12.2095603431046	7.88087472041947	12.0881709334314	11.4270772748659	9.53574252427738	20.8614942119364	10.3305418952473	8.80268198514195	18.3406724214598	10.6390191034253	8.06789391461826	8.06623415663008
CDK11B	26.4490369224417	48.0305562895319	38.8615685209325	28.473012248349	38.7153179470772	34.196533578096	28.8413792767981	42.7349125280609	41.523697665948	28.1182082102247	32.298772495004	33.2388297031761	27.3247164246632	32.6145699366548	29.7890215521689
SLC35E2B	47.5335514680435	38.2647720261674	82.3408521198575	40.6740521325562	32.5027922422792	48.3948162144973	47.7356840062972	42.4449054716211	85.1560354871403	45.7572884292237	39.0045167231297	77.5498410605544	47.0920811942828	39.7425506623072	35.5551554580133
CDK11A	10.7474649333504	17.7226430633812	20.652696448179	10.8681419853863	12.7968025692641	14.7470610403972	11.6355032758376	17.0638086089267	20.4653142889253	9.61188541983794	12.4591491769398	17.9440571911297	10.7510523139118	11.7060507495338	10.9739666485627
SLC35E2	10.1020692469144	8.24664129047587	21.4362276298126	9.16058877949246	7.25037198887384	11.3051500962603	10.1828514958353	11.6663873565995	22.5972639511426	9.41691553303669	10.9959929029636	20.4582972071053	10.0736458888083	8.5860043682385	6.90196226785732
NADK	58.5477491902216	44.7609660126388	62.7200750605919	60.945477444038	49.9084588543618	65.2171611146961	60.9495774793264	45.403829269951	71.2509036718467	58.5676208459896	48.0372925419807	63.2561635779675	58.1871188410069	60.0166719734743	58.7105236762139
GNB1	180.777601296634	188.453608763478	245.359953585908	172.080477415148	183.222315209995	216.694936146457	190.596082851866	181.167636724813	262.078154025828	186.321187538743	151.867193634747	181.81479678408	180.921590003948	162.220838532896	144.666592628354
TMEM52	2.47781032129569	5.53949760966744	0.852042906769891	2.51045060821521	3.80899068750471	1.27265254813798	2.16665193566843	11.6277679479482	1.66543336674516	2.48618984722665	13.0735625744889	1.90734750566194	2.02734242011056	2.59454186524769	1.75760743125816
FAAP20	8.47751942626591	9.29097059464475	12.8071333589691	10.5817932566363	7.85857426431637	9.77111924760834	8.06598548346643	7.36122603842247	9.11189597194865	7.82647008654652	5.82895917339869	5.59848457539338	7.29959803632221	7.22226378043673	6.38985265538239
SKI	11.9081881027378	21.1192441028402	13.1530897065731	11.3981198765632	15.552268174166	13.6175005873366	12.1835984592138	40.6609275901137	24.5111635783979	11.6055948649828	34.787193627352	19.9027401397986	11.0978512398235	12.119834514673	9.94661043469614
MORN1	0.837784701544278	1.2075874020171	1.88882437621222	0.726135364885998	0.949995320930969	1.16628194430493	0.871679366228481	1.10628719122969	2.51235218234931	0.817360185598868	0.758152897386187	1.38286468294394	0.810439832311767	0.839033041732665	0.863763633685216
RER1	94.0796293705742	109.511345235339	118.072081642826	97.5765930244027	97.9600482510566	110.492872296334	97.7384839228083	97.6168446483508	118.088525035367	94.1989329792357	87.0999598162262	110.622879357784	93.9196655522996	94.4085113386178	95.236547451224
PEX10	23.7548850062809	34.9221277122542	43.6569388782996	23.9282189536606	28.9953001741702	32.6293301183009	24.6881226225141	26.1394976163414	33.159523228857	24.2950188374743	11.2884585966814	15.0111685395849	24.3910577201363	29.8617477474186	27.7077688808418
PANK4	22.1502992352221	32.1446073108121	23.4323517188807	23.7816207920417	27.3611463087469	24.1887074124146	24.5482059423437	31.9094505565602	30.04929573652	22.3198904658504	22.4896377776037	23.1722336922923	22.7109758015963	25.3425832363474	22.9914187048733
LOC115110	15.9065106037955	4.84022865777111	30.916228708945	15.4653276905245	4.4605275644038	12.8329566031123	16.9114640613602	4.66647948637466	19.6314031450644	14.0383592588558	5.10291915116766	14.6454520649588	15.8701703286634	8.1784641353164	11.1308583578913
TNFRSF14	48.8349525759718	30.333105262386	51.0802481283305	51.1702145709195	29.6835324749413	36.2208561564383	50.2941722672605	26.75431953709	39.9960945519576	46.7978684714547	25.8543565817891	33.371492262177	46.3099408075732	43.2199413755616	44.4882759854568
FAM213B	8.35440931900842	12.8998524577986	6.47967177052722	8.54639418151125	12.5519257765044	8.40659242426001	9.37379520893334	11.8392146774755	11.0565027241981	8.72307971149564	8.34369212425356	6.54046965342652	8.07354567563857	12.7075046111243	13.1172515386058
TPRG1L	59.9185460953567	110.798644520809	105.925477982306	57.4455751865864	97.7735777475337	77.0529550329041	64.5372670959616	122.646265513602	117.817682003203	63.4782569499054	111.554395789304	138.364388607374	63.6278196438629	89.6224465985361	65.2399912667447
WRAP73	39.40413466648	61.6700287946604	41.0953313114262	37.9609043113022	49.3334746851147	41.9353991408376	41.4981762371475	51.4369810194129	36.9212715151078	40.3081280901665	36.9081281475557	29.3746764725981	40.5107324431122	44.1547979442866	38.4735435395941
TP73	8.29874751624912	20.951161248676	1.59446661228102	7.82964787367883	14.1675817045837	7.03161174293092	8.7408921179451	11.432808157183	2.93383942258521	8.11117598134754	6.88674475219898	1.50936952257414	7.59414106704962	9.44976038351762	7.51566439081973
TP73-AS1	1.78306767775525	2.9708671713322	3.20391647592315	1.69882252068829	1.96721225652394	1.69515569827215	1.69131922672586	2.13425886734472	3.89890023429065	1.51550081456564	1.01488877138811	1.9613761066072	1.82601356129268	1.39877190752697	1.09607391001901
LRRC47	58.1668176126669	77.8244777788393	77.7193704540648	62.4838821155677	61.2570703861275	72.1122061274247	64.1153522706718	80.1647808435073	83.8818666186079	55.9802138681333	64.1013438025078	76.7521330256104	57.7321853625191	64.1605518104306	59.8312148034639
CEP104	24.8212912823217	37.4090491076714	39.2706688549253	23.8816874742503	24.8668455962012	27.9547205331228	27.424472841878	33.3745457875467	40.6263537622907	24.6357073565998	25.1926262657172	35.9293071885031	24.9122881320282	21.2554119925312	18.0738346793634
DFFB	8.7201266571988	8.25297185919362	8.57903739234545	7.73688234311995	7.59048176473865	7.20521412945419	8.46230715224664	5.71370283168075	5.67395544000008	8.58546755773646	2.56107493875875	2.11811083360446	8.93294535764178	6.6616761493077	5.43792986193454
C1orf174	33.6084951944827	46.308561804401	26.0609866154318	31.7504969642166	41.7515513880338	29.922102044451	33.6343488354207	47.3337113359248	25.8038979221836	32.1407574245054	33.224078123364	18.076324120809	32.8623545320101	33.6480085377796	28.7340545424511
LINC01134	2.40714304014601	2.60714446746991	4.59610947871126	2.34358578979325	2.39735034574313	2.45141400297045	2.54424311655145	2.2586152820979	5.09451702746992	2.16288703353452	1.82710622645299	4.68565022261065	2.61592720946901	2.2806007013903	2.85930014639182
NPHP4	8.35097001275524	12.5962252281995	11.6256924205597	8.08228433804944	10.293009730596	9.87539169658077	8.77582401701229	13.4671424424716	15.0601210589322	7.83216053676874	11.1005759162183	10.2885204742721	7.74949770059547	9.82434604543112	8.69439169474349
KCNAB2	68.7757024707073	47.5169949366245	45.3476541792658	66.639694459779	50.4377499829129	63.8715254060942	73.1915086381132	44.2420466050996	73.8574314280395	68.0588697348918	45.9840223043715	75.1559808634797	69.7344627001478	63.3255535182142	70.772202387981
RPL22	538.542911011367	447.182410324108	518.521670175223	556.303149556399	505.837741830515	535.9694923239	555.014911249244	446.382146441119	397.774727356494	576.64114737834	474.581987292517	415.016459690119	561.920183290164	520.63900709305	508.122980382849
RNF207	2.07014691460119	1.64277971400323	6.1045492723647	1.69431067751288	1.06740174656987	1.47865329364765	2.31723958625481	1.6699701822906	7.89677138229456	1.78385777951801	1.08473318161836	3.61713747123539	1.87469062131591	1.34576924366803	0.817060322400942
ICMT	49.6453309529563	85.3190792284431	39.4776522964629	46.7907187079928	82.6061421230438	56.4144337477235	50.9900940247988	74.4583850813739	50.6833581241027	50.3967995643432	59.3018154603699	38.934141454225	49.579822307387	68.0470545087535	61.076145879411
LINC00337	0.653516792212241	2.35885624217613	1.03108595779963	0.642538223340903	1.61068433871746	0.798332028617409	0.50266373376169	1.16730956064577	0.73050076073177	0.468025048268355	0.597161700664283	0.635633053861873	0.636137537090601	0.759015298407026	0.677838639437505
GPR153	0.39548622022032	1.60928647296091	0.458991258442888	0.458885785154735	1.11000255123246	0.595950972004019	0.555625745296253	1.81227050446563	0.894931108850882	0.479133963317663	0.906381536732214	0.591413826089756	0.514257265298752	0.43067893199551	0.289762087329703
ACOT7	44.0941361424341	74.9766730642717	17.6839258365592	45.6271959938935	62.137712376096	54.8212776040408	45.6374767012545	69.7455301117359	24.6788673115498	41.9514002666312	59.0937788489938	15.7577837312998	39.9924765518801	45.7026503123639	53.8023976000328
PLEKHG5	0.630564546169461	1.16295195625246	0.920462133657144	0.59180663197864	0.708978975353095	0.549629713681425	0.714126710684417	0.528711847758296	0.614912093140292	0.655972644095285	0.344912106717014	0.132190977857231	0.643103978892495	0.791894164232199	0.646816034757028
NOL9	12.8591785899033	18.4080887181179	17.0003379957332	11.8558501480196	17.1507746815997	15.9527480453528	13.6029403564003	16.002863643668	17.4407438511963	12.0058936794498	11.0495529496763	13.165922745584	12.6458212351564	16.8670851191034	13.7363398072877
ZBTB48	18.0190654059786	25.7738740715035	34.7276780716626	17.9690066737396	16.8920341103617	21.4654302167141	18.6396657144997	23.1860670275508	29.4796765137174	17.2466893080448	15.5208421736541	25.5474048857121	18.066612013329	14.3459958117493	14.3091288623682
KLHL21	30.710711729111	26.5745689033353	31.8216330996608	30.545053416559	33.2016541560188	33.4338119317527	31.4549241304648	40.5376772090177	32.5404096664188	30.3231486970956	42.9257096114911	43.7571279310311	29.8144319873514	39.9251534547034	35.4935573252788
PHF13	16.9316932165732	27.9108771160442	20.2026480074951	16.9201139465178	23.8470539678174	18.3168784133133	18.1597829540675	23.1037330831247	14.7700058745367	17.2640502420283	17.9015235589596	11.2749785623183	17.2054055703938	16.7726871683154	16.3857445414365
THAP3	10.4721026006705	19.9472332099125	20.6389595141882	11.4133662651707	14.9945075515751	13.7522953195601	11.022742857765	18.0591716943947	16.6554585021639	11.3426598406026	15.0145232020996	14.9965407960615	10.4751293472818	12.7436503673709	10.9371313182965
DNAJC11	46.9482147456385	47.2356276943048	44.469764172929	48.5941090427379	43.1795920541503	53.0250635906628	49.7571873938684	42.226984267782	53.1740360916134	45.3009795803515	28.2958113761979	37.8180677134612	46.7951586866829	47.5246877406298	47.3446730404618
CAMTA1	6.21519076753978	5.93063965510845	4.41459852153673	6.63379604476777	6.90001466355903	6.34388875045315	6.50719726859339	6.13233236974692	6.06031267072554	6.28827119789877	5.54820569390728	5.65193258219803	6.22934001656147	6.21125342581909	5.68331526963084
VAMP3	40.2667756395207	70.5533271793371	68.7148880601594	38.7820824180385	51.9454157468043	47.8433208780425	39.7114137287027	64.7883578923342	57.581716814411	39.7954547266532	47.3074064581383	47.1887522916682	40.8890191536139	40.2603022399374	32.765849471932
PER3	0.283454837362389	1.11251986701101	1.11646115276891	0.221207090349939	0.569596298657066	0.487292714130221	0.217271035131237	0.369909341801523	0.228958991629419	0.382119058413399	0.160723557221111	0.058876529008158	0.23832250714805	0.254573518725097	0.163605587498087
PARK7	375.503631765891	435.570335550934	400.308166010007	424.014913609812	438.118198047822	502.096530326957	386.869476963372	360.029345066324	469.734903499072	397.576295615389	316.629140875885	386.70248487247	387.270014820532	392.0086094386	439.01069011735
ERRFI1	1.10260499383297	3.03710235550471	2.33846934676264	1.02770170294388	2.0231859327747	1.31947594460755	1.07120988116788	2.13083570345634	1.59918116915733	0.835721809214896	1.26895103151638	1.19666491183855	0.977411876678159	0.601649866417851	0.465346336719389
RERE	11.2532366668022	9.30547326277442	11.9250956788906	9.56892936389927	8.88653333225646	11.4929331718336	11.2631101788517	10.7065151376423	15.7083267151575	10.5189929575688	10.3819172444694	12.9225978630385	10.7169597343743	12.4744689837013	9.74284624777994
ENO1	572.499447859056	473.983077002193	194.035204281219	560.804073014998	630.977871585666	623.412492036643	588.928383120354	512.284048296361	432.45651778596	586.400047293906	466.944807174661	317.696857789356	557.7328934406	659.556903095799	702.003579059034
H6PD	2.8177007760163	4.32529866723566	12.7181848612907	2.27353699200463	3.28268559377999	3.45005168670625	2.80714257489656	4.43226710972322	10.2346271502169	2.52853558503456	3.08783437578212	6.07850961223043	2.63919253534973	2.40147519293365	1.54889681129812
SLC25A33	16.6581247184365	17.4509673642374	11.6396601601699	16.5637296250984	18.1846873293893	15.4191848134805	15.3570454529532	17.7680674399705	14.2170631724802	15.2872560250123	14.0173740121029	12.3955378883642	14.9066885757754	14.899948855004	14.886631219944
TMEM201	8.98763768138288	15.4640650092149	3.637438809475	9.34662488472412	14.7564602574753	8.36588174671761	9.92626780651138	15.2789384884963	6.25283815611202	9.03946686764345	10.7116338677544	5.11981269938681	8.78496428755394	12.9528959687796	9.59951787165577
PIK3CD	2.58215767382241	4.53303665408787	4.5861210863482	2.52641791555769	2.78481643105149	2.33822778632738	2.53100176219323	2.05223640961372	3.03507589211629	2.39845996159508	0.603621455468518	1.47233411317929	2.35033526030009	2.11990875368716	1.56935341507956
CLSTN1	69.2000434768167	104.9389547826	123.920106234724	69.5196269550856	78.6444173804563	78.2781758926639	73.717353842437	97.13121831918	105.526361555302	69.3238146448568	84.4353344922023	85.0051829572257	65.4032760209706	68.4330328446861	51.0830640096901
CTNNBIP1	20.1265738927613	36.5156826525519	33.2152336862823	20.5656335591512	29.634832805569	26.906181349059	20.5812172329273	35.9082423786963	28.5604808812391	20.2202196300508	34.9591039512059	25.378924062809	18.6213429568338	21.0193493779911	17.8683630486109
LZIC	28.5287621975716	42.2224348423322	49.5278111726877	26.3719923532965	35.6822305036758	37.1250248635062	30.0253942813923	28.7671318880172	32.8471252410419	30.0376725654526	15.3611692780715	20.4138030851025	32.0494627272185	31.142127476534	27.2406396866265
NMNAT1	7.93236045481216	11.6916664798886	15.3275783702761	7.62676970528716	8.52726461184278	9.88219079513578	8.32844748315467	11.5320917106734	12.823864116362	7.93154459687116	8.74879492085417	9.7131673852078	8.36947565862666	7.85863581075226	6.36415261677646
UBE4B	40.5017194591123	56.3208529666927	50.0511130939503	37.2405106547252	42.0567464934775	42.3495611932181	42.4654237659882	51.7858129630302	45.6499871415682	39.3740676365398	44.3113079891774	43.4892461533466	40.862760897349	40.7788980775303	35.5360308001013
KIF1B	13.8676433145515	13.7050540942241	14.5458705068068	11.8599787345846	11.3506250130174	12.9616634441887	14.9586035722057	16.3591857606501	20.1927051093482	13.4559693431218	16.1562313487505	22.08502603203	14.2251736769963	10.9938646324081	9.69183043855779
RNU6-2	2.10561580094523	1.94064999637888	2.02040228938302	2.65022112372916	2.04993189390822	2.31791018525588	2.36209275760815	2.22821453986963	1.8047834742188	2.12596123233352	1.8227054388812	1.82943593063349	2.25841304687274	2.0435895451807	1.96992670312997
PGD	133.661280372752	175.433494100097	90.7685106985496	134.090662096826	175.146820665799	129.22124362364	140.827397843489	203.60139759088	133.365131310125	136.308773303823	191.191367239614	126.393145281942	133.22370284103	143.808183524927	122.746618388029
APITD1	5.24138957042372	8.20078255893544	4.97391326337439	4.78811949120555	8.94897542043744	6.65804453339772	5.34770699068595	5.29134544388413	4.19402432343149	4.96884665959465	3.79497362383379	3.17557916840787	5.25871714466939	6.67449566624533	6.97508976549381
DFFA	24.5725859182363	31.9345446390868	40.4605272945305	24.4553598330094	28.9618398072356	31.3561199984238	26.9252743813364	21.7949366099257	33.1585784644636	23.8139585646783	15.8661077702215	26.8012510492719	24.9655871584029	28.2770273294681	25.4038919063337
PEX14	19.0857268974715	34.9501024802231	30.642039796143	22.6806149020253	26.3250794766012	24.3485331470963	21.7965443233711	28.7141155046167	24.0015816491466	20.106033060305	18.4049500857954	14.6887007106041	19.1446891791911	23.0973078284549	18.5310456308231
TARDBP	99.4124004408462	116.006791121579	119.504032074308	99.9734315785136	115.092828625694	136.613375103092	105.375717362005	125.756085068337	155.916483029928	98.9021206615813	99.4836412545855	125.207957065209	107.985480012719	114.492729203469	116.930223750661
SRM	217.275027445795	262.61446325355	58.6282804264562	233.842598458075	272.346415271248	226.827605603269	227.463726674959	174.66123520811	81.1105324139567	214.03096417717	154.130480091286	60.8789255251652	199.896130051729	316.786200268971	299.376589999567
EXOSC10	77.6387442382341	140.516255110028	99.3059942480525	65.0342974010988	111.030820634281	98.8696400517805	76.9001589787043	91.8486411993741	89.4285634834094	75.5222395375046	48.311639375274	44.9465853238791	76.3175824688614	92.6885738554254	84.0289772937333
MTOR	23.0586847226737	45.394644946087	35.3124191481445	19.5114660551821	30.6201699701677	29.9564133070317	24.1924062820466	40.3080369143024	37.7785135406626	21.936484930971	29.2999533575435	28.5881500830671	22.9959446372646	27.0306082756285	24.1968605191822
UBIAD1	26.6744876507361	20.4226194535264	16.2317707011256	23.8608571779797	32.303841964847	27.8467619731693	26.5817200944689	23.6535227566382	22.0081084196942	26.2016956896273	21.0816040725259	19.0414594175994	25.2672046035271	37.9403500892906	29.1842379134546
PTCHD2	1.07209878741805	1.44594006298421	0.25807073176208	0.846319739813321	0.783648279090068	1.05473516596104	1.16991645256733	1.7787397494196	0.952559593621705	1.05574968425391	1.52802551526155	1.33693159605246	1.1024444683744	0.803393994613355	0.937066027182949
FBXO2	3.33358137316285	5.88355339048157	8.90457691003965	5.32256231532097	4.83078222049148	4.9608117209467	4.27146336993628	7.24414442543286	8.9443394066391	4.01449283659269	5.69563675854918	6.00093998718785	4.34037632545581	3.54504350356447	1.44125683184505
FBXO44	12.4668289464712	17.5212183780086	20.810398735736	12.869079704391	13.8197073057109	13.8715809527281	11.6734714769203	17.1655665038469	21.2660071546774	11.6398048449596	8.93592207284606	10.3852045154079	11.2016279378641	9.73260070764536	8.10085651498541
FBXO6	8.51202769746252	18.6244936586033	14.5371241009205	8.65174072613229	14.2505064671682	11.3769937300882	8.34767087160459	15.3547139661532	14.2932806547373	7.84363093308729	12.4992772641034	8.1764141557264	8.15213007176958	10.3988059744496	6.79756575561727
MAD2L2	75.3974844417362	120.165388891247	55.7901254506905	77.7447488199877	101.546067874459	70.2491545916455	73.6164327741539	86.3587063639959	46.413496468154	72.8231054372725	60.423447067564	31.1776499338533	68.8880865894108	73.8157190007485	62.2110164780668
AGTRAP	88.9563935458904	46.2872424216892	48.116289684743	83.212934381378	57.2116256793461	72.9746421096883	83.9579457996021	49.2306390410696	69.60888541738	86.6957453990982	54.7874475075033	45.8977247016207	79.3726335494537	80.9512706604841	87.3358751660658
C1orf167	2.41681547567694	2.14085368622586	1.33732835249372	3.02690228293792	1.83731206196116	1.50283781125577	2.82789193294517	0.939687196698653	0.592184176356679	2.48025720266498	0.311024895488567	0.239998898419554	2.42579601370453	2.37602046424493	2.19443250831236
MTHFR	15.6190392020896	14.019858360231	27.8150029965904	14.1920473213866	10.5777953567911	16.6135598752096	16.1800234059582	22.866164661991	32.3722120530041	15.3148735187874	23.3170204959107	36.4433709183391	15.9183731826012	10.9088665030877	11.779449786321
CLCN6	6.61253350875441	6.19363334747699	8.74568882271254	5.75893666308178	4.49310439811763	6.6147560336688	6.70821113725617	6.05840947503723	11.6086965886032	5.88814987569061	3.51007134298092	8.24524703670585	6.69076159426831	5.66292880853687	5.7220532818617
NPPA-AS1	1.52181812966564	0.731905055702039	2.16563905910484	1.18356329168635	0.496106339917019	1.74494524029479	1.27685816379341	0.528325207009909	2.3869852166348	1.00457300921874	0.356115378262494	1.52871506027628	1.70832034130008	1.14179581950632	1.18194647241963
KIAA2013	94.5810418193925	115.454899403631	134.14686069155	101.567487694062	104.514915227364	107.457483331926	98.1207049073547	135.848901721333	126.945860078139	96.3852126351691	112.288447568835	122.492835358842	92.5673903439899	100.234372190465	88.5120454924263
PLOD1	28.0549071964729	50.2719116329433	50.0527300119222	26.3529810758078	36.6610184990506	42.5850856173098	28.7404157571657	41.4201877355661	55.6575143051586	27.9766163760978	30.4716594559721	34.2772915981304	26.4103847635089	28.4079115111537	33.4524065592476
MFN2	59.1241323326349	92.3399668500072	66.2510073902162	58.6327117140467	75.067407674453	68.9040123023012	63.401481670213	72.4015622535738	60.9478940915122	60.1088441061467	51.1932830966607	45.4364681583526	60.0882958870292	68.6908435219391	62.8599386248909
MIIP	29.3797410599504	35.1586425773219	29.2270555089545	33.7396326005572	32.8710684739845	33.4224299679228	29.8399472381715	28.1550355275762	29.2266115687482	30.4089996214782	19.9452815489437	20.9769439794622	29.4429877549972	31.80260760452	32.513805470584
