GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL
DDX20	1926.999	568.1498
DDX21	3061.0	2446.8599000000004
DDX23	3509.2	4969.7873
DDX24	1065.576	3147.7688999999996
DDX25	53.3392	2821.4458
DDX26B	1136.265	852.9992
DDX27	1259.8992	666.6417
DDX28	1947.1873999999998	2009.4542
DDX31	3817.4294999999997	11.4999
DDX39	2028.5488	709.4436
DDX3X	2316.2	2771.4628000000002
DDX4	0.0	0.0
DDX41	1914.1999999999998	12805.587599999999
DDX42	3746.5776000000005	1616.5385999999999
DDX43	0.0	5198.332
DDX46	2007.7848	149.34359999999998
DDX47	960.5055	12095.2831
DDX49	2744.358	8082.7361
DDX5	4752.7975	142.4655
DDX50	3851.2	1195.8143
DDX51	885.9254	29.7604
DDX52	828.4037999999999	1513.1755
DDX53	0.0	325.6125
DDX54	1302.7542	2664.5577000000003
DDX55	1436.3032	3.0290000000000004
DDX56	1337.952	12579.2363
DDX58	1659.714	941.7599000000001
DDX59	4486.799999999999	4282.8042000000005
DDX6	2739.6	22358.606200000002
DDX60	4094.875	0.0
DDX60L	2421.1888	679.9444
DEAF1	2280.2125	6197.255
DEC1	0.0	1654.6017000000002
DECR1	984.1356	141.9776
DECR2	2027.4	2572.2290999999996
DEDD	4398.4596	20728.6436
DEDD2	2527.4	15987.5943
DEF6	5006.0	5193.1075
DEF8	349.355	3963.5089
DEFB103A	0.0	707.5600000000001
DEFB104A	0.0	707.5600000000001
DEFB105B	0.0	707.5600000000001
DEFB106A	0.0	707.5600000000001
DEFB107B	0.0	707.5600000000001
DEFB108B	0.0	2830.971
DEFB109P1	0.0	1715.2254
DEFB109P1B	0.0	1027.5311000000002
DEFB122	0.0	1611.4502
DEFB123	0.0	1611.4502
DEFB124	0.0	12309.6901
DEFB126	0.0	14.6306
DEFB127	0.0	14.6306
DEFB128	0.0	14.6306
DEFB129	241.256	1544.0416000000002
DEFB130	0.0	481.44239999999996
DEFB131	0.0	6336.984
DEFB132	0.0	3212.9032
DEFB134	0.0	4581.8724999999995
DEFB135	0.0	4581.8724999999995
DEFB136	0.0	6105.5913
DEFB4A	0.0	0.0
DEGS1	4836.599999999999	734.2303999999999
DEGS2	0.0	2361.071
DEK	2188.2000000000003	4127.5566
DEM1	0.0	0.0
DENND1A	1058.8149	2050.0932000000003
DENND1B	4190.8	5135.46
DENND1C	2333.228	18644.1498
DENND2A	0.0	4555.0324
DENND2C	1284.2	1284.3326
DENND2D	0.0	4667.055899999999
DENND3	2614.2	15807.677599999999
DENND4A	3872.6	1400.41
DENND4B	5309.2116000000005	9610.8566
DENND4C	0.0	2194.3648
DENND5A	0.0	3551.1529
DENND5B	1356.4389	6327.0383999999995
DENR	745.29	170.942
DEPDC1	1645.38	605.6206
DEPDC1B	2478.2915000000003	7.5944
DEPDC4	2234.1955000000003	958.9599000000001
DEPDC5	2190.3066	2222.7210999999998
DEPDC6	1804.4256	20047.143900000003
DEPDC7	0.0	0.0
DERA	1284.8751	69.6832
DERL1	2304.73	4216.617499999999
DERL2	2149.9824	801.7093
DERL3	2400.6	15528.020700000003
DES	0.0	57.7535
DET1	1427.328	8001.1851
DEXI	1398.5036	10230.3505
DFFA	1976.295	3965.6193000000003
DFFB	1822.9248	509.6583
DFNA5	0.0	4651.7872
DFNB31	3939.4677	12615.710100000002
DFNB59	2662.0339999999997	3095.7369
DGAT1	1972.5929999999998	7180.1676
DGAT2	2363.8971	3182.3941999999997
DGAT2L6	0.0	29.821399999999997
DGCR10	0.0	45.342
DGCR11	0.0	45.342
DGCR14	975.4912	1874.0077
DGCR2	1596.6656	1874.0077
DGCR5	0.0	0.0
DGCR6	1216.8863999999999	0.0
DGCR6L	1599.3816	2457.4569
DGCR8	1923.4279999999999	662.8163000000001
DGKA	1447.6329	2124.3828
DGKD	359.7608	4483.7532
DGKE	3294.2	9454.4538
DGKG	3146.3488	3395.235
DGKH	951.7807999999999	1137.1137
DGKI	0.0	3741.8278999999998
DGKQ	0.0	0.0
DGKZ	902.3841	1753.1953999999998
DGUOK	1621.7184000000002	574.2708
DHCR24	1592.1696	0.4218
DHCR7	1884.9923999999999	21.0288
DHDDS	1907.1882	4296.1495
DHDH	0.0	12591.222099999999
DHDPSL	0.0	520.1990000000001
DHFR	1735.8142	1216.5212999999999
DHFRL1	1907.1501	644.5593
DHH	0.0	7788.827
DHODH	1773.9876	1435.2048
DHPS	2578.3205000000003	5679.3129
DHRS1	740.2923	2537.743
DHRS11	742.4978	2673.176
DHRS12	1257.5072	1213.3558
DHRS13	3158.9831999999997	14117.7745
DHRS2	0.0	356.41400000000004
DHRS4	673.2273	0.0
DHRS4L1	881.4408	1215.2545
DHRS4L2	873.4412000000001	614.533
DHRS7	1238.6919	397.9999
DHRS7B	1603.2	8403.3381
DHRS9	1392.763	1510.5688
DHTKD1	2502.7200000000003	1447.0484999999999
DHX15	2505.8282	3060.32
DHX16	1349.7872	8939.5512
DHX29	2012.2922	86.60510000000001
DHX30	2812.5115	4797.7644
DHX32	0.0	2947.1052
DHX33	2407.2113999999997	2160.9018
DHX34	0.0	4571.988600000001
DHX35	1793.3652000000002	16060.742900000001
DHX36	3213.304	516.664
DHX37	654.9969	6296.974
DHX38	2324.6004999999996	0.0
DHX40	1678.88	709.2691
DHX40P1	0.0	0.0
DHX57	1939.5808000000002	0.0
DHX58	2609.0	9426.196800000002
DHX8	2227.4552000000003	7.2488
DHX9	2536.9372	486.5213
DIABLO	0.0	1984.4076999999997
DIAPH1	2342.6588	2407.3797000000004
DIAPH2	1098.825	127.737
DIAPH3	769.7625	0.0
DICER1	1325.4768	385.469
DIDO1	3597.4876	2100.7833
DIMT1L	2218.0	719.6556
DIO1	0.0	258.8247
DIP2A	2181.0919	2484.2565
DIP2B	2060.9184	1278.9324000000001
DIP2C	0.0	3017.603
DIRAS1	0.0	18884.571399999997
DIRAS2	1489.32	2513.4355000000005
DIRC2	2496.4	2612.4534999999996
DIS3	1045.4016	0.0
DIS3L	2797.2865	4718.5508
DIS3L2	1240.6016	419.2578
DISC1	2598.435	899.9493
DISC2	0.0	785.7667
DISP2	0.0	5169.7805
DIXDC1	875.1963	4575.6654
DKC1	1284.2	956.8027
DKFZP434I0714	3998.2843000000003	4728.7241
DKFZP434K028	0.0	837.6456000000001
DKFZP434L187	0.0	376.0906
DKFZP586I1420	0.0	3661.7571999999996
DKFZP686I15217	1188.1317	16472.0331
DKFZP781G0119	0.0	659.3964
DKFZp434J0226	0.0	380.5488
DKFZp451B082	0.0	464.71940000000006
DKFZp686O24166	0.0	3398.3947000000003
DKFZp761E198	2023.0353	6619.9264
DKFZp779M0652	0.0	8575.4012
DKK1	3511.6769999999997	1524.9022
DKK2	0.0	1301.1047
DKK3	0.0	4082.5622
DKK4	0.0	5182.8321
DKKL1	0.0	5500.168699999999
DLAT	2373.2000000000003	4578.0081
DLC1	0.0	3089.5245
DLD	2989.5588	50.886900000000004
DLEC1	1361.7012	716.7348999999999
DLEU1	1361.8	4131.0102
DLEU2	2186.4	4130.062599999999
DLEU2L	0.0	88.334
DLEU7	0.0	1411.8964
DLG1	4128.8	510.0778
DLG2	1789.6294	954.0397999999999
DLG3	1602.513	2132.4505
DLG4	1792.7255	9316.6851
DLG5	1046.9161000000001	1606.8204
DLGAP1	0.0	373.59959999999995
DLGAP3	0.0	2011.776
DLGAP4	1312.2988	2150.6358
DLGAP5	587.7144	1394.7033000000001
DLK2	0.0	1451.405
DLL1	0.0	0.0
DLL3	0.0	24392.283900000002
DLL4	0.0	7639.980600000001
DLST	1611.885	1247.9335999999998
DLX1	0.0	0.0
DLX3	0.0	1387.6283999999998
DLX4	0.0	277.93199999999996
DLX5	0.0	639.6852
DMAP1	2329.5508	689.1129
DMBX1	0.0	0.0
DMC1	1601.7512	1432.2907
DMD	0.0	343.149
DMGDH	0.0	1122.4075
DMKN	0.0	5417.114799999999
DMPK	0.0	8076.403499999999
DMRT1	0.0	1559.5557
DMRT2	0.0	6126.422600000001
DMRT3	0.0	7667.044900000001
DMRTA1	1062.4913999999999	265.72339999999997
DMRTA2	0.0	1320.0575999999999
DMRTB1	0.0	797.3342
DMRTC1B	0.0	1037.6244
DMRTC2	0.0	10996.359199999999
DMTF1	3412.9551999999994	1816.4406
DMWD	1000.494	9563.204
DMXL1	2820.0	621.1674
DMXL2	2349.8654	0.0
DNA2	2080.929	27.6466
DNAH1	0.0	8048.803
DNAH10	0.0	0.0
DNAH11	0.0	175.7916
DNAH12	0.0	1167.9357
DNAH14	865.49	0.0
DNAH2	0.0	1.8215999999999999
DNAH5	0.0	1195.8984
DNAH6	0.0	0.0
DNAH7	2570.3304	7158.290300000001
DNAH8	0.0	630.1899999999999
DNAI1	1331.8227	0.0
DNAI2	0.0	389.3686
DNAJA1	2603.8	1556.6185999999998
DNAJA2	1988.2235000000003	562.8942
DNAJA3	2826.0	7286.710800000001
DNAJA4	0.0	2192.7052
DNAJB1	2376.6	240.8328
DNAJB11	3537.0562	1592.2779
DNAJB12	2830.1925	25782.507299999997
DNAJB13	0.0	6112.2420999999995
DNAJB14	2254.4	6827.843099999999
DNAJB2	3853.4	3723.8014000000003
DNAJB4	1044.8	1101.6545
DNAJB5	0.0	2416.9006
DNAJB6	2488.432	1461.3355999999999
DNAJB7	0.0	921.7026
DNAJB8	0.0	422.72
DNAJB9	4376.3685	251.4249
DNAJC1	2887.7999999999997	1387.405
DNAJC10	2301.4	516.2612
DNAJC11	1988.3490000000002	2172.6326
DNAJC12	0.0	6476.139099999999
DNAJC13	2172.0	1606.3614
DNAJC14	2817.8779999999997	2573.8260999999998
DNAJC15	944.6579999999999	1441.2802
DNAJC16	2236.2000000000003	3890.5026
DNAJC17	1702.9091999999998	6972.531999999999
DNAJC18	1245.425	13049.867400000001
DNAJC19	3251.0896	329.806
DNAJC2	1795.5768	158.4051
DNAJC21	1047.825	47.311499999999995
DNAJC22	0.0	3029.0142000000005
DNAJC24	1319.5776	0.0
DNAJC25-GNG10	2758.7999999999997	8.4208
DNAJC27	3628.4934000000003	2119.0236999999997
DNAJC28	2469.8223	9630.324400000001
DNAJC3	2972.2	2249.6813999999995
DNAJC30	2445.6332	6064.929899999999
DNAJC4	1682.688	13178.1214
DNAJC5	124.2756	2302.8531
DNAJC5B	0.0	8128.1267
DNAJC5G	0.0	763.0861
DNAJC6	0.0	1174.6728
DNAJC7	2816.3332	10733.412600000001
DNAJC8	1265.97	11021.324499999999
DNAJC9	2111.8	340.6703
DNAL1	0.0	291.19640000000004
DNAL4	1390.7232	10912.5041
DNALI1	0.0	7871.7026
DNASE1	0.0	2644.7391
DNASE1L1	1675.4708	11418.7105
DNASE1L2	0.0	1341.9258000000002
DNASE1L3	1490.1635	913.6436000000001
DNASE2	3240.5119999999997	19676.9865
DNASE2B	0.0	30.444
DND1	0.0	622.5048
DNER	0.0	44.691500000000005
DNHD1	0.0	73.1094
DNLZ	1459.5168	1376.6103
DNM1	0.0	932.6425999999999
DNM1L	2102.5358	1727.2582000000002
DNM1P35	283.2489	2787.7740999999996
DNM1P41	0.0	6509.9887
DNM2	2874.5297000000005	3973.4767
DNM3	0.0	746.5804
DNMBP	0.0	520.8615
DNMT1	2535.7664999999997	15595.298499999999
DNMT3A	1316.4177	18150.473199999997
DNMT3B	1589.8722999999998	11085.984699999999
DNMT3L	0.0	11894.221500000001
DNPEP	2387.2	100.8812
DNTT	0.0	4073.6652
DNTTIP1	2176.3246	573.5252
DNTTIP2	1006.875	617.8942000000001
DOC2A	0.0	1521.7102
DOC2GP	375.3115	9183.618699999999
DOCK10	1512.2640000000001	5195.1028
DOCK11	781.917	1534.793
DOCK2	2317.3309999999997	80.1624
DOCK3	0.0	1148.5258
DOCK4	4578.616	3841.5699999999997
DOCK5	625.6509	0.0
DOCK6	0.0	2130.7164
DOCK7	1664.3426	0.0
DOCK8	2968.1817	1249.2948
DOCK9	1249.6414	2738.8059000000003
DOHH	3318.5170000000003	6931.336899999999
DOK1	3692.5932999999995	1323.8999
DOK2	2353.8	3771.0844
DOK3	0.0	15013.830599999998
DOK4	0.0	5866.6821
DOK5	0.0	960.3398
DOK7	0.0	0.0
DOLK	1688.4508	6294.3612
DOLPP1	1692.3465	9708.6754
DOM3Z	4600.9401	175.9264
DONSON	2893.7742	856.4819
DOPEY1	2034.39	939.9444000000001
DOPEY2	0.0	11831.671999999999
DOT1L	2207.6	36272.5423
DPAGT1	3471.6	3526.8347
DPCD	1827.7665000000002	247.19809999999998
DPCR1	0.0	386.78430000000003
DPEP1	0.0	1631.1896000000002
DPEP2	0.0	2009.4542
DPEP3	0.0	1806.506
DPF1	0.0	0.0
DPF2	1682.9744	23181.489
DPF3	727.2479999999999	1812.7748
DPH1	1566.3368	2585.4812
DPH2	1090.18	1582.4638
DPH3	2572.977	481.5192
DPH3P1	0.0	3202.7441
DPH5	611.4812	0.0
DPM1	2398.8224000000005	2024.3763
DPM2	1445.122	14873.5278
DPM3	1735.682	6071.151199999999
DPP10	977.8880999999999	364.397
DPP3	3415.088	191.386
DPP4	0.0	1177.3223
DPP6	0.0	806.9128
DPP7	0.0	2355.9534
DPP8	2617.3567	0.0
DPP9	5438.799999999999	696.955
DPPA2	0.0	97.50659999999999
DPPA4	0.0	97.50659999999999
DPPA5	0.0	3439.4942
DPRXP4	0.0	2663.6897999999997
DPY19L1	1332.0194	3568.2509
DPY19L1P1	0.0	2112.8812
DPY19L2	889.4184	636.4092
DPY19L2P1	0.0	3583.2029
DPY19L2P2	949.8720000000001	158.4051
DPY19L2P3	2796.0300999999995	7145.3031
DPY19L2P4	0.0	788.7080000000001
DPY19L3	2383.7171	473.86949999999996
DPY19L4	1955.6919	356.384
DPY30	1102.365	639.5261
DPYD	907.059	645.3389999999999
DPYS	0.0	629.5048
DPYSL2	2594.0	8455.889
DPYSL3	0.0	1735.0372
DPYSL5	0.0	225.096
DQX1	0.0	1323.8999
DR1	1420.5747	1614.4839
DRAM1	3021.4103999999998	3155.9929
DRAM2	919.3235000000001	4667.055899999999
DRAP1	3833.9084000000003	10580.225700000003
DRD1	0.0	27.3008
DRD2	0.0	643.8399999999999
DRD3	0.0	381.1314
DRD4	0.0	5736.9158
DRD5	0.0	3080.7194999999997
DRG1	2280.9846	3328.3675999999996
DRG2	2577.9208	1261.2248
DROSHA	2592.18	69.5008
DSCAM	0.0	2868.2754
DSCAML1	0.0	2391.6435
DSCC1	2234.3135	18183.009900000005
DSCR10	0.0	4141.051600000001
DSCR3	5836.599999999999	5169.215300000001
DSCR6	0.0	2935.3147
DSCR9	867.5964	3773.2853000000005
DSE	5774.743	2686.0482
DSEL	1256.2196	0.0
DSG2	1129.7646	907.917
DSG3	0.0	907.917
DSN1	2735.3344	6013.3718
DSP	0.0	0.0
DST	0.0	4540.3829000000005
DSTN	1375.4885	16.8276
DSTNP2	0.0	42177.44469999999
DSTYK	7118.0	22234.6034
DTD1	1684.535	55.208999999999996
DTHD1	0.0	645.5273
DTL	3140.8815999999997	6918.7889
DTNA	1400.0584	745.4901
DTNB	1438.6915	5233.7146
DTNBP1	2817.542	745.0527
DTWD1	2306.8009	8.557500000000001
DTWD2	2056.7244	621.1674
DTX1	0.0	42.703900000000004
DTX2	1458.5745	7448.7597
DTX3	1083.1001999999999	765.015
DTX3L	3096.8399999999997	1327.5927000000001
DTX4	1682.2129	5508.455
DTYMK	1662.7840999999999	191.6831
DUOX1	0.0	8802.0784
DUOX2	0.0	8802.0784
DUOXA1	0.0	8802.0784
DUOXA2	0.0	8802.0784
DUPD1	0.0	3287.2888000000003
DUS1L	2497.1674	7386.6712
DUS2L	2266.8053	2009.4542
DUS3L	2225.9072	5873.482400000001
DUS4L	2508.216	0.0
DUSP1	3474.8	10772.6043
DUSP10	4556.0	13273.668700000002
DUSP11	1025.3867	0.0
DUSP12	3134.514	9892.828699999998
DUSP13	0.0	2615.0551
DUSP14	3724.4	2483.9875
DUSP15	0.0	16.794800000000002
DUSP16	1870.2	1071.8578
DUSP18	0.0	3859.5653999999995
DUSP19	0.0	9.1207
DUSP2	1380.8336	7741.5181
DUSP21	0.0	318.8809
DUSP22	5598.6	33518.7676
DUSP23	4072.284	3818.8633000000004
DUSP26	0.0	14142.5978
DUSP27	0.0	2583.9817000000003
DUSP28	844.459	5022.869500000001
DUSP3	1166.2821999999999	0.0
DUSP4	6237.9041	1495.778
DUSP5	2863.2	27423.761099999992
DUSP5P	0.0	1888.484
DUSP6	3169.6	8082.2777
DUSP7	1967.9291	1238.2534
DUSP9	0.0	1785.9654
DUT	3044.2856	3.726
DUX2	0.0	1441.4246
DUX4	0.0	1441.4246
DUX4L2	0.0	1441.4246
DUX4L4	0.0	1441.4246
DUX4L6	0.0	1441.4246
DUX4L7	0.0	704.6815999999999
DUXA	0.0	0.0
DVL1	504.53099999999995	1076.2422
DVL2	1837.6	6232.677899999999
DVL3	1977.102	674.1543
DYDC1	0.0	138.5879
DYDC2	0.0	138.5879
DYM	2265.0584	2223.087
DYNC1H1	647.9549999999999	4367.6933
DYNC1I1	0.0	2215.1935
DYNC1I2	1738.232	660.2468
DYNC1LI1	2259.3999999999996	558.6415
DYNC1LI2	1436.232	757.0872
DYNC2H1	1741.8383999999999	221.0262
DYNC2LI1	1177.2	0.0
DYNLL1	1669.9622	2083.1776999999997
DYNLL2	1095.0714	858.6564
DYNLRB1	3970.2000000000003	6543.6873000000005
DYNLRB2	1210.3455000000001	498.65999999999997
DYNLT1	1318.7328	2588.9259
DYNLT3	807.177	2188.8348
DYRK1A	2964.4	3484.3646
DYRK1B	2269.4006999999997	2375.8055000000004
DYRK2	1394.08	120.1904
DYRK3	0.0	21561.887199999997
DYRK4	0.0	2510.6783
DYSF	0.0	935.4478
DYSFIP1	34.3545	2715.0351
DYTN	0.0	10.879999999999999
DYX1C1	0.0	1492.7382
DZIP1	0.0	1560.2633999999998
DZIP1L	0.0	1247.6846
DZIP3	2001.7948999999999	0.0
E2F1	1609.4827	10459.9741
E2F2	2106.7999999999997	16731.0598
E2F3	2547.8	7014.7516
E2F4	1530.7666	5887.5868
E2F5	1148.8004999999998	1544.7112000000002
E2F6	2447.5031999999997	6705.433300000001
E2F7	2113.0	3452.6783000000005
E2F8	2400.2	473.50800000000004
E4F1	2101.2290000000003	2454.0690000000004
EAF1	1935.394	5021.0092
EAF2	2083.2465	642.0177
EAPP	1211.3079	7370.242200000001
EARS2	4562.297	783.4457
EBAG9	1794.2917999999997	447.53700000000003
EBF1	1460.94	746.2049
EBF2	0.0	530.4078
EBF4	0.0	772.5706
EBI3	0.0	1920.8517
EBLN2	0.0	697.3925
EBNA1BP2	1574.7228	1203.5347000000002
EBP	767.2322	2728.5858000000003
EBPL	531.8676	134.9187
ECD	3008.439	1689.2911000000001
ECE1	5586.399600000001	8153.0472
ECE2	5250.153	1059.0169
ECEL1	0.0	8.0316
ECEL1P2	0.0	857.9471
ECH1	1450.6306	5896.0974
ECHDC1	2338.4013999999997	1090.6238
ECHDC2	0.0	426.6867
ECHDC3	0.0	3466.3759
ECHS1	587.466	10569.8097
ECM1	0.0	25040.118300000002
ECM2	8.1161	948.9876
ECRP	0.0	0.0
ECSCR	0.0	5888.659599999999
ECSIT	1894.984	1986.2679
ECT2	0.0	2917.3419000000004
ECT2L	0.0	0.0
EDA	563.0003	0.0
EDA2R	0.0	1061.6974
EDC3	1599.5696	40495.817299999995
EDC4	2017.6	2753.7416000000003
EDDM3A	0.0	3641.6976000000004
EDDM3B	0.0	2853.9168000000004
EDEM1	5086.0	21654.552599999995
EDEM2	1739.4	24.9632
EDEM3	5432.8	5073.787700000001
EDF1	1353.6689999999999	14692.6922
EDN1	0.0	4330.9831
EDN2	0.0	2483.7804
EDNRB	0.0	1492.5866
EEA1	2624.2000000000003	1820.7829000000002
EED	2076.2	3792.3697999999995
EEF1A1	4905.0	11140.2858
EEF1A1P9	0.0	1841.3822000000002
EEF1A2	0.0	80.1504
EEF1B2	2358.738	3546.422
EEF1D	2555.3854	3794.9205
EEF1DP3	0.0	538.3547
EEF1E1	1868.25	702.9785
EEF1G	2704.4	21832.3918
EEF2	3637.2	11480.9053
EEF2K	3108.8325	15443.477099999998
EEFSEC	1911.7164	2004.9270999999999
EFCAB10	0.0	2244.8082
EFCAB2	5495.812099999999	3311.9892
EFCAB3	0.0	5102.0022
EFCAB4A	1600.9084	5168.113300000001
EFCAB4B	2046.0876	103.2321
EFCAB5	1809.5062	12.215
EFCAB6	1532.4296	0.0
EFCAB7	3762.0707999999995	88.334
EFCAB9	0.0	12349.808399999998
EFEMP1	1887.516	380.98429999999996
EFEMP2	1248.8911999999998	13013.206100000003
EFHA1	1339.804	2809.4978
EFHA2	1039.5684	0.0
EFHB	0.0	67.0233
EFHC1	1732.5190000000002	9270.8929
EFHC2	0.0	678.27
EFHD1	521.0674	13.290899999999999
EFHD2	960.534	911.2891999999999
EFNA1	0.0	6071.151199999999
EFNA2	0.0	11805.8254
EFNA3	0.0	23134.3237
EFNA4	3618.7344000000003	24496.8456
EFNA5	0.0	504.09000000000003
EFNB2	251.79	1362.5769
EFNB3	0.0	27.4726
EFR3A	2173.0982	2.235
EFR3B	0.0	117.01200000000001
EFS	0.0	1337.0598
EFTUD1	2007.2867999999999	17.0789
EFTUD2	2620.5787	999.4318
EGF	0.0	3270.2207999999996
EGFEM1P	5232.2	3704.8736
EGFL6	0.0	1194.5918
EGFL7	0.0	367.1782
EGFL8	0.0	2897.6885
EGFR	0.0	1126.5795
EGLN1	0.0	3841.5246
EGLN2	1796.5031	949.7928999999999
EGOT	0.0	1400.6938
EGR1	3562.5772	3095.669700000001
EGR2	1352.334	2638.126
EGR3	0.0	8028.110500000001
EGR4	0.0	68.95849999999999
EHBP1	2296.2835999999998	95.56670000000001
EHBP1L1	1612.8	40330.361899999996
EHD1	3047.3478	8921.770300000002
EHD2	0.0	0.0
EHD3	0.0	4533.0484
EHD4	2432.826	1043.7546000000002
EHF	0.0	1393.7262
EHHADH	1384.1891	5941.248199999999
EHMT1	1646.7850999999998	6038.808800000001
EHMT2	1292.72	7883.9655
EI24	2472.2943999999998	1821.0444
EID1	1577.2856	271.53380000000004
EID2	1095.8687	4214.3363
EID2B	0.0	7264.822800000001
EID3	0.0	1635.6338
EIF1	3725.8	11125.6104
EIF1AD	3372.0084	10668.9593
EIF1AX	2108.3520000000003	1117.5912
EIF1B	2688.4883999999997	0.0
EIF2A	3446.4045	4407.4831
EIF2AK1	1749.843	4476.214599999999
EIF2AK2	2194.896	3825.5179000000003
EIF2AK3	3609.6	6324.6732
EIF2AK4	2620.6213	779.378
EIF2B1	868.0174999999999	3.0290000000000004
EIF2B2	1010.2832000000001	0.0
EIF2B3	2386.7	2625.8882
EIF2B4	4018.6352999999995	1660.0230999999999
EIF2B5	3938.2000000000003	638.4843000000001
EIF2C1	1285.7355	0.8938
EIF2C2	1518.4099	4575.5645
EIF2C3	2702.0	875.2906
EIF2C4	1117.5978	2926.5444
EIF2S1	1385.6127	749.0971
EIF2S2	2896.7999999999997	4119.5633
EIF2S3	2443.391	2285.9544
EIF3A	2979.6	4586.1428000000005
EIF3B	2529.2	5972.909
EIF3C	1698.999	9511.603799999999
EIF3CL	1698.999	4419.1088
EIF3D	3230.7999999999997	8078.366800000001
EIF3E	1334.4345	131.2647
EIF3F	1799.2656	0.0
EIF3G	1690.8594	12950.514299999999
EIF3H	898.2786	1393.1666
EIF3I	2021.1912	2652.7486
EIF3IP1	0.0	467.016
EIF3J	2244.7473	1203.7743
EIF3K	1775.0678000000003	5152.1166
EIF3L	2065.9492	981.1938
EIF3M	3090.9272	84.4398
EIF4A1	4527.5664	3410.7659000000003
EIF4A2	5173.0516	4346.7559
EIF4A3	2441.0	481.4004
EIF4B	2785.0815000000002	385.9636
EIF4E	3180.5909	232.9524
EIF4E1B	0.0	4351.8211
EIF4E2	1222.6398000000002	8.0316
EIF4E3	756.0216	754.6032
EIF4EBP1	2676.6315	577.6745
EIF4EBP2	1642.708	8596.6784
EIF4EBP3	0.0	1422.1352
EIF4ENIF1	3222.8941999999997	3791.7183999999993
EIF4G1	3704.1861999999996	583.0374
EIF4G2	3345.3551999999995	79.3613
EIF4G3	1187.1438999999998	503.8722
EIF4H	2118.6	881.2701999999999
EIF5	1516.4056999999998	49.1576
EIF5A	4165.7868	6232.677899999999
EIF5A2	0.0	492.26360000000005
EIF5AL1	0.0	1418.2644
EIF5B	2575.973	41.772600000000004
EIF6	1629.4067999999997	1203.1812
ELAC1	1758.0332	603.0513
ELAC2	2137.6208	44.440000000000005
ELANE	0.0	5423.269
ELAVL1	2135.9287999999997	1563.5892000000001
ELAVL3	0.0	4339.5136
ELF1	320.4696	2323.2993000000006
ELF2	3381.8	13957.649800000001
ELF3	0.0	868.0309000000001
ELF4	731.9253	4226.0866000000005
ELF5	0.0	0.0
ELFN2	0.0	2455.6371
ELK1	1054.962	1119.9140000000002
ELK3	2203.0	2094.8101
ELK4	1846.4184	1871.932
ELL	2451.6	2572.9266
ELL2	2246.8193	3619.5864
ELL3	0.0	465.08340000000004
ELMO1	2273.8718	3936.2732
ELMO2	2932.4	1422.0537
ELMO3	0.0	5887.5868
ELMOD1	0.0	181.0851
ELMOD2	1976.1501	15.159
ELMOD3	2265.0432	6448.451
ELN	0.0	397.7216
ELOF1	1639.8251	3404.9775
ELOVL1	2443.6	3063.6668000000004
ELOVL2	0.0	373.7901
ELOVL3	0.0	4060.7988000000005
ELOVL4	1587.8763000000001	194.52819999999997
ELOVL5	2071.0847999999996	7690.0834
ELOVL6	1554.291	2994.147
ELOVL7	1600.0971000000002	0.0
ELP2	3292.7351000000003	842.4864
ELP3	1134.6432	10573.5213
ELP4	1631.5459999999998	0.0
EMB	2668.8	2487.4474
EMBP1	1081.8225	375.8425
EMCN	0.0	923.6410000000001
EMD	2213.8	12137.5479
EME1	2347.2826	2425.4710999999998
EME2	3390.6603999999998	1371.5034
EMG1	3075.5024	39865.382099999995
EMID1	0.0	6333.243499999999
EMILIN1	2556.8	14442.3755
EMILIN3	0.0	3045.9024
EML2	2156.6519	12012.2771
EML3	2797.5875	22816.3027
EML4	1685.643	15970.8645
EML5	1173.0335	0.0
EML6	291.9516	7925.630800000001
EMP1	739.9728	8810.382399999999
EMP2	0.0	2030.9148
EMP3	1459.2816	24025.9482
EMR1	0.0	12570.3713
EMR2	0.0	0.0
EMR3	0.0	0.0
EMR4P	0.0	0.0
EMX1	0.0	0.0
EMX2	0.0	391.18170000000003
EMX2OS	0.0	391.18170000000003
ENAM	0.0	6000.497300000001
ENC1	2037.4758	1573.5205999999998
ENDOD1	2334.4736	4705.2704
ENDOG	2037.9316999999999	2276.5361999999996
ENDOU	0.0	15933.1539
ENG	0.0	15048.922599999998
ENGASE	0.0	33.1376
ENHO	0.0	0.0
ENKUR	2468.7634000000003	8.0352
ENO1	3787.0	735.1293000000001
ENO2	2631.0656	40735.35969999999
ENO3	958.2188	4257.780199999999
ENOPH1	3763.788	2190.5142
ENOSF1	1721.1355	1335.4639000000002
ENOX1	0.0	0.0
ENOX2	961.324	559.419
ENPEP	0.0	550.6107999999999
ENPP1	2663.8604	0.0
ENPP2	0.0	2038.0091000000002
ENPP3	0.0	548.6484
ENPP4	1149.8799999999999	146.5925
ENPP5	0.0	146.5925
ENPP6	0.0	11839.258600000001
ENPP7	0.0	0.0
ENSA	3361.5131	26832.125600000003
ENTHD1	0.0	3127.5387
ENTPD1	0.0	2103.4272
ENTPD2	0.0	1941.7352
ENTPD3	0.0	1191.4991
ENTPD4	1682.3455000000001	1275.1604000000002
ENTPD5	588.6118	125.3411
ENTPD6	2545.3507000000004	19019.9336
ENTPD7	1504.2874	1221.0158000000001
