GENE	H3k27ac_16_DMSO_compare_TSS_SIGNAL	H3k27ac_16_DMSO_compare_DISTAL_SIGNAL
EIF4EBP3	0.0	4387.874500000001
EIF4ENIF1	14429.617000000002	8054.4713
EIF4G1	5476.8473	665.5847
EIF4G2	10936.3122	491.12080000000003
EIF4G3	1095.4047	3965.293
EIF4H	4375.200000000001	859.5243
EIF5	4073.5962	138.66809999999998
EIF5A	14778.1904	5700.717600000001
EIF5A2	0.0	331.748
EIF5AL1	0.0	2228.5616999999997
EIF5B	4065.5719	366.2976
EIF6	2431.2695	2292.1524
ELAC1	4988.83	1590.646
ELAC2	6144.208	160.35999999999999
ELANE	0.0	6461.513399999999
ELAVL1	3189.8784	1110.2938
ELAVL3	0.0	4761.1565
ELF1	4602.877	13696.2196
ELF2	7607.8	27602.7314
ELF3	0.0	1382.778
ELF4	1119.9629999999997	7580.5808
ELF5	0.0	0.0
ELFN2	0.0	7284.9948
ELK1	1811.7936	4025.8603
ELK3	12312.6	9459.2806
ELK4	1975.4568000000002	5151.9324
ELL	5342.2	4379.522799999999
ELL2	2469.2814	8583.527600000001
ELL3	0.0	1232.0112
ELMO1	1438.0496	4200.1921999999995
ELMO2	3534.2	1998.584
ELMO3	0.0	14261.6559
ELMOD1	0.0	658.896
ELMOD2	1723.7522000000001	72.92620000000001
ELMOD3	4141.392000000001	14664.7036
ELN	0.0	471.3234
ELOF1	1659.2598	3335.3073000000004
ELOVL1	5779.6	6626.1165
ELOVL2	0.0	665.6306999999999
ELOVL3	0.0	6265.3276
ELOVL4	1888.7715	108.19619999999999
ELOVL5	3074.2264	20425.537200000002
ELOVL6	1405.5291	6319.066400000001
ELOVL7	1272.9297000000001	0.0
ELP2	5129.157200000001	1636.4964
ELP3	3996.5496	47614.813500000004
ELP4	3031.9997	0.0
EMB	10045.400000000001	3276.653
EMBP1	1240.3206	228.10049999999998
EMCN	0.0	4831.5107
EMD	4000.0	31100.904799999993
EME1	9669.583400000001	3139.2028
EME2	7961.842600000001	1610.0947999999999
EMG1	6028.4756	87571.49969999999
EMID1	0.0	7552.8776
EMILIN1	7066.8	37596.6374
EMILIN3	0.0	7218.863600000001
EML2	1193.5841	22073.5671
EML3	4207.7375	37403.65559999999
EML4	5037.06	79102.2643
EML5	2365.6724999999997	0.0
EML6	626.5185	25694.1116
EMP1	1051.8984	33603.6102
EMP2	0.0	3148.3008
EMP3	2940.1392	58018.268299999996
EMR1	0.0	46913.246
EMR2	0.0	0.0
EMR3	0.0	0.0
EMR4P	0.0	0.0
EMX1	0.0	0.0
EMX2	0.0	392.91720000000004
EMX2OS	0.0	392.91720000000004
ENAM	0.0	44055.40100000001
ENC1	1613.876	2691.6477999999997
ENDOD1	5744.848	9499.718499999999
ENDOG	1834.6671999999999	3462.1890999999996
ENDOU	0.0	56529.9298
ENG	0.0	27519.034000000003
ENGASE	0.0	37.9354
ENHO	0.0	0.0
ENKUR	4467.3768	67.716
ENO1	6007.6	656.1328999999998
ENO2	6167.8592	89507.5878
ENO3	6078.7078	13017.4165
ENOPH1	10111.6109	5179.0827
ENOSF1	3423.9393	2030.2869999999998
ENOX1	0.0	0.0
ENOX2	1178.5852	2172.7070000000003
ENPEP	0.0	1175.8786
ENPP1	2709.556	0.0
ENPP2	0.0	3488.6072999999997
ENPP3	0.0	4233.8516
ENPP4	1594.6319999999998	332.43550000000005
ENPP5	0.0	332.43550000000005
ENPP6	0.0	137941.86980000001
ENPP7	0.0	0.0
ENSA	11666.8263	100712.9154
ENTHD1	0.0	2105.4999
ENTPD1	0.0	2021.8632
ENTPD2	0.0	3115.0746999999997
ENTPD3	0.0	3569.2012
ENTPD4	2323.1775	1776.6832
ENTPD5	1469.3354	365.0394
ENTPD6	5032.1515	68618.8945
ENTPD7	1787.491	2460.6248
ENTPD8	0.0	4581.7642
ENY2	1944.7625	0.0
EOMES	0.0	2171.1888
EP300	13952.392	16880.3286
EP400	1111.725	2694.4649999999997
EP400NL	0.0	31.396
EPAS1	1392.0232	2730.8236
EPB41	5471.6	5734.6094
EPB41L1	0.0	27935.6189
EPB41L2	2257.485	2703.19
EPB41L4A	498.4178	613.511
EPB41L4B	0.0	1409.2577999999999
EPB41L5	2703.2846	5561.1934
EPB42	0.0	2060.1711999999998
EPB49	0.0	6643.878599999999
EPC1	26027.514300000003	14328.745899999998
EPC2	7146.200000000001	3251.3143
EPCAM	0.0	67133.6601
EPDR1	4348.9615	720.1800000000001
EPGN	0.0	7330.8767
EPHA1	0.0	1133.2059
EPHA10	0.0	9436.7828
EPHA2	0.0	1947.6265
EPHA6	206.5448	12502.0481
EPHA7	0.0	655.4975000000001
EPHA8	0.0	5664.045
EPHB1	0.0	2865.54
EPHB3	0.0	3182.247
EPHB4	0.0	18.699799999999996
EPHB6	0.0	43137.1863
EPHX1	0.0	69342.5594
EPHX2	2625.444	28283.658000000003
EPHX3	0.0	10139.4309
EPHX4	0.0	0.0
EPM2A	4438.3844	777.7375
EPM2AIP1	10595.3464	5689.7715
EPN1	3918.8157	20703.470999999998
EPN2	1758.258	33425.796
EPN3	0.0	0.0
EPO	0.0	1682.752
EPOR	0.0	4824.1883
EPPK1	0.0	10189.059200000002
EPR1	0.0	64309.677599999995
EPRS	6424.2288	2337.8856
EPS15	2400.074	12825.393
EPS15L1	1406.3902	29291.6435
EPS8	2387.5072	270.392
EPS8L1	0.0	7535.734799999999
EPS8L2	0.0	6427.0765
EPS8L3	0.0	6432.1111
EPSTI1	6003.4	9201.762700000001
EPT1	5716.153200000001	6939.3906
ERAL1	2541.1943	38465.89430000001
ERAP1	15339.08	7523.779399999999
ERAP2	3324.7137000000002	14175.061899999999
ERAS	0.0	15726.5657
ERBB2	5590.4938999999995	108080.39540000001
ERBB2IP	11204.800000000001	7222.866799999999
ERBB3	0.0	9353.3779
ERC1	5651.2	4479.2952
ERC2	0.0	69.59519999999999
ERCC1	8555.403599999998	19683.9892
ERCC2	3756.2182999999995	9219.6959
ERCC3	2437.989	8969.609999999999
ERCC4	3491.1052	3440.0860000000002
ERCC5	11788.199999999999	6245.7767
ERCC6	4769.2	500.03030000000007
ERCC6L	903.5092	2174.4623
ERCC8	1651.6544	46.9114
EREG	0.0	1356.4965
ERF	1962.4785	30513.4536
ERGIC1	4059.0	19377.6321
ERGIC2	8941.7641	742.536
ERGIC3	1418.0428	4378.0342
ERH	5031.1281	2337.3503
ERI1	2449.7532	1999.1571000000001
ERI2	8263.5125	3768.0364
ERI3	1305.9584	1814.4145
ERICH1	1410.7144	0.0
ERLEC1	5263.0126	3353.5280999999995
ERLIN1	5992.616	33.64149999999999
ERLIN2	6994.981	5113.5809
ERMAP	3153.3806999999997	3565.3199999999997
ERMN	0.0	4199.0605
ERMP1	5065.2036	7105.4657
ERN1	6066.2	108056.316
ERN2	0.0	1590.9362
ERO1L	2577.7063	179.11079999999998
ERO1LB	2397.1375	160.1677
ERP27	0.0	34017.1617
ERP29	5153.3024	4943.8769
ERP44	3899.582	3723.5566
ERRFI1	0.0	0.0
ERV3	3146.6047000000003	8422.108199999999
ERVFRDE1	0.0	1251.0207
ESAM	2144.4878	9788.542300000001
ESCO1	7668.0	507.7067
ESCO2	2354.7135999999996	711.171
ESD	1080.7040000000002	0.0
ESF1	6880.5587	173.2032
ESM1	0.0	3421.7517
ESPL1	4790.898	147025.4945
ESPN	0.0	2.0145
ESPNL	0.0	2.2016
ESPNP	0.0	126008.2162
ESR1	9196.751000000002	17313.5722
ESR2	4847.8	3775.5475999999994
ESRG	0.0	2392.864
ESRP1	0.0	417.3272
ESRP2	888.675	53730.0839
ESRRA	12770.6	20841.5549
ESRRG	5270.2738	2155.5618
ESX1	0.0	0.0
ESYT1	3603.2000000000003	9902.6312
ESYT2	6345.4	2318.3306
ETAA1	9918.9654	14820.1364
ETF1	10364.0	2890.3171999999995
ETFA	4120.569	1446.5450999999998
ETFDH	9627.435800000001	849.4918999999999
ETHE1	1340.008	1227.5637000000002
ETNK1	5095.7172	12721.1276
ETS1	3923.8	30448.650099999995
ETS2	0.0	1044.9054
ETV1	4718.1253	0.0
ETV2	0.0	14261.6791
ETV3	6017.015899999999	15018.047499999999
ETV3L	0.0	15018.047499999999
ETV4	0.0	16.2136
ETV5	3039.2000000000003	8419.5469
ETV6	9058.199999999999	23227.9333
ETV7	0.0	6463.076800000001
EVC	5828.8752	8906.8753
EVC2	12123.675200000001	8906.8753
EVI2A	6297.342	44188.7333
EVI2B	10988.8	44188.7333
EVI5	0.0	6619.6227
EVI5L	0.0	4826.8613000000005
EVL	811.1352999999999	0.0
EVPL	0.0	639.2728
EVPLL	0.0	19549.108099999998
EVX2	0.0	6696.763400000001
EWSR1	19643.688700000002	7552.8776
EXD1	1501.4277	1482.7880999999998
EXD2	1691.9448000000002	1095.2544
EXD3	1546.1376	4581.7642
EXO1	15306.272	3.7303
EXOC1	1583.4005	11367.809200000002
EXOC2	3211.2038000000002	7474.3222000000005
EXOC3	2367.4772	5308.0556
EXOC3L	0.0	14261.6559
EXOC3L2	0.0	9942.9945
EXOC4	4268.259	13.052399999999999
EXOC5	3590.244	18.424
EXOC6	3426.3424	8656.0085
EXOC6B	994.5174	0.0
EXOC7	2048.6673	9896.1639
EXOC8	9622.2387	10425.6305
EXOG	3978.4917	108.5529
EXOSC1	3616.1551	11860.6102
EXOSC10	3841.58	244.3236
EXOSC2	2830.9120000000003	1006.272
EXOSC3	5085.909000000001	688.5586
EXOSC4	6521.0	5705.079699999999
EXOSC5	7817.4296	25966.196999999996
EXOSC6	3764.6988	2374.9252
EXOSC7	3205.6524000000004	6834.8085
EXOSC8	9154.2968	260.364
EXOSC9	5857.7988000000005	782.5213
EXPH5	3173.1775000000002	659.6424999999999
EXT1	1754.59	322.3517
EXT2	1366.2803	0.0
EXTL1	0.0	2910.6517000000003
EXTL2	4416.2965	172.1502
EXTL3	4013.3088	1910.3256999999999
EYA1	11957.926	20079.286400000005
EYA2	0.0	1924.5108
EYA3	4299.1209	11249.059000000001
EYA4	2652.2000000000003	2556.17
EZH1	4626.0252	14543.8385
EZH2	19295.8	18220.690000000002
EZR	3475.177	10602.7889
F10	0.0	43.429
F11	0.0	3593.39
F11R	5542.1304	19739.5772
F12	0.0	27894.8262
F13A1	0.0	4688.6365
F13B	0.0	408.66639999999995
F2	0.0	5263.5045
F2R	995.7919999999999	12814.642800000001
F2RL1	0.0	19131.488400000002
F2RL2	0.0	24877.078499999996
F2RL3	1057.1148	1266.1737
F5	0.0	25.3151
F8	827.7893	1376.8352
F8A1	827.7893	1092.3724
F8A3	827.7893	1092.3724
FA2H	0.0	0.0
FAAH	3183.0448	24742.631999999998
FAAH2	6949.2	2727.7055
FABP1	0.0	6243.928
FABP2	0.0	2586.1312
FABP3	0.0	3917.2938
FABP5	2779.1091	4154.102
FABP5P3	2535.6389	5283.497
FABP6	0.0	3469.0561000000002
FABP7	0.0	5071.688
FADD	4008.0613000000003	697.1379
FADS1	1914.4656000000002	1640.3631999999998
FADS2	0.0	1640.3631999999998
FADS3	0.0	1658.7471999999998
FADS6	0.0	56.801
FAF1	0.0	4001.9336000000003
FAF2	6612.4	7325.1776
FAH	2503.0325	3428.8863
FAHD1	3832.4097	2022.6008
FAHD2A	3045.5765	0.0
FAHD2B	1539.7249	196.8777
FAIM	5846.1291	4272.2868
FAIM2	0.0	201.6432
FAIM3	19307.0038	7489.565299999999
FAM100A	1692.8000000000002	20651.269900000003
FAM100B	10062.4	22895.0111
FAM101A	0.0	707.6629
FAM101B	0.0	0.0
FAM102A	3590.8	75327.5318
FAM103A1	3427.2581999999998	1453.5969999999998
FAM104A	4030.9048000000003	6486.551
FAM104B	3591.1565	0.0
FAM105A	1587.7848000000001	10164.3287
FAM105B	8367.6	11807.1074
FAM106A	0.0	3825.9209999999994
FAM106C	0.0	798.2068999999999
FAM107A	0.0	45.709
FAM107B	0.0	15750.9782
FAM108A1	1245.2813999999998	28692.123800000005
FAM108B1	4510.2632	2252.7578
FAM108C1	1635.6074	977.4203
FAM109A	0.0	6532.3912
FAM109B	0.0	1557.1954999999998
FAM110A	4832.3979	2085.2715
FAM110B	0.0	374.4603
FAM110C	0.0	710.4828
FAM111A	16548.68	12499.734199999999
FAM111B	8685.0	17826.562099999996
FAM113A	3414.7275	712.1015
FAM113B	5889.682	4467.7726
FAM114A1	1192.1636	6901.7726
FAM114A2	6180.2944	5862.9351
FAM115A	5455.464	1999.4064
FAM115C	10382.4104	3195.4512
FAM116A	5158.6211	6443.4902999999995
FAM116B	2778.2712	7037.5779999999995
FAM117A	1106.44	29896.603
FAM117B	2498.2000000000003	584.1544
FAM118A	1943.4581999999998	16553.298
FAM118B	2025.8636000000001	76867.44440000001
FAM119A	9683.438199999999	3972.6939
FAM119B	3923.6475	13350.5644
FAM120A	9924.8532	3380.8458
FAM120AOS	2925.3782	3380.8458
FAM120B	1245.8612	0.0
FAM120C	3695.0364999999997	13.98
FAM122A	7959.6	3903.0575
FAM122B	1276.387	10.387
FAM122C	3469.9462000000003	10.387
FAM123B	5250.6	1516.9986000000001
FAM123C	0.0	3803.2506000000003
FAM125A	0.0	7872.571900000001
FAM125B	0.0	3415.3468000000003
FAM126A	2309.769	2352.6441
FAM126B	6819.145699999999	101343.03330000001
FAM127A	0.0	0.0
FAM127B	1737.5316	0.0
FAM127C	0.0	0.0
FAM129A	2035.0855999999999	162.93449999999999
FAM129B	1861.7625	2843.2051
FAM129C	0.0	1.3986999999999998
FAM131A	1292.78	3564.2687
FAM131B	0.0	365.0511
FAM131C	594.4781	0.0
FAM132A	0.0	1837.4986999999996
FAM133A	764.4051999999999	0.0
FAM133B	4216.3679999999995	8253.1361
FAM134A	11053.772	6123.9039999999995
FAM134B	0.0	49.904999999999994
FAM134C	7054.1736	40953.6564
FAM135A	5421.032800000001	572.1894
FAM136A	3400.7446	3292.4651
FAM136B	0.0	48516.72870000001
FAM138A	0.0	1798.3865999999998
FAM138B	0.0	4484.026599999999
FAM138C	0.0	1966.7165
FAM138D	0.0	11780.2305
FAM138E	0.0	3567.1805000000004
FAM13A	2543.0088	4412.9391000000005
FAM13B	4343.6272	1475.7162
FAM149A	0.0	10745.3533
FAM149B1	4393.276000000001	4864.474399999999
FAM150B	0.0	2067.3765
FAM151A	0.0	0.0
FAM151B	2447.473	1814.8819
FAM153A	0.0	667.6033
FAM153B	0.0	3838.0524
FAM154A	0.0	12.267900000000001
FAM154B	3698.6015999999995	78.8938
FAM155A	0.0	2184.739
FAM156A	134.166	29035.992899999997
FAM156B	0.0	29035.992899999997
FAM157A	0.0	313.8904
FAM158A	4211.0	4234.627999999999
FAM159A	0.0	37074.773100000006
FAM159B	0.0	0.0
FAM160A1	1022.3121000000001	578.9718
FAM160A2	2058.0674	13.299
FAM160B1	4016.0436000000004	6032.6546
FAM160B2	0.0	6643.878599999999
FAM161A	7582.6	9911.450900000002
FAM161B	1120.2192	0.0
FAM162A	3176.9120000000003	1047.15
FAM162B	0.0	21.3675
FAM163A	0.0	3272.4026999999996
FAM164A	4641.352800000001	141.726
FAM164C	3152.1931	4.1116
FAM165B	3789.9037	6.4532
FAM166A	0.0	3376.0529
FAM166B	0.0	12690.843799999999
FAM167A	2279.719	6527.5348
FAM167B	302.29650000000004	8014.690300000001
FAM168A	4023.0125	860.328
FAM168B	7086.400000000001	1493.0299
FAM169A	761.6591999999999	2978.5172
FAM169B	0.0	367.89509999999996
FAM170A	0.0	1943.1072
FAM170B	0.0	6421.682500000001
FAM171A1	0.0	577.4184
FAM171A2	0.0	8610.563499999998
FAM172A	1412.0064	709.002
FAM172B	10592.9856	660.2220000000001
FAM173A	4086.4970000000003	6523.308499999999
FAM173B	18337.959199999998	6240.7839
FAM174A	5259.9687	5104.0858
FAM174B	1729.1805	20266.6663
FAM175A	2567.4624	13.7466
FAM175B	2346.4494	21665.333899999998
FAM176A	0.0	139.8141
FAM176B	0.0	12811.658899999999
FAM177A1	3272.5819	1427.1849000000002
FAM177B	0.0	16831.605
FAM178A	4753.6518	2591.5273
FAM178B	704.6325	5147.283199999999
FAM179A	0.0	235.3392
FAM179B	2035.4232000000002	25.578
FAM180A	0.0	0.0
FAM180B	0.0	3713.0075
FAM181A	0.0	17107.2341
FAM181B	0.0	3911.029
FAM182B	0.0	0.0
FAM183A	0.0	3331.88
FAM184A	305.25	2889.109
FAM184B	0.0	1367.4870999999998
FAM185A	2171.7548	4067.7989
FAM186A	0.0	245.6114
FAM186B	0.0	8941.75
FAM187B	0.0	46761.652
FAM188A	3681.0300999999995	47902.5412
FAM188B	1692.9968	1306.1186
FAM189A1	0.0	8273.7207
FAM189A2	0.0	1070.4243000000001
FAM189B	0.0	5499.4037
FAM18A	0.0	8438.4944
FAM18B1	2278.4052	1940.4984
FAM18B2	944.4659	0.0
FAM190A	3052.5609000000004	1823.4132
FAM190B	2614.5516000000002	701.6890000000001
FAM192A	6105.2976	3245.7853000000005
FAM193A	0.0	6422.9902
FAM193B	2119.1136	2473.1574
FAM194A	1838.2475000000002	19557.6284
FAM194B	0.0	23965.612599999997
FAM195A	4121.6720000000005	4020.0542000000005
FAM195B	2890.0658	4374.0572
FAM198B	0.0	6512.149799999999
FAM199X	1496.9254	1653.4448
FAM19A1	0.0	1048.4537
FAM19A2	0.0	804.7333
FAM19A3	0.0	1858.1832
FAM19A4	0.0	0.0
FAM19A5	1454.5146	3565.1982
FAM200A	1416.6124	8759.928899999999
FAM200B	5059.5671999999995	5520.943
FAM201A	8776.0468	1341.3214
FAM20A	0.0	13270.1727
FAM20B	5181.7570000000005	9090.3505
FAM20C	0.0	1902.4695000000002
FAM21A	3854.1226	0.0
FAM21C	4723.6	7.1757
FAM22D	0.0	19.854899999999997
FAM22F	0.0	322.88640000000004
FAM22G	0.0	9713.387100000002
FAM23A	0.0	926.4655
FAM24A	0.0	49.9359
FAM24B	3223.767	0.0
FAM25A	0.0	2118.7608
FAM25G	0.0	0.0
FAM26D	0.0	1414.511
FAM26E	5875.174	1414.511
FAM26F	0.0	3505.5908
FAM27A	0.0	867.3728
FAM32A	2240.1785	81551.57979999999
FAM35A	7218.2736	1946.8220000000001
FAM35B	0.0	3350.0421
FAM35B2	0.0	3253.596
FAM36A	35282.0	13559.989599999999
FAM38A	2016.2	12685.5073
FAM3A	2091.762	740.5201000000001
FAM3B	0.0	724.3972
FAM3C	5817.613	7906.0058
FAM40A	1327.1348	1002.1080000000001
FAM40B	3325.9736	900.6804
FAM41C	0.0	2469.6732
FAM43A	1341.2112	3415.2297
FAM43B	0.0	101.80160000000001
FAM45A	732.3276	11020.3783
FAM45B	0.0	0.0
FAM46A	4614.4	773.6567999999999
FAM46B	0.0	0.0
FAM46C	3910.0	352935.2096
FAM47A	0.0	351.1035
FAM47E	0.0	64133.52189999999
FAM48A	1525.32	260.364
FAM48B1	0.0	535.8348
FAM48B2	0.0	1372.0167000000001
FAM49A	0.0	1507.253
FAM49B	4110.400000000001	17754.2974
FAM50A	1463.1968	26210.178499999998
FAM50B	0.0	1262.1383
FAM53A	366.30769999999995	3444.9667000000004
FAM53B	1375.3696	30453.336900000002
FAM53C	15026.1674	1816.8803
FAM54A	2823.5085	1552.2151999999999
FAM54B	5356.8412	699.3408
FAM55B	0.0	891.2799
FAM55C	11661.375700000002	35060.653099999996
FAM57A	0.0	0.0
FAM57B	0.0	3789.9045
FAM58A	762.2325	0.0
FAM58B	0.0	2032.9451999999999
FAM59A	1459.4	801.0814
FAM59B	0.0	3564.2237999999998
FAM5C	0.0	381.5604
FAM60A	3522.8999999999996	11832.884999999998
FAM63A	9877.1708	12708.3999
FAM63B	4268.4619999999995	3795.5034
FAM64A	404.9694	0.0
FAM65A	2382.6045000000004	37509.9477
FAM65B	0.0	685.0335
FAM65C	0.0	92.6705
FAM66A	1118.5417	3510.7362
FAM66B	1834.5915	356.706
FAM66C	1429.8413999999998	8545.7058
FAM66D	0.0	2952.6268
FAM66E	605.3418	0.0
FAM69A	5594.599999999999	45286.079099999995
FAM69B	0.0	2151.2981
FAM69C	0.0	9907.8122
FAM70A	85.2768	33254.9263
FAM70B	1111.9904999999999	71556.3574
FAM71A	0.0	26556.020399999998
FAM71B	396.3414	7527.7564
FAM71C	0.0	611.6669999999999
FAM71D	3410.2524	8693.378299999998
FAM71E1	1787.533	557.4427000000001
FAM71E2	0.0	12616.5442
FAM71F1	0.0	1220.3606
FAM71F2	0.0	78.2768
FAM72A	5582.200000000001	14767.984
FAM72B	5309.8	19641.302300000003
FAM72D	8987.8	18116.162
FAM73A	1876.3976	2421.3100000000004
FAM73B	2309.9794	7726.0383999999995
FAM74A3	0.0	0.0
FAM75A3	0.0	0.0
FAM75C1	0.0	560.3052
FAM75C2	0.0	602.8008
FAM75D1	0.0	739.152
FAM75D5	0.0	975.0804
FAM76A	2107.0	1029.3214
FAM76B	14633.643399999999	7817.8575
FAM78A	2814.759	47817.6769
FAM78B	930.3258999999999	0.0
FAM7A2	0.0	13168.083199999997
FAM7A3	0.0	116.0252
FAM81A	0.0	3206.9292
FAM82A1	2819.773	1776.3632
FAM82A2	6247.0	12902.356200000002
FAM82B	3005.016	558.1424999999999
FAM83A	0.0	13892.015800000001
FAM83B	0.0	2431.592
FAM83C	0.0	2292.1524
FAM83D	2242.4592000000002	135980.1905
FAM83E	0.0	4315.1134
FAM83F	0.0	7756.2243
FAM83G	1209.576	26507.384900000005
FAM83H	0.0	8.6142
FAM84B	2643.8937	65.9988
FAM86A	4811.4	9908.707000000002
FAM86B1	4375.0	2952.6268
FAM86B2	4574.4	17376.5252
FAM86C	4523.2	68894.02769999999
FAM86DP	3806.4	15624.774000000001
FAM89A	0.0	2537.9196
FAM89B	1695.5993	100310.9123
FAM8A1	2936.2581	1016.8862
FAM90A1	0.0	29243.262700000003
FAM90A14	0.0	649.192
FAM90A20	0.0	649.192
FAM90A25P	0.0	4704.8798
FAM90A5	0.0	649.192
FAM91A1	4159.6416	15062.132399999999
FAM92A1	0.0	0.0
FAM92A3	0.0	38.5452
FAM92B	0.0	1654.9578000000001
FAM96A	12451.3482	7342.5203
FAM96B	4101.5502	5145.617900000001
FAM98A	3038.2894	8024.008400000001
FAM98B	6864.6207	2835.7687
FAM98C	1084.7954	458.7683
FAM99A	0.0	0.0
FAM99B	0.0	0.0
FAM9B	0.0	824.0449
FAM9C	0.0	14963.9205
FAN1	2061.2928	5895.5789
FANCA	2510.0585	14372.770100000003
FANCB	1741.8187	441.7679
FANCC	6716.6568	124.58399999999999
FANCD2	6520.009599999999	1797.9993000000002
FANCE	1238.4987999999998	1053.768
FANCF	11468.535000000002	87919.19039999999
FANCG	6853.1903999999995	11038.4319
FANCI	8756.496000000001	3442.1240000000003
FANCL	6007.6198	0.0
FANCM	1478.4430000000002	1808.7032000000002
FANK1	0.0	3054.4285999999997
FAP	0.0	5955.6311000000005
FAR1	2932.2432000000003	371.5568
FAR2	0.0	4174.6916
FARP2	1048.4	4030.4415
FARS2	9186.7265	9037.329399999999
FARSA	4559.9144	18074.2637
FARSB	17769.0	6230.218000000001
FAS	3490.5765999999994	0.0
FAS-AS1	240.65560000000002	0.0
FASLG	0.0	2744.9355
FASN	4567.8	8661.23
FASTK	7024.472	2882.9113999999995
FASTKD1	2815.7124000000003	454.95640000000003
FASTKD2	6355.0408	638.1889000000001
FASTKD3	5591.5728	11153.31
FASTKD5	3910.4697	1802.8118000000002
FAT1	2182.324	7684.1455
FAT3	0.0	477.85479999999995
FAT4	669.7955	1204.5348
FAU	5572.8799	19343.738599999997
FBF1	2756.5448	38241.785800000005
FBL	3397.8728	6983.141999999999
FBLIM1	0.0	36530.4824
FBLL1	0.0	2571.5929
FBLN1	0.0	0.0
FBLN2	0.0	5239.634999999999
FBLN5	0.0	3.7488
FBLN7	0.0	602.56
FBP1	487.3268	6086.781300000001
FBP2	0.0	6086.781300000001
FBRS	0.0	29730.5562
FBXL12	2990.0	7868.0833999999995
FBXL13	3066.5816999999997	1789.3836000000001
FBXL14	4439.6	31025.017000000003
FBXL15	451.14439999999996	15266.281099999997
FBXL16	0.0	3005.0881
FBXL17	14974.4	1949.2116
FBXL18	5297.9055	14261.796199999999
FBXL19	128.5172	12301.792000000001
FBXL2	0.0	872.936
FBXL20	2476.0398	1413.2192
FBXL22	0.0	8348.2986
FBXL3	3769.286	525.1497
FBXL4	3283.72	262.0644
FBXL5	7904.4	829.2078
FBXL6	3081.4141	11770.100799999998
FBXL7	2428.0992	16051.5375
FBXL8	6839.418000000001	14261.6559
FBXO10	1638.3509999999999	34505.52220000001
FBXO11	6577.8	5582.4092
FBXO15	6252.5723	1335.2526
FBXO16	7479.375	16047.399
FBXO17	0.0	3869.031
FBXO18	2982.3487	12407.531200000001
FBXO2	351.7228	7824.021199999999
FBXO21	575.7312000000001	7201.096600000001
FBXO22	7793.400000000001	41.746900000000004
FBXO22OS	0.0	41.746900000000004
FBXO24	5392.9909	3337.7108
FBXO25	1135.9908	453.3613
FBXO27	0.0	489.704
FBXO28	4608.077499999999	1462.4878
FBXO3	2227.9598	7540.742
FBXO30	4799.2	5100.5112
FBXO31	2598.3624	3908.0307
FBXO32	2404.8094	15235.862200000001
FBXO33	6259.400000000001	1092.4652
FBXO34	903.8874	1556.1462
FBXO36	3293.0676000000003	704.4948
FBXO38	4435.8	0.0
FBXO39	0.0	692.0494000000001
FBXO4	2874.6240000000003	1926.6839
FBXO40	21872.6	12454.5379
FBXO41	0.0	70.9605
FBXO42	3437.8487	5065.608200000001
FBXO43	904.5939	1402.1935
FBXO44	351.7228	7824.021199999999
FBXO45	5595.7662	43993.478800000004
FBXO46	2172.9756	23198.7806
FBXO47	0.0	21534.771399999998
FBXO48	6891.3954	16303.085999999998
FBXO5	10065.6839	1090.6875
FBXO6	1275.1844999999998	7824.021199999999
FBXO7	7990.7687000000005	7757.0531
FBXO8	12916.862700000001	1008.3764000000001
FBXO9	3580.0512	2655.4066
FBXW10	0.0	638.4621
FBXW11	8891.6	1787.0994999999998
FBXW12	0.0	8053.7501
FBXW2	4644.674999999999	26411.3289
FBXW4	10750.4448	879.3525000000001
FBXW4P1	0.0	39400.6224
FBXW5	4033.5516	51728.0814
FBXW7	8574.429199999999	12682.4756
FBXW8	811.4159	6345.7528
FBXW9	2411.2529999999997	21309.114
FCAMR	0.0	7116.6919
FCAR	0.0	18995.1369
FCER1A	0.0	2202.1398
FCER1G	224.22	45514.3603
FCER2	0.0	15.3282
FCF1	815.1932	0.0
FCGBP	0.0	2363.5703000000003
FCGR1A	0.0	42080.1725
FCGR1B	0.0	8639.5175
FCGR1C	0.0	8852.153900000001
FCGR2A	0.0	19152.149400000002
FCGR2B	654.5455	8230.5083
FCGR2C	602.9513	14008.378899999998
FCGR3A	0.0	16362.0505
FCGR3B	0.0	17832.583699999996
FCGRT	0.0	8402.4994
FCHO1	2356.7236000000003	5.2459999999999996
FCHSD1	780.2750000000001	9220.0414
FCHSD2	16114.0	94799.96020000002
FCN3	0.0	9007.8044
FCRL1	0.0	27418.156800000004
FCRL2	0.0	27418.156800000004
FCRL3	0.0	4154.2158
FCRL4	0.0	13972.6122
FCRL5	0.0	13972.6122
FCRL6	0.0	12102.2157
FCRLA	3383.0	27082.4174
FCRLB	0.0	25715.243799999997
FDFT1	4854.2	13229.212
FDPS	10260.8938	5499.4037
FDPSL2A	0.0	9002.6945
FDX1	4986.265	857.2864
FDX1L	1002.8376	37740.686
FDXACB1	6949.4178	3999.5624999999995
FDXR	4764.7074	1167.4225
FECH	2241.2007	7873.731400000001
FEM1A	6353.4	625.3131
FEM1B	40353.200000000004	174009.1974
FEM1C	5172.0141	1676.5208
FEN1	20977.6744	1640.3631999999998
FER	3345.9461	13041.1163
FER1L4	0.0	1689.2755000000002
FER1L5	0.0	18783.723500000004
FER1L6	0.0	2154.666
