Gene,Protein_Acc,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage,logpval,logadjpval,TF_1639
CTCF,P49711,B5r_IKZF3-IgG,-0.14147997480028082,0.09140201841115976,-1.5478867672686623,9,0.1560558913028811,0.41720205218759443,NA,0.33333333333333337,0,0.8067198315354157,0.3796535639761969,C2H2 ZF
PSMB3,P49720,B5r_IKZF3-IgG,-0.5335845168421444,0.4955324008356384,-1.0767903691914738,4,0.34218479626536746,0.6214033105624504,NA,0.375,0,0.46573929065915265,0.2066264373456496,NA
PSMB2,P49721,B5r_IKZF3-IgG,-0.0817012404585045,0.20776649987032075,-0.39323587060233023,9,0.7032978684402993,0.8763992360067864,NA,0,0,0.15286069884710668,0.05729800970350654,NA
MCM2,P49736,B5r_IKZF3-IgG,-0.06952582001740384,0.0889526187623766,-0.7816050947654672,9,0.45451587495191803,0.7064588306468778,NA,0.375,0.036458333333333336,0.3424509435011643,0.15091314187465513,NA
YLPM1,P49750,B5r_IKZF3-IgG,0.045203817694671855,0.06515482266600031,0.6937908177019799,9,0.5053242162472416,0.7532334630442329,NA,0.5234375,0.0078125,0.296429888916832,0.12307039432101693,NA
VPS41,P49754,B5r_IKZF3-IgG,0.02965628884894046,0.029108286082196524,1.0188263494867569,9,0.33489011024616544,0.6154203365745144,NA,0.6,0,0.4750976775689317,0.2108281565835831,NA
TMED10,P49755,B5r_IKZF3-IgG,-0.11860615349010839,0.06449472613401477,-1.8390054598209238,9,0.09906809390448368,0.32120113588344057,NA,0.04166666666666663,0,1.0040661928641998,0.493222927568207,NA
RBM25,P49756,B5r_IKZF3-IgG,-0.09425946086276939,0.08226709074203803,-1.1457736017228979,9,0.28144008220398264,0.5655932048770544,NA,0.096830985915493,0.02640845070422535,0.5506140510363765,0.24749581685989538,NA
CLK1,P49759,B5r_IKZF3-IgG,-1.3555326822395366,0.9119011234253698,-1.4864908567584123,8,0.17545903298279963,0.4414479060635975,NA,0.125,0,0.7558242685223739,0.3551205388451197,NA
CLK2,P49760,B5r_IKZF3-IgG,0.07573456014162794,0.1752983344827593,0.43203239988042486,9,0.6758838155563922,0.8588354729232396,NA,0.5208333333333333,0.010416666666666666,0.1701279528740174,0.06609002597698492,NA
CLK3,P49761,B5r_IKZF3-IgG,-0.007434064763375047,0.11833059255945276,-0.06282453761600117,9,0.9512793809233913,0.9787342767443986,NA,0.375,0.020833333333333332,0.021691916527967647,0.009335201769754638,NA
EIF2B2,P49770,B5r_IKZF3-IgG,0.009456994037695857,0.06559928233037793,0.14416307163342976,9,0.8885482034562782,0.953688978871288,NA,0.5568181818181819,0,0.05131900688263559,0.02059323617969963,NA
HINT1,P49773,B5r_IKZF3-IgG,0.022252774104430266,0.05397868851292613,0.4122511071957863,9,0.6898017132883885,0.8662422783038336,NA,0.42500000000000004,0.0125,0.16127573129253503,0.06236062367015991,NA
NUP153,P49790,B5r_IKZF3-IgG,0.1052120129786509,0.014920058239508194,7.051715971191744,9,5.974682784115615e-5,0.0016213488486757578,NA,0.44062500000000004,0.003125,4.223685147913766,2.790123532495675,NA
RANBP2,P49792,B5r_IKZF3-IgG,0.09849802503773565,0.025291763531787456,3.8944704236990173,9,0.0036500144883024888,0.036335068850890606,NA,0.46875,0.009191176470588236,2.4377054116593238,1.4396740125304834,NA
RGS19,P49795,B5r_IKZF3-IgG,0.06128096386888871,0.1559055471470968,0.393064679161609,9,0.7034198814996417,0.8763992360067864,NA,0.28125,0.03125,0.15278536092160214,0.05729800970350654,NA
TSC2,P49815,B5r_IKZF3-IgG,-0.008420089131174556,0.1277688697884918,-0.06590094398669367,9,0.9488973629131188,0.9785195764989121,NA,0,0,0.022780760313579028,0.009430481318799908,NA
GSK3B,P49841,B5r_IKZF3-IgG,0.2100514354894356,0.124535170426275,1.686683647442281,9,0.12594019734521167,0.3668934278542122,NA,0.20833333333333337,0.20833333333333334,0.8998356305045824,0.43546006767227163,NA
TAF6,P49848,B5r_IKZF3-IgG,-0.05160645406885145,0.0646187595484676,-0.7986295996620577,9,0.44506778209528086,0.6989134176224743,NA,0.46499999999999997,0,0.35157384261853264,0.15557662193357905,NA
SULT1E1,P49888,B5r_IKZF3-IgG,0.264605810346263,0.28908901768801143,0.9153091060409254,6,0.39532550200776106,0.6575504775277927,NA,0.25,0,0.4030451689001102,0.1820709025031134,NA
NT5C2,P49902,B5r_IKZF3-IgG,-0.03891011279646306,0.24937658694897966,-0.1560295345786561,5,0.8821137245192285,0.951261452516381,NA,0.25,0,0.05447542082364674,0.021700101590907975,NA
ZNF165,P49910,B5r_IKZF3-IgG,0.3372408915269005,0.13817468735766086,2.4406850341116604,5,0.058604265869903305,0.2401887716814324,NA,0.375,0,1.2320707700513653,0.6194472988097731,C2H2 ZF
GMPS,P49915,B5r_IKZF3-IgG,-9.136901152508904e-4,0.033759033756608534,-0.02706505529270458,9,0.9789984763256152,0.9884790935785137,NA,0.3846153846153846,0,0.009217984115036304,0.005032511620418903,NA
LIG4,P49917,B5r_IKZF3-IgG,-0.6693398184521989,0.4483012167064964,-1.4930582240431813,6,0.18603161198162543,0.4558177159376623,NA,0.25,0,0.730413250714058,0.341208799417931,NA
MRE11,P49959,B5r_IKZF3-IgG,0.28309170004876627,0.039253843003658084,7.211821273712864,9,5.0186541464602996e-5,0.0014466184229913416,NA,0.4609375,0.015625,4.2994127320842725,2.8396460083716746,NA
GNAQ,P50148,B5r_IKZF3-IgG,-0.2020997376311886,0.13000888686058568,-1.554507099563964,9,0.1544844903510807,0.4155244743862741,NA,0.125,0.125,0.81111511554693,0.38140339118703265,NA
GNG10,P50151,B5r_IKZF3-IgG,-0.19625780715820712,0.1735324523892203,-1.1309573768831178,9,0.2873087071478271,0.5713851282777326,NA,0,0,0.5416512121251654,0.24307106740264295,NA
SULT1A1,P50225,B5r_IKZF3-IgG,0.2933763141681682,0.18786232736882846,1.5616559119497386,7,0.162339208799825,0.42651720508282936,NA,0,0,0.7895765750050314,0.3700634453362584,NA
GDI2,P50395,B5r_IKZF3-IgG,-0.3259771760569015,0.14461159369119628,-2.254156584104823,9,0.05065804253939099,0.2205573236715023,NA,0.04166666666666663,0.041666666666666664,1.2953515956501949,0.6564785167687602,NA
EMD,P50402,B5r_IKZF3-IgG,0.2396611319579094,0.03770301207190947,6.35655134133085,9,1.3185143615235262e-4,0.003054943801377901,NA,0.3472222222222222,0,3.8799151354219683,2.5149967746115935,NA
ST13,P50502,B5r_IKZF3-IgG,-0.06802608717131343,0.10711618854495981,-0.6350682198028441,9,0.5411909879983279,0.783185526724041,NA,0.33333333333333337,0,0.26664944395760765,0.10613534689690439,NA
VASP,P50552,B5r_IKZF3-IgG,-0.03300981186388611,0.21167624291013953,-0.1559448118034643,7,0.8804784817414091,0.9507774291683927,NA,0.625,0.20833333333333334,0.0552812534106861,0.02192113668719897,NA
DNM2,P50570,B5r_IKZF3-IgG,0.16615116517137185,0.03471471309993888,4.786188631115733,9,9.926604237500136e-4,0.014198269310099473,NA,0.5172413793103448,0.06465517241379311,3.0031992926058346,1.8477645904677549,NA
METAP2,P50579,B5r_IKZF3-IgG,0.014366973311929604,0.14315495302949952,0.10035959642254952,9,0.9222589268162613,0.9690529679857776,NA,0,0,0.03514713241638744,0.01365248396549538,NA
CDK7,P50613,B5r_IKZF3-IgG,0.18967608168075759,0.19261347951523008,0.9847497805352702,9,0.3504783250097363,0.6263397039641746,NA,0.20833333333333337,0.20833333333333334,0.45533883538559616,0.2031900572975561,NA
CDK9,P50750,B5r_IKZF3-IgG,-0.0779747718291075,0.09080348532453028,-0.8587200320607392,9,0.41278069198459,0.6730212848304438,NA,0.22499999999999998,0,0.38428062523903483,0.1719712006523443,NA
LRBA,P50851,B5r_IKZF3-IgG,0.03980768038592066,0.10156812038155084,0.391930856221215,9,0.7042282159569169,0.8766740751139401,NA,0.33333333333333337,0,0.15228657825916142,0.057161836152898216,NA
RPL14,P50914,B5r_IKZF3-IgG,0.007861063488969746,0.06146804332313249,0.127888624136688,9,0.9010491279746533,0.9606987742291648,NA,0.19999999999999996,0,0.045251529302140145,0.017412763421216025,NA
CCT8,P50990,B5r_IKZF3-IgG,-0.01696529486777363,0.06866510375817865,-0.24707302456748864,9,0.810395533799503,0.9260995399231701,NA,0.4629629629629629,0.004629629629629629,0.09130296109740053,0.033342331551269,NA
CCT4,P50991,B5r_IKZF3-IgG,0.023081419026444134,0.03503853837088465,0.65874377470105006,9,0.5265522822371085,0.7692478400528848,NA,0.4407894736842105,0,0.2785585005282798,0.11393371452077732,NA
ANXA11,P50995,B5r_IKZF3-IgG,-0.022513091514369428,0.07362307356513632,-0.3057885310160474,9,0.7667205363223384,0.9115586314519651,NA,0.42500000000000004,0.025,0.11536290417297439,0.04021539228916219,NA
FXR1,P51114,B5r_IKZF3-IgG,-0.00992884283280749,0.02822077076846628,-0.35182748601260455,9,0.7330647121750609,0.8944298824987764,NA,0.43181818181818177,0.011363636363636364,0.13485768579537838,0.048453699632595604,NA
FXR2,P51116,B5r_IKZF3-IgG,-0.42751323090173265,0.1200530986912206,-3.561034538569527,9,0.006109375925935634,0.05463961042563653,NA,0.125,0.08333333333333333,2.214003150766442,1.262492405786983,NA
RAB5C,P51148,B5r_IKZF3-IgG,-0.095551144546314,0.16909046277565312,-0.56508890553508,9,0.585821404225233,0.8095671287712666,NA,0.33333333333333337,0,0.23223476449619837,0.091747134006093925,NA
RAB7A,P51149,B5r_IKZF3-IgG,0.13951677626112602,0.10277979467198818,1.3574338877245316,9,0.2077023880976987,0.4806757369410527,NA,0.375,0,0.6825585100528141,0.3181477991914203,NA
RAB27A,P51159,B5r_IKZF3-IgG,-0.012538115761258538,0.11021013001292318,-0.11376554732117933,9,0.9119210574984462,0.9657928975698594,NA,0.5714285714285714,0,0.04004275572500286,0.015115992720679629,NA
SMARCA2,P51531,B5r_IKZF3-IgG,-1.3071428627498214e-4,0.03685783755319687,-0.003546444798513271,9,0.9972477176419874,0.9985278527205548,NA,0.5387931034482758,0.008620689655172414,0.0011969489681101738,6.398165077144676e-4,NA
SMARCA4,P51532,B5r_IKZF3-IgG,-0.04189417998934709,0.027934254327351592,-1.4997421981773378,9,0.1679162269885075,0.43385866009033486,NA,0.5098039215686274,0,0.7749073327420003,0.36265172933604556,NA
GALK1,P51570,B5r_IKZF3-IgG,-0.10277516241813608,0.12736294193589331,-0.8069471453467744,9,0.4404998816244925,0.696257563188921,NA,0.28125,0.03125,0.3560542039598484,0.15723007421193258,NA
SSR4,P51571,B5r_IKZF3-IgG,0.14544463300407617,0.07210614421484488,2.017090701323795,9,0.07447095542928861,0.2734512747088429,NA,0.5416666666666667,0.041666666666666664,1.1280130743155383,0.5631200477959207,NA
BCAP31,P51572,B5r_IKZF3-IgG,-0.22901132250074954,0.27849455110472754,-0.8223188625856817,8,0.43471838588530654,0.6914308490074607,NA,0.625,0.5,0.36179199146392355,0.16025124779790179,NA
BRCA2,P51587,B5r_IKZF3-IgG,1.523715429141859,0.1646161909724522,9.256169883051456,9,6.782631421398122e-6,3.35909821144742e-4,NA,0.0625,0.0625,5.1686017825224955,3.4737772983119113,NA
MECP2,P51608,B5r_IKZF3-IgG,-0.125009626263437,0.15849026515013828,-0.7887527107422972,8,0.45299453317802385,0.7060964165847994,NA,0.125,0,0.3439070391018347,0.15113599252929225,MBD; AT hook
HCFC1,P51610,B5r_IKZF3-IgG,0.31890901396634425,0.0824049100585155,3.8700244165048883,9,0.003788627385955312,0.03736798394743163,NA,0.525,0.0035714285714285713,2.4215181057783157,1.4275003322848039,NA
ALDH3A2,P51648,B5r_IKZF3-IgG,-0.33137718950539075,0.17269717735470208,-1.9188338488287877,9,0.08721925953089915,0.2976422965214664,NA,0.125,0.125,1.0593876046954929,0.5263053532315385,NA
HSD17B4,P51659,B5r_IKZF3-IgG,-0.20369955281479513,0.06009825118754033,-3.3894422681142253,9,0.008006179565716476,0.06550002836364352,NA,0.4722222222222222,0.027777777777777776,2.096574673595732,1.1837585119445344,NA
PSMD7,P51665,B5r_IKZF3-IgG,-0.022136610484238872,0.07193238120062542,-0.3077419392317629,9,0.7652813849219036,0.9115586314519651,NA,0.1875,0.020833333333333332,0.11617885053311312,0.04021539228916219,NA
CLCN4,P51793,B5r_IKZF3-IgG,0.05418032494958682,0.31483066208792,0.17209354575017968,9,0.8671715667373476,0.945520121963987,NA,0,0,0.061894970440735775,0.024329224338839384,NA
CLCN7,P51798,B5r_IKZF3-IgG,0.22664409554877632,0.04547523097824371,4.983902020359337,9,7.553981350356676e-4,0.011716318934785964,NA,0.36363636363636365,0,3.121824091714899,1.9312088147189834,NA
DYNLT3,P51808,B5r_IKZF3-IgG,0.48139976057002704,0.15445188139922017,3.116826782612812,9,0.012381804243118744,0.09084575631710456,NA,0.125,0.125,1.9072160664841036,1.0416953551045438,NA
RPS6KA3,P51812,B5r_IKZF3-IgG,-0.15056675758417004,0.15147432794699917,-0.9940084212610161,9,0.34619033460462845,0.6251623088894885,NA,0.6041666666666667,0.10416666666666667,0.46068506149376237,0.20400721352992643,NA
AFF1,P51825,B5r_IKZF3-IgG,-0.07499362938871544,0.05651984351638975,-1.3268548658838488,9,0.21723390696524225,0.49311684633811814,NA,0.25,0,0.6630723869164348,0.3070501604242247,NA
ADCY7,P51828,B5r_IKZF3-IgG,0.3076207228547832,0.14682363645061633,2.0951716650762187,9,0.06563044673761698,0.25543008838353487,NA,0.28125,0,1.1828946395489341,0.5927279463471457,NA
HDGF,P51858,B5r_IKZF3-IgG,0.02086557785067721,0.10948095089498318,0.19058637763104547,9,0.8530793925864688,0.9412143005924783,NA,0.0625,0,0.0690105489523915,0.0263114828759363,NA
CCNH,P51946,B5r_IKZF3-IgG,-0.07051855850376045,0.14759569871745873,-0.47778193481609216,9,0.6441959276094327,0.8430656040347843,NA,0.0625,0.0625,0.19098202497168573,0.07413862897938364,NA
MNAT1,P51948,B5r_IKZF3-IgG,-0.16851497154241143,0.20180789379970673,-0.8350266601050881,8,0.4279336722169549,0.6845959961692865,NA,0.25,0.125,0.3686235394504766,0.16456564514361371,NA
UBE2E1,P51965,B5r_IKZF3-IgG,-0.32595705561299637,0.16221420134275946,-2.00942366891939,7,0.08443751713559533,0.29243133119862647,NA,0.25,0,1.0734645454989573,0.5339760987534343,NA
HNRNPA3,P51991,B5r_IKZF3-IgG,0.08177906844696815,0.05842527400171416,1.3997207517515247,9,0.19510953794271524,0.4669526246157183,NA,0.43452380952380953,0,0.7097214995719577,0.3307271792019038,NA
PGD,P52209,B5r_IKZF3-IgG,0.08363721715632536,0.07924759784283039,1.0553911971212147,9,0.31875282674824623,0.6054732895803097,NA,0.3125,0.0625,0.496545955151803,0.21790501097468268,NA
HNRNPM,P52272,B5r_IKZF3-IgG,0.6495865350690196,0.036907573414604794,17.600358814485755,9,2.794372200298767e-8,6.919564160989822e-6,NA,0.5575842696629214,0.0056179775280898875,7.553715747910382,5.159921259363778,NA
KPNA2,P52292,B5r_IKZF3-IgG,-0.015738670128857983,0.047086189032242175,-0.33425236682630993,9,0.7458463223816254,0.9020278172393161,NA,0.41666666666666663,0.016666666666666666,0.12735064734908313,0.04478006923493578,NA
KPNA1,P52294,B5r_IKZF3-IgG,0.07827890711809804,0.08527871087211929,0.9179185088231706,9,0.3826016495842093,0.6478900430214598,NA,0.5555555555555556,0,0.4172531618472093,0.188498694377971,NA
NCBP2,P52298,B5r_IKZF3-IgG,-0.010392123274662872,0.061857999401952156,-0.16799966657723675,9,0.8702981500953668,0.945520121963987,NA,0.44999999999999996,0.05,0.06033193961248684,0.024329224338839384,NA
RAP1GDS1,P52306,B5r_IKZF3-IgG,-0.1475768303700562,0.09962436863846852,-1.481332653716528,9,0.17265723052309667,0.4387863677565805,NA,0.28125,0,0.7628152295906391,0.35774687357695256,NA
DGKE,P52429,B5r_IKZF3-IgG,-0.010315279660107774,0.15609396900756706,-0.0660837809794414,9,0.9487558114485664,0.9785195764989121,NA,0.375,0.375,0.0228455508884902,0.009430481318799908,NA
POLR2H,P52434,B5r_IKZF3-IgG,-0.09772237560744743,0.07947183981326927,-1.2296478329564342,9,0.25000404857684155,0.5316779605268096,NA,0.3392857142857143,0.017857142857142856,0.6020529582865825,0.2743513419802968,NA
POLR2J,P52435,B5r_IKZF3-IgG,0.20979233071323744,0.20218292291257597,1.0376362537994952,9,0.3265128253048337,0.6108604987523835,NA,0,0,0.48609975512482273,0.21405795757960483,NA
ARHGDIA,P52565,B5r_IKZF3-IgG,0.26915136601575984,0.15328412687564216,1.7558984840884377,9,0.11298979081797356,0.3473430324720628,NA,0.32499999999999996,0.1,0.9469607953813608,0.45924140843288214,NA
ARHGDIB,P52566,B5r_IKZF3-IgG,0.004781793106946696,0.05923451694363262,0.08072646412389985,9,0.9374261350280311,0.9740757728491954,NA,0.45833333333333337,0.03125,0.028062942708025253,0.011407258264800445,NA
AGFG1,P52594,B5r_IKZF3-IgG,0.130928829517166,0.11258194265765231,1.162964738628683,9,0.27475080220016457,0.5591569533227424,NA,0,0,0.561061030876824,0.2524662701200166,NA
HNRNPF,P52597,B5r_IKZF3-IgG,0.45764504773388553,0.05444121888396998,8.406223393147384,9,1.4869428089925307e-5,5.832938028939017e-4,NA,0.2833333333333333,0.008333333333333333,4.8277057350534385,3.2341126376335527,NA
STAT2,P52630,B5r_IKZF3-IgG,0.26540058713211945,0.0888423342263403,2.9873211846952183,9,0.015267124674287036,0.10611990870092146,NA,0.5357142857142857,0.08928571428571429,1.8162427478599927,0.974203132329956,STAT
GTF2A1,P52655,B5r_IKZF3-IgG,-0.11620890398599311,0.1271393268392221,-0.9140279949173288,9,0.3845352377163911,0.6492287554246858,NA,0,0,0.41506385652685346,0.18760225279266735,NA
GTF2A2,P52657,B5r_IKZF3-IgG,-0.273103375444367,0.12542521412582222,-2.1774200454654933,9,0.05741531989353632,0.23774928721207134,NA,0,0,1.2409722111298167,0.623880776431887,NA
MSH6,P52701,B5r_IKZF3-IgG,0.11494742119440728,0.0363889383244363,3.1588561383561036,9,0.01157148927581142,0.08683000096735766,NA,0.472972972972973,0.037162162162162164,1.936610742807639,1.0613301941389228,NA
KIF11,P52732,B5r_IKZF3-IgG,-0.02101757007229385,0.12649348136477234,-0.16615536109473475,9,0.871707467613307,0.946220544296965,NA,0.39583333333333337,0.0625,0.05962923354931157,0.024007626803258013,NA
ZNF131,P52739,B5r_IKZF3-IgG,0.2975707921176172,0.1660460064625033,1.7920984578741734,9,0.10671636177042454,0.33556367090033495,NA,0.16666666666666663,0.16666666666666666,0.9717689893679533,0.47422506328298797,C2H2 ZF
ZNF142,P52746,B5r_IKZF3-IgG,0.016301377032296404,0.09724945735913894,0.16762434953334468,9,0.8705849078557861,0.945520121963987,NA,0.04166666666666663,0.041666666666666664,0.06018886588498909,0.024329224338839384,C2H2 ZF
ZNF143,P52747,B5r_IKZF3-IgG,0.3754807504971681,0.08387635770735836,4.476598182853947,9,0.001539950591007866,0.019938837390761976,NA,0.5,0.1,2.812493213187482,1.7003001684665335,C2H2 ZF
RBM5,P52756,B5r_IKZF3-IgG,0.02846021724490646,0.10289159490421565,0.27660390794214806,9,0.7883316251475339,0.9175738198444064,NA,0.4558823529411765,0.03676470588235294,0.10329105068998072,0.0373589861914778,NA
SMS,P52788,B5r_IKZF3-IgG,0.019337649509485775,0.3346799504127001,0.05777952783141075,7,0.9555390219817939,0.9792704575082369,NA,0.125,0,0.019751572674564663,0.009097347030402174,NA
THOP1,P52888,B5r_IKZF3-IgG,0.028468064526058434,0.18911528504776542,0.15053285893241347,9,0.8836640103664739,0.9517941489137143,NA,0.1875,0.1875,0.053712832476855564,0.02145696932324326,NA
CAPZA1,P52907,B5r_IKZF3-IgG,-0.041306043745778176,0.07906656827275736,-0.5224211022196382,9,0.6139915010422388,0.8256820513675783,NA,0.3088235294117647,0,0.21183764038326805,0.08318715597177767,NA
NUP98,P52948,B5r_IKZF3-IgG,-0.008760738063883448,0.06111819142810814,-0.1433409245132604,9,0.8891789722237602,0.953688978871288,NA,0.5120192307692308,0.004807692307692308,0.05101081627800529,0.02059323617969963,NA
BLVRA,P53004,B5r_IKZF3-IgG,-0.054646780201974096,0.053134782116923095,-1.0284559007266436,9,0.33058131352329,0.6118301198676582,NA,0.27083333333333337,0.10416666666666667,0.48072169904976186,0.21336914688332145,NA
PPP5C,P53041,B5r_IKZF3-IgG,-0.013878702289800596,0.11494543200834464,-0.12074166017135027,9,0.9065482816798858,0.9632013584719586,NA,0,0,0.04260906094655999,0.0162829135691624,NA
PLK1,P53350,B5r_IKZF3-IgG,0.2125895384227343,0.15300268899820565,1.3894496875491347,9,0.1981064785195774,0.4711271716053816,NA,0.3571428571428571,0.07142857142857142,0.7031013218400615,0.326861847708302,NA
DAPK1,P53355,B5r_IKZF3-IgG,0.034878844968767815,0.10189914646366552,0.34228790111803997,9,0.7399919515061375,0.8976877256176721,NA,0.0625,0.0625,0.1307730038304845,0.04687471302860559,NA
ARFIP1,P53367,B5r_IKZF3-IgG,0.06277095954404113,0.10430355821248496,0.6018103372481837,9,0.562151977376198,0.7940271423759347,NA,0,0,0.2501462573613124,0.1001646517509643,NA
NUBP1,P53384,B5r_IKZF3-IgG,-0.04143326210627884,0.16246580082869377,-0.25502759285301313,7,0.8060323249759132,0.9235193452537762,NA,0.125,0,0.09364754097758547,0.03455400282366336,NA
ACLY,P53396,B5r_IKZF3-IgG,-0.016472781090535623,0.04951614405309661,-0.33267495693670557,9,0.7469976009802439,0.9023184436230873,NA,0.5403225806451613,0.004032258064516129,0.12668079294057855,0.04464016544972937,NA
METAP1,P53582,B5r_IKZF3-IgG,0.08193215385660227,0.10578287649548739,0.7745313473310346,9,0.45848036754428545,0.7085887728547329,NA,0.125,0.125,0.3386792563946817,0.1496057330723653,NA
COPB1,P53618,B5r_IKZF3-IgG,-0.02137657447684128,0.0673079381103577,-0.3175936609704545,9,0.7580378402777845,0.9062600854497833,NA,0.32692307692307687,0.009615384615384616,0.12030911440270772,0.042747147283497454,NA
COPA,P53621,B5r_IKZF3-IgG,0.029217019683075662,0.03961041777400832,0.7376094806616095,9,0.4795403181026443,0.7285041182218853,NA,0.5344827586206897,0.008620689655172414,0.31917487297008246,0.13756798882743676,NA
LIMK2,P53671,B5r_IKZF3-IgG,0.29042829367244855,0.11839178603490107,2.4531118534425382,9,0.036569558923643664,0.18062374614252188,NA,0,0,1.4368802777856324,0.7432251546829002,NA
AP3M2,P53677,B5r_IKZF3-IgG,-0.10229675271800255,0.07259233634592234,-1.409194935268794,9,0.1923797523579449,0.4630671803415418,NA,0,0,0.7158406386492823,0.33435599832300505,NA
AP2S1,P53680,B5r_IKZF3-IgG,0.38098963451343154,0.3704818994853166,1.0283623438627165,8,0.3338652231305692,0.614318013681873,NA,0.125,0,0.47642881661224423,0.21160674965205578,NA
ITGA8,P53708,B5r_IKZF3-IgG,-0.3164944667906786,0.14128782558450717,-2.2400689194652283,9,0.05183742330551944,0.2238128819335848,NA,0,0,1.2853565941746214,0.650114920525868,NA
POLR2K,P53803,B5r_IKZF3-IgG,-0.4205446315853891,0.2561635619343372,-1.6417035600605363,9,0.13506855923077987,0.38088372361021344,NA,0.125,0.125,0.8694457327076838,0.41920758574625416,NA
SMTN,P53814,B5r_IKZF3-IgG,0.8627773827849741,0.20413024753512352,4.226602344351348,9,0.002217712410299333,0.02510450448458845,NA,0.125,0.125,2.6540947732085165,1.600248346356264,NA
SLC16A1,P53985,B5r_IKZF3-IgG,0.3233437954292073,0.11958250209520355,2.703939035928373,9,0.024236848069321804,0.1371805600723614,NA,0,0,1.6155238595513588,0.8627074283630874,NA
IST1,P53990,B5r_IKZF3-IgG,-0.09560998864576753,0.06408841284488502,-1.4918451620447375,9,0.16993575511249537,0.4358057220933621,NA,0,0,0.7697152343484852,0.36070707180142536,NA
SEC24C,P53992,B5r_IKZF3-IgG,-0.05547838593344244,0.09379229521086538,-0.5915025942025943,9,0.5687410605344139,0.7994182095689668,NA,0.5104166666666667,0.010416666666666666,0.2450854165169613,0.09722596337482617,NA
SUB1,P53999,B5r_IKZF3-IgG,-0.128413200874677,0.07423774204297232,-1.7297562848873471,9,0.11773007416208348,0.3552704353540701,NA,0.44791666666666663,0.015625,0.9291125824048562,0.4494409318205993,NA
BLM,P54132,B5r_IKZF3-IgG,-0.03389855716184709,0.05563371802831828,-0.6093167662206629,9,0.5573809554012454,0.791866481092738,NA,0.4807692307692307,0.009615384615384616,0.2538478743479546,0.10134803989158862,NA
RARS1,P54136,B5r_IKZF3-IgG,-0.10211444006762439,0.03792284389289262,-2.6926894078943895,9,0.024687525333661364,0.1393332982506643,NA,0.42500000000000004,0.008333333333333333,1.6075224413681504,0.8559450822954274,NA
HIRA,P54198,B5r_IKZF3-IgG,0.47235265786076486,0.11900012199590533,3.969345996779886,9,0.0032578637869482563,0.033011908756749336,NA,0.4945652173913043,0.08152173913043478,2.487067077735736,1.4813293639290748,NA
ATN1,P54259,B5r_IKZF3-IgG,0.5667972003842171,0.28288472847008533,2.003633082102398,9,0.07610566849244904,0.27614185735850055,NA,0,0,1.11858299495992,0.5588677583661003,NA
TERF1,P54274,B5r_IKZF3-IgG,-0.04837726860779321,0.19679424665546075,-0.24582664092050485,9,0.8113308259872027,0.9260998941403911,NA,0.45833333333333337,0.4583333333333333,0.090802022972212,0.033342165441095716,Myb/SANT
PMS1,P54277,B5r_IKZF3-IgG,0.549760864978655,0.12166037831249912,4.51881600734899,9,0.0014492536609718165,0.018826042638591268,NA,0.6666666666666667,0,2.8388555938808753,1.725240962025133,NA
PMS2,P54278,B5r_IKZF3-IgG,0.6027553258127902,0.11312770726424254,5.328096364623394,9,4.7587684577887757e-4,0.008162008930631659,NA,0.42500000000000004,0,3.322505425680541,2.088202934370157,NA
CACNA2D1,P54289,B5r_IKZF3-IgG,0.10844979634881735,0.20632111319971097,0.5256359597276993,9,0.6118446712349865,0.8248140821480151,NA,0.25,0.25,0.21335881803029436,0.0836439329003787,NA
MYOM2,P54296,B5r_IKZF3-IgG,-0.25295765662851366,0.7903213637148765,-0.3200693644918005,4,0.7649372118244946,0.9115586314519651,NA,0.5,0,0.11637421148332322,0.04021539228916219,NA
YARS1,P54577,B5r_IKZF3-IgG,-0.12407659233160385,0.023346199742927346,-5.31463765828494,9,4.8439986085568876e-4,0.008201676276539482,NA,0.49264705882352944,0,3.314795990280462,2.0860973764880764,NA
USP14,P54578,B5r_IKZF3-IgG,0.08077029887773877,0.08911336751512017,0.9063769121286344,9,0.38835826152362807,0.6519816039535455,NA,0.41666666666666663,0.05555555555555555,0.41076745168889683,0.18576465797080124,NA
HSPA2,P54652,B5r_IKZF3-IgG,-0.1420704596103093,0.16994954255218284,-0.8359567050125287,5,0.4412851509811997,0.6963544597549519,NA,0.75,0.25,0.3552806860933142,0.1571696386515364,NA
RAD23A,P54725,B5r_IKZF3-IgG,-0.11048798760643928,0.1092759461104656,-1.0110915671665606,9,0.3383817252231065,0.6192463719787288,NA,0,0,0.4705930996787396,0.20813652916559564,NA
RAD23B,P54727,B5r_IKZF3-IgG,0.0498119502351466,0.1097070138611613,0.4540452654940153,9,0.6605474978508268,0.8522057343860806,NA,0.1607142857142857,0.14285714285714285,0.18009594820410962,0.06945554781233974,NA
NAPA,P54920,B5r_IKZF3-IgG,0.16741378260560139,0.20317399610688114,0.823992173277589,9,0.4312379218068698,0.6872745962183501,NA,0.41666666666666663,0.08333333333333333,0.36528305555017204,0.16286970865326972,NA
EIF5,P55010,B5r_IKZF3-IgG,-0.23421111555770313,0.17033912672194174,-1.3749695684422802,9,0.20239853421246923,0.4744933802148361,NA,0,0,0.6937926370187076,0.32376984215391186,NA
