GENE	H3k27ac_15_DMSO_compare_TSS_SIGNAL	H3k27ac_15_DMSO_compare_DISTAL_SIGNAL
CKAP5	4008.2625	29.434500000000003
CKB	0.0	1724.8274999999999
CKLF	12196.5004	87672.45870000002
CKM	0.0	1429.9667
CKMT1A	0.0	3.6993000000000005
CKMT1B	0.0	0.0
CKMT2	0.0	502.5186
CKS1B	29958.967200000003	128371.0273
CKS2	11141.2001	9118.670100000001
CLASP1	13525.4	1856.303
CLASP2	3994.554	5063.5362000000005
CLASRP	5483.507500000001	55602.779500000004
CLC	0.0	5979.6181
CLCA1	0.0	5615.9969
CLCA2	0.0	8510.1445
CLCA3P	0.0	1532.9111
CLCA4	0.0	5681.4549
CLCC1	4480.400000000001	11.7092
CLCF1	2075.4531	33439.0711
CLCN1	0.0	1239.1198
CLCN2	10378.7188	3513.5749
CLCN3	7104.4	391.8888
CLCN4	0.0	36593.7036
CLCN5	883.886	877.552
CLCN6	15650.7584	8228.8444
CLCN7	3671.6625	7385.5238
CLCNKA	0.0	0.0
CLCNKB	0.0	0.0
CLDN10	0.0	16607.417
CLDN11	0.0	15107.5282
CLDN12	2364.8846000000003	0.0
CLDN14	1178.796	25761.7703
CLDN15	0.0	1669.0763
CLDN18	0.0	2116.7983999999997
CLDN19	0.0	1973.5825999999997
CLDN20	0.0	1067.557
CLDN22	0.0	636.336
CLDN23	0.0	1221.5388
CLDN24	0.0	636.336
CLDN25	0.0	589.1915
CLDN3	0.0	10938.5964
CLDN4	0.0	10938.5964
CLDN5	0.0	3774.7664
CLDN6	0.0	4320.2919
CLDN7	0.0	5710.163800000001
CLDN9	0.0	9014.921900000001
CLDND1	4975.5597	27778.1232
CLEC10A	0.0	12741.312599999997
CLEC11A	0.0	110.838
CLEC12A	0.0	8027.249
CLEC12B	0.0	9261.5952
CLEC16A	1570.2442	13807.182
CLEC17A	0.0	281.9084
CLEC18A	0.0	1691.2539000000002
CLEC18B	0.0	1886.6367
CLEC18C	0.0	964.3231000000001
CLEC1A	0.0	14357.322199999999
CLEC1B	0.0	9261.5952
CLEC2A	0.0	754.3892999999999
CLEC2B	2575.5968	754.3892999999999
CLEC2D	0.0	23280.992199999997
CLEC3A	0.0	0.0
CLEC3B	0.0	7202.3474
CLEC4A	0.0	11127.5473
CLEC4F	0.0	0.0
CLEC4G	0.0	3133.7492
CLEC4GP1	0.0	4764.693
CLEC4M	0.0	3130.7048
CLEC5A	0.0	10690.1068
CLEC7A	3826.6	15358.337599999997
CLEC9A	0.0	9355.2971
CLECL1	0.0	22379.5853
CLGN	3103.9354000000003	35.7459
CLIC1	13518.2	54232.6436
CLIC2	958.0564	1477.4399999999998
CLIC3	0.0	47748.429
CLIC4	4591.599999999999	15803.1313
CLIC5	1685.9088	2493.3113
CLIC6	0.0	2690.9911
CLINT1	1993.6623	15211.1964
CLIP1	1785.8565	1057.6157
CLIP2	0.0	1186.9832999999999
CLIP3	0.0	6949.6792000000005
CLIP4	725.9544	1541.9217
CLK1	12399.729500000001	3739.3781999999997
CLK2	6773.4524	5927.4786
CLK2P	0.0	1944.4476
CLK3	5708.6226	42282.5372
CLK4	6532.3287	222.71200000000002
CLLU1	0.0	66082.35070000001
CLLU1OS	0.0	66082.35070000001
CLMN	977.942	3548.5345999999995
CLN3	11597.5772	750.642
CLN5	5860.4832	660.0987
CLN6	16729.8816	175772.56179999997
CLN8	2447.7718	2356.6267
CLNK	0.0	1621.1273
CLNS1A	3597.5146	0.0
CLOCK	7783.2	783.9291999999999
CLP1	2753.8416	4497.3333999999995
CLPB	2867.535	2110.6316
CLPP	6245.7351	1985.3080999999997
CLPS	0.0	2768.7685
CLPTM1	9610.2	23204.83
CLPTM1L	8313.2	234900.43650000004
CLPX	9691.599999999999	1212.9912
CLRN1	0.0	1113.7486000000001
CLRN1OS	0.0	1113.7486000000001
CLRN2	0.0	3943.5519000000004
CLRN3	0.0	1059.6628
CLSPN	6549.3654	2812.9604000000004
CLSTN1	787.3092	4658.3726
CLSTN3	1868.6472	0.0
CLTA	6263.6	8921.402499999998
CLTB	2078.884	4456.2038
CLTC	30992.6	2350.6435
CLTCL1	1461.3278	0.0
CLU	2396.8592	22.606
CLUAP1	1596.107	7530.2136
CLUL1	0.0	1381.3459
CLVS1	0.0	1275.4488000000001
CLVS2	0.0	1073.1692
CLYBL	4875.0	1042.1227999999999
CMA1	0.0	4319.162
CMAH	14163.886900000001	22115.552900000002
CMAS	3339.4018	0.0
CMBL	0.0	9418.714699999999
CMC1	3618.8904	1658.0849999999998
CMIP	439.90540000000004	6565.9337000000005
CMKLR1	291.2072	791.1704
CMPK1	7297.0	1376.1649
CMPK2	881.8368	578.5492
CMTM1	0.0	87672.45870000002
CMTM2	0.0	87287.04450000002
CMTM3	0.0	85053.35160000001
CMTM4	1912.9668000000001	852.1351999999999
CMTM5	0.0	4840.5089
CMTM6	3447.3585000000003	11297.908699999998
CMTM7	0.0	12462.4349
CMYA5	0.0	1463.7458
CN5H6.4	13635.784000000001	17233.1162
CNBD1	0.0	639.5174999999999
CNBP	12126.6	44258.8441
CNDP1	649.512	10039.2528
CNDP2	11274.4	11502.603000000001
CNFN	0.0	9958.8428
CNGA1	0.0	73.89720000000001
CNGA3	0.0	178736.53309999997
CNGA4	0.0	12.532
CNGB1	0.0	0.0
CNGB3	0.0	639.5174999999999
CNIH	1696.5837000000001	693.446
CNIH2	0.0	8643.807999999999
CNIH3	0.0	5447.4855
CNIH4	3005.0949	8100.6556
CNKSR1	0.0	8308.8491
CNKSR2	2950.568	93.4003
CNN1	0.0	2395.8267000000005
CNN2	6853.329000000001	39318.6344
CNNM2	3921.3540000000003	240.6971
CNNM3	6446.799999999999	6153.0761
CNNM4	1132.8052	4701.1264
CNO	1095.6351	540.9198
CNOT1	11218.0	255.3603
CNOT10	4761.2	28.4912
CNOT2	10779.8116	91.54379999999999
CNOT3	4674.400000000001	815.7314
CNOT4	5683.908899999999	449.8759
CNOT6	2830.6432	14.1457
CNOT6L	10419.6	22215.5796
CNOT7	5592.411499999999	5209.714400000001
CNOT8	7283.0	1012.4364999999999
CNP	5241.4	16351.427400000002
CNPY2	12248.1402	12916.7732
CNPY3	14009.2	1762.683
CNPY4	5875.3358	2700.4809999999998
CNR1	0.0	1242.8
CNR2	0.0	7221.6549
CNRIP1	0.0	17353.715
CNST	7010.9137	12582.281599999998
CNTD1	1794.0944	7542.9054
CNTD2	0.0	14114.735599999998
CNTF	846.6336	17239.744099999996
CNTFR	0.0	3791.6486999999997
CNTLN	2196.054	0.0
CNTN1	0.0	21739.6751
CNTN2	0.0	181.0534
CNTN4	0.0	9768.8876
CNTN5	2546.4827999999998	23738.9713
CNTN6	0.0	1922.2361999999998
CNTNAP1	819.4067	28616.289600000004
CNTROB	4441.3565	18358.7198
COASY	6293.3606	30165.0092
COBL	0.0	542.8759
COBLL1	10475.0	14763.6233
COBRA1	4073.391	3971.8344
COG1	6140.9904	6908.220800000001
COG2	4531.6939999999995	1109.4912
COG3	1982.475	1640.2284
COG4	19572.6301	20043.4618
COG5	3452.2560000000003	0.0
COG7	3531.9303	55486.6038
COG8	6344.872	2429.8365999999996
COIL	2930.7419999999997	20257.072
COL10A1	0.0	3035.7534
COL11A2	0.0	8276.7571
COL12A1	0.0	1791.8015000000003
COL16A1	0.0	8333.9173
COL17A1	0.0	2610.4617
COL18A1	0.0	2395.4338
COL19A1	0.0	1050.6393
COL1A1	0.0	12006.8485
COL20A1	0.0	9.1935
COL23A1	0.0	222.71200000000002
COL24A1	0.0	12691.92
COL25A1	0.0	8430.4453
COL28A1	0.0	3985.3866
COL2A1	0.0	24.5577
COL4A3	7532.721	250.79129999999998
COL4A3BP	5074.7386	1540.5704
COL4A4	7532.721	250.79129999999998
COL5A3	0.0	0.0
COL6A2	0.0	1041.7246
COL6A3	0.0	1679.1257
COL6A4P1	5414.668000000001	3434.068
COL6A4P2	0.0	26428.233
COL7A1	0.0	2418.9568
COL8A1	0.0	15234.471800000001
COL8A2	0.0	11362.524500000001
COL9A2	0.0	30557.5053
COL9A3	0.0	4606.7546999999995
COLEC11	0.0	1639.5482
COLQ	0.0	24.8311
COMMD1	1669.7400000000002	928.5764
COMMD10	4024.0071	0.0
COMMD2	2386.9566	1496.7298
COMMD3	11329.773	26131.242299999998
COMMD4	3362.769	1093.6547
COMMD5	3149.5176000000006	10765.3132
COMMD6	3396.1119999999996	3556.7584
COMMD7	2442.6678	28552.5801
COMMD8	4431.027700000001	2846.2916999999998
COMMD9	0.0	1883.5690000000002
COMP	0.0	5462.3384
COMT	3924.1195999999995	6428.0160000000005
COMTD1	3017.8869	9354.3378
COPA	10174.143199999999	6340.9204
COPB1	4984.656	7723.6651999999995
COPB2	7352.755	79.464
COPE	8918.744200000001	15841.290400000002
COPG	9910.8468	53234.7018
COPG2	4331.3107	0.0
COPS2	5432.2738	2513.7068999999997
COPS3	7631.6105	6140.612999999999
COPS4	6065.8	120.86210000000001
COPS5	16989.2	775.6828
COPS6	4932.5448	1092.3213
COPS7A	4451.232599999999	1468.8547
COPS7B	1467.864	68696.9532
COPS8	1795.3936	7072.8123
COPZ1	3203.8776000000003	6373.8022
COPZ2	0.0	12814.992500000002
COQ10A	3183.1226	9922.0441
COQ10B	5623.599999999999	2374.1801
COQ2	6297.994	37877.556200000006
COQ3	3233.1623999999997	1336.0194999999999
COQ4	13099.1689	2240.0593
COQ5	4227.5772	7067.3962
COQ6	1655.8098	0.0
COQ7	15181.7135	668.1524000000001
COQ9	7334.1562	5366.2255000000005
CORIN	0.0	73.89720000000001
CORO1A	7978.195499999999	52998.0301
CORO1B	0.0	18065.3502
CORO1C	5192.2	154868.3527
CORO2A	0.0	1296.2226
CORO6	0.0	25800.6003
CORO7	5110.559	21499.7885
CORT	0.0	5152.0317000000005
COTL1	0.0	2053.5683
COX10	3905.2223999999997	0.0
COX11	4698.4698	544.0238
COX15	6918.5996000000005	0.0
COX16	745.6704	0.0
COX17	10670.199999999999	33163.15410000001
COX18	16436.0	9152.061599999999
COX19	3355.9303999999997	7820.1353
COX4I1	2468.7279999999996	36.2966
COX4I2	0.0	229250.9361
COX4NB	2468.7279999999996	36.2966
COX5A	7218.8688	34348.0825
COX5B	4730.270399999999	851.8283
COX6A1	1971.032	7067.3962
COX6A2	0.0	1152.3356
COX6B1	2048.1974999999998	16601.0003
COX6B2	0.0	34710.8941
COX6C	2549.1996	1474.3116
COX7A1	0.0	13406.0619
COX7A2	7980.6144	1791.8015000000003
COX7A2L	11285.0	990.6095
COX7B	3468.3206	2590.8438
COX7B2	0.0	1492.4512
COX7C	5408.1786	4.5506
COX8A	5639.784	345.3024
COX8C	0.0	6661.7481
CP	0.0	4858.4397
CP110	3032.2968	939.5675
CPA1	0.0	39.102000000000004
CPA2	0.0	765.4686
CPA3	0.0	1963.3044
CPA4	0.0	765.4686
CPA5	0.0	39.102000000000004
CPA6	0.0	2275.2938
CPAMD8	0.0	5690.8222000000005
CPB1	0.0	1963.3044
CPB2	0.0	4792.6228
CPD	1753.0240000000001	2328.2781
CPE	0.0	528.2774000000001
CPEB1	0.0	5167.1806
CPEB2	14153.4	9891.239
CPEB3	6954.3624	9993.217100000002
CPEB4	12139.6	61940.45359999999
CPLX1	0.0	5.3414
CPLX2	0.0	1537.2237
CPLX3	0.0	120689.66100000002
CPLX4	0.0	495.39840000000004
CPN1	0.0	805.8936000000001
CPN2	0.0	37073.9075
CPNE1	7802.7444	8534.9301
CPNE2	0.0	7250.8219
CPNE3	756.8403000000001	389.8416000000001
CPNE5	0.0	13171.568200000003
CPNE6	0.0	1581.9092999999998
CPNE7	0.0	3564.2065000000002
CPNE8	6039.6	824.9937
CPNE9	0.0	2409.0150999999996
CPO	0.0	612.9195
CPOX	2568.0375	28635.6944
CPPED1	2621.8419999999996	0.0
CPS1	254.30469999999997	685.6587
CPSF1	5274.6	7157.456800000001
CPSF2	8122.847500000001	793.5584
CPSF3	8975.772799999999	1036.3996
CPSF3L	4264.422	1309.636
CPSF4	4272.5872	14530.629900000002
CPSF4L	0.0	7407.491000000001
CPSF6	5338.798199999999	1460.4846000000002
CPSF7	11436.5013	2954.5266
CPT1A	2001.2359999999999	13986.0329
CPT1B	0.0	15760.830300000001
CPT1C	0.0	9350.1528
CPT2	4342.8987	3863.6286000000005
CPVL	0.0	1018.5595000000001
CPXM1	0.0	670.6083
CPXM2	0.0	558.275
CPZ	0.0	1888.3229
CR1	0.0	261.924
CR2	1928.229	261.924
CRABP1	0.0	104.82079999999999
CRABP2	0.0	105280.62479999998
CRADD	17945.466	2072.5233000000003
CRAMP1L	0.0	2570.6756000000005
CRAT	6256.097400000001	16952.002
CRB1	0.0	1892.5131
CRB2	0.0	26822.336000000003
CRB3	1619.3519999999999	13222.663699999997
CRBN	3320.5464	8408.6486
CRCP	4666.514999999999	1849.5282000000002
CREB1	11291.800000000001	4213.2946
CREB3	6061.0948	9522.907500000001
CREB3L1	0.0	3779.1238000000003
CREB3L2	9566.3212	21484.864999999998
CREB3L3	0.0	10488.433399999998
CREB3L4	15799.4244	12592.1132
CREB5	0.0	1482.7158
CREBBP	2598.0	384.23159999999996
CREBL2	10292.6	13334.32
CREBZF	12468.8444	2346.8582
CREG1	2656.9201	37995.3388
CREG2	0.0	3631.173
CRELD1	4741.432000000001	2251.0616
CRELD2	5691.0736	6300.5981
CREM	12813.449100000002	6086.867799999999
CRH	0.0	12393.612
CRHBP	0.0	7989.0772
CRHR1	0.0	9350.748000000001
CRHR2	0.0	2032.2045999999998
CRIM1	974.4677999999999	1114.3613
CRIP1	2216.7813	188548.3288
CRIP2	0.0	187760.8331
CRIP3	0.0	6719.1828000000005
CRIPAK	0.0	515.1861
CRIPT	5000.8589999999995	45539.886900000005
CRISP1	0.0	561.8703999999999
CRISP3	0.0	561.8703999999999
CRK	3628.4	11377.393600000001
CRKL	6386.599999999999	5239.2902
CRLF1	0.0	8033.2183
CRLF2	643.1338	12371.7403
CRLF3	2420.7261	4626.3876
CRLS1	3069.2496	1514.7550999999999
CRMP1	0.0	3379.4476
CRNDE	8914.7148	6008.158600000001
CRNKL1	0.0	1618.0851
CROCC	0.0	100360.95619999999
CROCCP2	0.0	69846.0117
CROCCP3	0.0	6472.9
CROT	4898.2209	4482.855
CRP	0.0	0.0
CRSP8P	0.0	2568.6302
CRTAM	0.0	7557.9109
CRTAP	5371.1194000000005	3951.8936000000003
CRTC1	2159.0499	3381.0146999999997
CRTC2	6827.5404	13702.5872
CRTC3	1277.6399999999999	3837.8412
CRX	0.0	0.0
CRY1	4784.6162	449.31579999999997
CRY2	2485.1328000000003	13237.561699999998
CRYAA	0.0	42835.8077
CRYAB	0.0	4411.562
CRYBA1	0.0	9766.590300000002
CRYBA2	0.0	21508.4097
CRYBA4	0.0	87047.23520000001
CRYBB1	7778.6987	87047.23520000001
CRYBB2P1	2021.4005	1299.9353
CRYGA	0.0	41.413799999999995
CRYGD	0.0	0.0
CRYGN	0.0	9855.1474
CRYGS	0.0	2539.3094
CRYL1	2409.3539	5688.0435
CRYM	0.0	537.7320000000001
CRYZ	5034.1104000000005	2681.1925
CRYZL1	8310.6618	11408.9625
CS	6524.6	12916.7732
CSAD	9777.632000000001	142662.0299
CSAG1	0.0	0.0
CSDA	3516.1796	3006.5016
CSDAP1	0.0	7.74
CSDC2	0.0	3617.2478999999994
CSDE1	3221.283	9081.4602
CSE1L	7499.552499999999	1298.2142
CSF1	0.0	3254.889
CSF1R	0.0	3856.641
CSF2	0.0	37780.57629999999
CSF2RA	0.0	12371.7403
CSF2RB	8828.169	17964.4052
CSF3	0.0	23966.1987
CSF3R	0.0	8668.425500000001
CSGALNACT1	696.4700999999999	32655.6997
CSGALNACT2	7757.799999999999	3918.0881
CSH1	0.0	2061.7597
CSH2	0.0	2102.5933
CSHL1	0.0	2061.7597
CSK	9857.2	118115.90280000001
CSN1S1	0.0	3547.0944
CSN3	0.0	7635.6782
CSNK1A1	13375.8	14271.462399999999
CSNK1A1L	0.0	0.0
CSNK1A1P1	0.0	1677.9433
CSNK1D	7667.2125	43922.61609999999
CSNK1E	6636.9818	79820.86630000001
CSNK1G1	2559.4708	0.0
CSNK1G2	6590.0	43492.637599999995
CSNK1G3	3810.4208999999996	2102.2546
CSNK2A1	8524.5792	110.1252
CSNK2A1P	0.0	4110.6783
CSNK2A2	0.0	61.327799999999996
CSNK2B	10637.814999999999	26928.524999999998
CSPG4	0.0	4522.0508
CSPG5	0.0	300.5448
CSPP1	3270.7999999999997	775.6828
CSRNP1	2128.5899999999997	27029.0263
CSRNP2	2126.5929	4919.778399999999
CSRNP3	0.0	278.9802
CSRP1	5510.473999999999	2014.3886
CSRP2	0.0	3345.9834
CSRP2BP	0.0	2545.2501
CSRP3	0.0	669.6899999999999
CST1	0.0	951.8664
CST11	0.0	17303.308299999997
CST2	0.0	951.8664
CST3	1385.775	0.0
CST4	0.0	0.0
CST5	0.0	951.8664
CST6	0.0	18674.8648
CST7	0.0	5946.3374
CST8	0.0	1905.2270999999998
CST9	0.0	483.2856
CST9L	0.0	483.2856
CSTA	0.0	1097.405
CSTB	7353.3585	34039.1475
CSTF1	12815.9563	277.87199999999996
CSTF2	1243.6568	0.0
CSTF2T	10910.4268	4.1363
CSTF3	4489.1079	1672.9500000000003
CSTL1	0.0	17769.2119
CSTT	0.0	1905.2270999999998
CT45A1	0.0	365.6424
CT45A3	0.0	365.6424
CT45A4	0.0	365.6424
CT45A6	0.0	0.0
CT47A6	0.0	0.0
CT47A7	0.0	0.0
CT62	0.0	588.12
CTAG1A	0.0	949.5731999999999
CTAG1B	0.0	1049.6614
CTAG2	0.0	278.304
CTAGE10P	0.0	590.9043
CTAGE15P	0.0	1029.6779000000001
CTAGE5	9990.9036	508.01340000000005
CTAGE6P	0.0	5107.9138
CTAGE9	0.0	4005.4393999999998
CTBP1	10228.615199999998	23575.878099999998
CTBP2	0.0	953.1899999999999
CTBS	4856.592000000001	3642.6569
CTCF	13596.4	41454.0052
CTCFL	0.0	58860.35509999999
CTDNEP1	13801.3186	5710.163800000001
CTDP1	6973.2792	1967.9595
CTDSP1	2383.1724	10468.511199999999
CTDSP2	7968.9005	27534.8479
CTDSPL	0.0	2248.2771
CTDSPL2	16552.800000000003	2027.3268999999998
CTF1	0.0	25341.2579
CTGF	0.0	4555.104
CTH	4414.536	1225.0350999999998
CTHRC1	1017.5822	10214.778799999998
CTLA4	0.0	31528.0978
CTNNA1	6583.0	9235.539
CTNNA2	865.1999999999999	5891.6088
CTNNA3	0.0	11240.902000000002
CTNNAL1	3382.5072	535.7373
CTNNB1	3958.8192	0.0
CTNNBIP1	3583.5208000000002	3442.8453
CTNND1	0.0	2321.6026
CTNS	7885.101000000001	30000.6905
CTPS	5251.752	2038.415
CTPS2	0.0	21.466800000000003
CTR9	5756.5558	1514.2524
CTRB1	0.0	0.0
CTRB2	0.0	0.0
CTRC	0.0	606.8977
CTRL	0.0	5459.4954
CTSA	2962.1399	3229.2897999999996
CTSB	3282.4699	16148.7457
CTSC	5417.2	94.0162
CTSD	2793.5395	6687.4944000000005
CTSE	0.0	79515.5897
CTSF	0.0	1948.9282999999998
CTSG	0.0	9209.4127
CTSH	0.0	2812.7974
CTSK	0.0	1803.4331000000002
CTSL1P8	0.0	469.72380000000004
CTSL2	0.0	208.311
CTSLL2	0.0	2366.05
CTSO	14501.7815	11278.8071
CTSS	2316.951	0.0
CTSW	32.0068	17944.498
CTSZ	0.0	11308.0942
CTTNBP2	0.0	8373.8982
CTU1	1750.5009	0.0
CTU2	1754.8114	20866.78
CTXN1	0.0	3436.9474000000005
CTXN2	0.0	0.0
CUBN	0.0	15641.7532
CUEDC1	0.0	3158.7360000000003
CUEDC2	3878.581	16882.96
CUL1	18908.2	13677.6793
CUL2	7221.5465	6086.867799999999
CUL3	4257.6	2663.8660999999997
CUL4A	7316.400999999999	102.49029999999999
CUL4B	8418.2	4348.8213
CUL5	5678.0118	496.1114
CUL7	5259.22	70.5071
CUL9	2490.488	7418.205400000001
CUTA	5891.1167	17985.478199999998
CUTC	7096.1737	0.0
CUX1	2347.8	10475.3315
CUZD1	0.0	0.0
CWC15	2971.395	3197.6
CWC22	3992.175	396.6768
CWC25	12684.0	24445.5351
CWC27	7663.1122000000005	0.0
CWF19L1	2787.48	8317.4014
CWF19L2	1902.0164	0.0
CWH43	0.0	0.0
CX3CL1	0.0	3375.5208000000002
CX3CR1	0.0	29830.3055
CXADR	2716.0	2580.5561
CXADRP2	0.0	34115.1872
CXADRP3	0.0	1411.1366
CXCL1	0.0	6285.3569
CXCL10	0.0	9478.662199999999
CXCL11	0.0	9478.662199999999
CXCL12	0.0	4140.0575
CXCL13	0.0	3835.551
CXCL14	0.0	943.7296
CXCL16	1334.6754	8935.084700000001
CXCL17	0.0	15293.3828
CXCL2	0.0	0.0
CXCL6	0.0	6285.3569
CXCL9	0.0	9478.662199999999
CXCR1	0.0	10237.9099
CXCR2	0.0	5846.9535000000005
CXCR2P1	0.0	1598.5178
CXCR3	2686.2	14438.6384
CXCR4	6840.218999999999	10700.130000000001
CXCR5	0.0	71175.29260000002
CXCR6	0.0	3951.7322
CXXC1	8140.1892	13261.265900000002
CXXC1P1	0.0	3400.5101999999997
CXXC4	22556.6	34618.927899999995
CXXC5	2745.75	70990.14199999999
CXorf21	14579.2	6935.2113
CXorf23	0.0	2015.3171000000002
CXorf26	3025.7864	25220.4064
CXorf38	5247.200000000001	3703.0652
CXorf40A	2648.3801999999996	9828.5663
CXorf40B	3066.5934	2585.1284
CXorf41	1211.544	53.6322
CXorf49	0.0	16207.5195
CXorf49B	0.0	8120.2336000000005
CXorf56	538.0311	13569.753399999998
CXorf57	1835.8968	25.46
CXorf58	4883.344	1445.2911
CXorf65	0.0	10856.4801
CXorf66	0.0	3438.1778999999997
CYB561	1316.182	0.0
CYB561D1	1177.213	1312.2769
CYB561D2	6587.4597	14123.0572
CYB5A	1813.2576	0.0
CYB5B	2894.3712	3380.2836
CYB5D1	9538.7383	16925.6615
CYB5D2	12827.644799999998	26494.0809
CYB5R1	3763.2	4287.6541
CYB5R2	0.0	1469.9427999999998
CYB5R3	1888.3776	4137.7873
CYB5R4	2263.1812	3171.8181000000004
CYB5RL	6027.5783	83.71000000000001
CYBA	3106.3999999999996	17188.951699999998
CYBASC3	12499.1038	2954.5266
CYBB	0.0	15671.993699999999
CYBRD1	0.0	1253.968
CYC1	6326.6502	5103.2473
CYCS	4896.8	3367.5959
CYCSP52	0.0	15893.756399999998
CYFIP1	1418.7888	958.1458
CYFIP2	4290.556	18201.6949
CYGB	0.0	31161.504899999996
CYHR1	2433.5440000000003	14535.658300000003
CYLD	5771.1035999999995	11308.7759
CYMP	0.0	2.4069
CYP11A1	0.0	38758.638
CYP17A1	0.0	30992.399700000005
CYP19A1	0.0	5602.3994
CYP1A1	865.865	131133.7282
CYP1A2	0.0	116325.2498
CYP1B1	2138.1308	557.9110000000001
CYP20A1	5967.0197	2336.3168000000005
CYP21A2	0.0	28.982799999999997
CYP24A1	0.0	3436.1778000000004
CYP26A1	4146.576999999999	18771.5203
CYP26C1	0.0	18771.5203
CYP27A1	0.0	7151.3344
CYP27B1	0.0	14371.943300000003
CYP27C1	0.0	1803.5079999999998
CYP2A6	0.0	875.4826
CYP2A7	0.0	47.712
CYP2D6	0.0	1231.8953000000001
CYP2D7P1	0.0	223.79090000000002
CYP2E1	0.0	279.5903
CYP2R1	4384.602800000001	5639.499400000001
CYP2S1	0.0	2111.7481
CYP2U1	2469.8	3411.919
CYP2W1	0.0	7771.961300000001
CYP3A43	0.0	0.0
CYP3A5	0.0	6227.3876
CYP46A1	1053.2160000000001	3231.9638
CYP4B1	0.0	0.0
CYP4F11	0.0	2477.6471
CYP4F2	0.0	2477.6471
CYP4F22	0.0	8188.743199999999
CYP4F24P	0.0	2477.6471
CYP4V2	10668.6	11826.8969
CYP51A1	10720.5626	109.6334
CYP7A1	0.0	8673.5469
CYP8B1	0.0	32.562
CYS1	0.0	14098.28
CYSLTR1	4248.6496	3010.3048
CYSLTR2	0.0	734.4451
CYTH1	17691.600000000002	127315.3682
CYTH2	3936.0818000000004	28627.866500000004
CYTH3	0.0	2925.9745
CYTH4	2332.6445	123730.91389999999
CYTIP	18860.399999999998	98669.7659
CYTL1	0.0	4064.1796000000004
D2HGDH	1189.1523	255.3046
D4S234E	0.0	8140.2109
DAAM1	1850.7339	548.7624
DAB2	0.0	2466.0143
DAB2IP	0.0	1181.4376
DACH2	425.6127	0.0
DACT3	0.0	6451.2335
DAD1	3903.7999999999997	20548.9996
DAD1P1	0.0	1793.2105999999999
DAG1	7007.5942	9993.038900000003
DAGLB	3819.3551	9429.75
DAK	6364.361	2954.5266
DALRD3	16712.4536	6404.899399999999
DAND5	0.0	19898.9838
DAO	0.0	38171.916
DAP	2882.5221	93.5532
DAP3	19042.271399999998	2359.4839
DAPK1	5866.4	7278.389000000001
DAPK2	0.0	8266.526999999998
DAPK3	625.1574	15966.984399999998
DAPP1	7967.2	26851.2397
DARC	0.0	2645.5026000000003
DARS	7806.5427	8605.9368
DARS2	17849.635299999998	160.9938
DAXX	9919.6	27150.450699999998
DAZAP1	6853.4	6143.750599999999
DAZAP2	8681.6	26268.0283
DBF4	11175.0893	10453.113900000002
DBF4B	2957.052	4968.862
DBI	4162.4243	19751.112399999998
DBIL5P	3467.9808	0.0
DBIL5P2	0.0	22.888
DBN1	0.0	24975.974799999996
DBNDD1	0.0	5552.4475999999995
DBNDD2	0.0	6688.3581
DBNL	5424.9475	4308.8686
DBP	2575.1112	6805.718000000001
DBR1	2927.6208	1615.3909999999998
DBT	1487.1192	13.463999999999999
DBX1	0.0	4193.5569000000005
DCAF10	5523.8076	728.0788
DCAF11	7761.6388	3926.0601
DCAF12	6428.0592	3696.8522000000003
DCAF13	2714.5856999999996	10034.293800000001
DCAF15	2233.584	11853.024800000001
DCAF16	12415.804100000001	1461.5216
DCAF17	8399.204099999999	5132.9851
DCAF4	1867.9005	12003.2357
DCAF4L1	0.0	1.4706
DCAF5	1770.3059999999998	1329.7825
DCAF6	19730.1426	860.5998000000001
DCAF7	6982.599999999999	146.64440000000002
DCAF8	21813.64	3768.3863
DCAKD	32740.338499999998	6411.2497
DCBLD1	8863.8	28323.7561
DCBLD2	3475.5363	26.121199999999998
DCDC1	2453.5328000000004	0.0
DCDC2	0.0	4940.3008
DCDC2B	0.0	6032.455899999999
DCDC5	0.0	671.9872
DCHS1	0.0	7973.1131000000005
DCHS2	0.0	0.0
DCI	5564.6	1534.488
DCK	7640.799999999999	1119.5784
DCLK1	0.0	8806.317799999999
DCLK2	1065.9628	2337.2566
DCLRE1A	9624.871500000001	14.2029
DCLRE1B	3551.6820000000002	10032.3501
DCLRE1C	14880.4	14972.094499999997
DCP1A	4304.5467	10091.441900000002
DCP1B	4830.5327	3831.1448
DCP2	6148.2	48319.373400000004
DCPS	10509.0656	16583.1594
DCST1	0.0	129938.6316
DCST2	0.0	129938.6316
DCT	0.0	9126.119400000001
DCTD	10092.599999999999	1580.6045000000001
DCTN1	3273.3109	2647.6715999999997
DCTN2	3253.0004000000004	2527.883
DCTN3	1956.72	3791.6486999999997
DCTN4	8212.906299999999	14.191099999999999
DCTN5	4303.572	3538.2383
DCTN6	4285.2	492.0306
DCTPP1	2763.1535000000003	25279.1906
DCUN1D1	2027.0849999999998	3731.6606
DCUN1D2	6575.8888	2222.7224
DCUN1D3	10900.433500000001	4890.2615
DCUN1D4	3488.7999999999997	2284.7662
DCUN1D5	3950.8248000000003	93.7572
DCXR	3865.0332	9441.931400000001
DDA1	2098.4190000000003	10463.5106
DDAH1	1908.5706	0.0
DDAH2	3162.8747	52925.979600000006
DDB1	6364.361	2954.5266
