To,From,type
ACO2,PAICS,codep
ACO2,PFDN5,codep
ACO2,POLR3F,codep
ACO2,PPP2R1A,codep
ACO2,SDAD1,codep
ACO2,SLC25A3,codep
ACO2,SOD2,codep
ACO2,SUZ12,codep
ACO2,TFRC,codep
ACO2,TOP3A,codep
ACO2,ZBTB17,codep
ACTG1,BCL2L1,codep
ACTG1,CHMP4B,codep
ACTG1,HNRNPL,codep
ACTG1,NOP2,codep
ACTG1,POLR3C,codep
ACTG1,PPAN,codep
ACTG1,PPP1R12A,codep
ACTG1,RABGGTB,codep
ACTG1,SKP1,codep
ACTG1,TXNL4B,codep
ACTR10,ALG13,codep
ACTR10,CHCHD2,codep
ACTR10,COG4,codep
ACTR10,CWC22,codep
ACTR10,DDX55,codep
ACTR10,DR1,codep
ACTR10,EEF1B2,codep
ACTR10,EIF2B1,codep
ACTR10,EIF5A,codep
ACTR10,ELP3,codep
ACTR10,ERCC3,codep
ACTR10,GAPDH,codep
ACTR10,GTF2E2,codep
ACTR10,GTF2F2,codep
ACTR10,IMP4,codep
ACTR10,LSM5,codep
ACTR10,MCM5,codep
ACTR10,MED1,codep
ACTR10,MIS12,codep
ACTR10,NAE1,codep
ACTR10,NKAP,codep
ACTR10,NMD3,codep
ACTR10,NOP2,codep
ACTR10,NUP98,codep
ACTR10,PAF1,codep
ACTR10,PES1,codep
ACTR10,POLR1B,codep
ACTR10,PPP2R1A,codep
ACTR10,PRMT1,codep
ACTR10,RABGGTB,codep
ACTR10,RBMX2,codep
ACTR10,RBMXL1,codep
ACTR10,RCC1,codep
ACTR10,RFC4,codep
ACTR10,RFC5,codep
ACTR10,RPS21,codep
ACTR10,RRP12,codep
ACTR10,SKP1,codep
ACTR10,SOD1,codep
ACTR10,TFAM,codep
ACTR10,TXNL4B,codep
ACTR10,YY1,codep
ACTR2,ALG13,codep
ACTR2,CAD,codep
ACTR2,CDC42,codep
ACTR2,CIT,codep
ACTR2,CLTC,codep
ACTR2,COPG1,codep
ACTR2,DHX9,codep
ACTR2,ILF2,codep
ACTR2,KIF14,codep
ACTR2,NOL10,codep
ACTR2,PLRG1,codep
ACTR2,PPP1R12A,codep
ACTR2,TXNL4B,codep
ACTR2,WDR77,codep
ACTR8,HNRNPR,codep
ACTR8,ING3,codep
ACTR8,LSM5,codep
ACTR8,NCBP1,codep
ACTR8,PES1,codep
ACTR8,POLR3F,codep
ACTR8,RAD51D,codep
ACTR8,RAD9A,codep
ACTR8,RFC5,codep
ACTR8,SDAD1,codep
ACTR8,SEC13,codep
ACTR8,SEC61G,codep
ACTR8,SRP68,codep
ACTR8,USP7,codep
ACTR8,ZBTB17,codep
AGAP6,AK6,codep
AGAP6,ARMC7,codep
AGAP6,CCNH,codep
AGAP6,CENPA,codep
AGAP6,CIAO1,codep
AGAP6,COPS3,codep
AGAP6,COPS8,codep
AGAP6,DDX6,codep
AGAP6,DHX33,codep
AGAP6,GBF1,codep
AGAP6,HAUS7,codep
AGAP6,HMGB1,codep
AGAP6,HNRNPH1,codep
AGAP6,ILF2,codep
AGAP6,MED21,codep
AGAP6,MIS12,codep
AGAP6,NOB1,codep
AGAP6,NUP62,codep
AGAP6,PLK4,codep
AGAP6,PLRG1,codep
AGAP6,POLR3F,codep
AGAP6,PSMD13,codep
AGAP6,RAD9A,codep
AGAP6,RANBP2,codep
AGAP6,RBMX2,codep
AGAP6,RNMT,codep
AGAP6,RPN2,codep
AGAP6,SNAPC3,codep
AGAP6,SNAPC5,codep
AGAP6,SRFBP1,codep
AGAP6,SRP19,codep
AGAP6,SRP68,codep
AGAP6,STRAP,codep
AGAP6,TAF1,codep
AGAP6,USP37,codep
AGAP6,VHL,codep
AGAP6,WDR77,codep
AGAP6,WTAP,codep
AK2,AK6,codep
AK2,AP2M1,codep
AK2,BCL2,codep
AK2,CAD,codep
AK2,CARM1,codep
AK2,CBFB,codep
AK2,CCND1,codep
AK2,CCND2,codep
AK2,CDK6,codep
AK2,CFL1,codep
AK2,COPS8,codep
AK2,DNM2,codep
AK2,EBF1,codep
AK2,EP300,codep
AK2,GART,codep
AK2,GBF1,codep
AK2,GRB2,codep
AK2,HSPA8,codep
AK2,IMPDH2,codep
AK2,IRF4,codep
AK2,ITSN2,codep
AK2,KIF18A,codep
AK2,LSM8,codep
AK2,NRAS,codep
AK2,PAICS,codep
AK2,POT1,codep
AK2,POU2AF1,codep
AK2,PPCDC,codep
AK2,PPIL1,codep
AK2,PPP2R3C,codep
AK2,PRPF40A,codep
AK2,PTMA,codep
AK2,RHOA,codep
AK2,SDHA,codep
AK2,SUPT4H1,codep
AK2,TFRC,codep
AK2,THAP1,codep
AK2,THAP11,codep
AK2,UBE2L3,codep
AK6,AP2M1,codep
AK6,ARMC7,codep
AK6,ATP6V0D1,codep
AK6,BDP1,codep
AK6,CHCHD2,codep
AK6,CHD4,codep
AK6,CIAO1,codep
AK6,CTR9,codep
AK6,DDX21,codep
AK6,DHX33,codep
AK6,DHX38,codep
AK6,EXOSC8,codep
AK6,GBF1,codep
AK6,GOSR2,codep
AK6,GTF2E2,codep
AK6,GTF3A,codep
AK6,ILF2,codep
AK6,ISY1,codep
AK6,LONP1,codep
AK6,LSG1,codep
AK6,MCRS1,codep
AK6,MDM2,codep
AK6,MED21,codep
AK6,MIS12,codep
AK6,MRTO4,codep
AK6,NCBP1,codep
AK6,NFYB,codep
AK6,NOB1,codep
AK6,NOL10,codep
AK6,NUP62,codep
AK6,PGK1,codep
AK6,PLRG1,codep
AK6,POLR3F,codep
AK6,PPP1R10,codep
AK6,PPP2R1A,codep
AK6,PRMT5,codep
AK6,PRPF40A,codep
AK6,PSMD13,codep
AK6,RAD51D,codep
AK6,RAD9A,codep
AK6,RANBP2,codep
AK6,RBMX2,codep
AK6,RPL28,codep
AK6,RPL36A,codep
AK6,RPS25,codep
AK6,RPTOR,codep
AK6,SEC13,codep
AK6,SKP1,codep
AK6,SNAPC5,codep
AK6,SRBD1,codep
AK6,SRFBP1,codep
AK6,SRRM1,codep
AK6,STRAP,codep
AK6,TAF1,codep
AK6,TFIP11,codep
AK6,TFRC,codep
AK6,THAP1,codep
AK6,TOP3A,codep
AK6,TSG101,codep
AK6,USP36,codep
AK6,USP7,codep
AK6,VHL,codep
AK6,WDR77,codep
AK6,XRCC3,codep
ALDOA,CDC42,codep
ALDOA,CHCHD2,codep
ALDOA,CIAO1,codep
ALDOA,DDX55,codep
ALDOA,ENO1,codep
ALDOA,GAPDH,codep
ALDOA,GPI,codep
ALDOA,HMGA1,codep
ALDOA,HNRNPR,codep
ALDOA,IMP4,codep
ALDOA,IRF4,codep
ALDOA,LSM5,codep
ALDOA,LSM8,codep
ALDOA,MIS12,codep
ALDOA,NFKB1,codep
ALDOA,NMD3,codep
ALDOA,PES1,codep
ALDOA,PGK1,codep
ALDOA,PKM,codep
ALDOA,POU2AF1,codep
ALDOA,PPAN,codep
ALDOA,PPP2R1A,codep
ALDOA,PPP4R2,codep
ALDOA,RABGGTB,codep
ALDOA,RCC1,codep
ALDOA,RPTOR,codep
ALDOA,RTCB,codep
ALDOA,SEC61G,codep
ALDOA,SOD1,codep
ALDOA,SUZ12,codep
ALDOA,TOP3A,codep
ALDOA,VPS51,codep
ALDOA,WDR73,codep
ALDOA,YY1,codep
ALG13,ARMC7,codep
ALG13,BCL2L1,codep
ALG13,CDK2,codep
ALG13,CIAO1,codep
ALG13,DDX51,codep
ALG13,DDX55,codep
ALG13,DHX33,codep
ALG13,DHX38,codep
ALG13,EEF1B2,codep
ALG13,EEF1G,codep
ALG13,ELP3,codep
ALG13,EXOSC8,codep
ALG13,GBF1,codep
ALG13,GMPPB,codep
ALG13,GTF2A1,codep
ALG13,GTF2F2,codep
ALG13,HDAC3,codep
ALG13,HYOU1,codep
ALG13,IFITM3,codep
ALG13,ILF2,codep
ALG13,LONP1,codep
ALG13,MED21,codep
ALG13,MYC,codep
ALG13,NFYB,codep
ALG13,NFYC,codep
ALG13,NMD3,codep
ALG13,NOB1,codep
ALG13,NOL10,codep
ALG13,NOP16,codep
ALG13,NPAT,codep
ALG13,NUP62,codep
ALG13,NUP98,codep
ALG13,PAF1,codep
ALG13,PELP1,codep
ALG13,PGK1,codep
ALG13,PKM,codep
ALG13,PLK4,codep
ALG13,PLRG1,codep
ALG13,POLR3E,codep
ALG13,PPP1R10,codep
ALG13,PRMT1,codep
ALG13,PRMT5,codep
ALG13,RABGGTB,codep
ALG13,RAD9A,codep
ALG13,RANBP2,codep
ALG13,RBBP4,codep
ALG13,RBMXL1,codep
ALG13,RFC5,codep
ALG13,RNMT,codep
ALG13,RPL26L1,codep
ALG13,RTCB,codep
ALG13,RTF1,codep
ALG13,SF3B2,codep
ALG13,SKP2,codep
ALG13,SNAPC3,codep
ALG13,SNAPC5,codep
ALG13,SOD1,codep
ALG13,SON,codep
ALG13,SYF2,codep
ALG13,TAF1,codep
ALG13,THG1L,codep
ALG13,TPI1,codep
ALG13,TSEN54,codep
ALG13,TSG101,codep
ALG13,TSPYL5,codep
ALG13,TUBB8,codep
ALG13,WDR77,codep
ALG13,ZCRB1,codep
ALYREF,DHX33,codep
ALYREF,MIS12,codep
ALYREF,RPL36A,codep
ALYREF,RPS21,codep
ALYREF,SMARCB1,codep
ALYREF,THAP1,codep
AP2M1,ATP6V0D1,codep
AP2M1,CAD,codep
AP2M1,CCNA2,codep
AP2M1,CENPE,codep
AP2M1,CHCHD2,codep
AP2M1,CLTC,codep
AP2M1,DDX23,codep
AP2M1,DNM2,codep
AP2M1,EIF2B1,codep
AP2M1,EIF5A,codep
AP2M1,EP300,codep
AP2M1,EWSR1,codep
AP2M1,FBXW11,codep
AP2M1,GART,codep
AP2M1,HAUS7,codep
AP2M1,IMPDH2,codep
AP2M1,MED12,codep
AP2M1,PAICS,codep
AP2M1,RTCB,codep
AP2M1,SEC13,codep
AP2M1,TFRC,codep
AP2M1,TXNL4B,codep
AP2M1,USP7,codep
ARF4,CDK4,codep
ARF4,CFL1,codep
ARF4,COPG1,codep
ARF4,MDM2,codep
ARF4,SF3B2,codep
ARIH1,CHMP4B,codep
ARIH1,CIAO1,codep
ARIH1,MDM2,codep
ARIH1,MYC,codep
ARIH1,PPP1R12A,codep
ARIH1,SEC13,codep
ARIH1,TAF8,codep
ARIH1,TRA2B,codep
ARIH1,UBE2L3,codep
ARIH1,YBX1,codep
ARMC7,ATL2,codep
ARMC7,CCNH,codep
ARMC7,CIAO1,codep
ARMC7,COPS3,codep
ARMC7,DDX59,codep
ARMC7,DHX33,codep
ARMC7,DHX38,codep
ARMC7,DNAJC9,codep
ARMC7,EEF1G,codep
ARMC7,GBF1,codep
ARMC7,GRB2,codep
ARMC7,HAUS7,codep
ARMC7,HMGB1,codep
ARMC7,HNRNPH1,codep
ARMC7,HNRNPM,codep
ARMC7,ILF2,codep
ARMC7,ISY1,codep
ARMC7,KAT5,codep
ARMC7,KIF20A,codep
ARMC7,LONP1,codep
ARMC7,MIS12,codep
ARMC7,NOB1,codep
ARMC7,NOL10,codep
ARMC7,NUP62,codep
ARMC7,PAF1,codep
ARMC7,PCBP1,codep
ARMC7,PELP1,codep
ARMC7,PGK1,codep
ARMC7,PLK4,codep
ARMC7,PLRG1,codep
ARMC7,POLR3E,codep
ARMC7,PPP1R10,codep
ARMC7,PRMT5,codep
ARMC7,PSMD13,codep
ARMC7,RAD51C,codep
ARMC7,RAD51D,codep
ARMC7,RAD9A,codep
ARMC7,RBMX2,codep
ARMC7,RNMT,codep
ARMC7,SEC61G,codep
ARMC7,SKP2,codep
ARMC7,SNAPC3,codep
ARMC7,SNAPC5,codep
ARMC7,SOD1,codep
ARMC7,SOD2,codep
ARMC7,SRFBP1,codep
ARMC7,SRP68,codep
ARMC7,TAF1,codep
ARMC7,TAF8,codep
ARMC7,TFIP11,codep
ARMC7,THAP1,codep
ARMC7,THG1L,codep
ARMC7,TINF2,codep
ARMC7,TPI1,codep
ARMC7,TUBB8,codep
ARMC7,UPF1,codep
ARMC7,WDR77,codep
ARMC7,WTAP,codep
ARMC7,XRCC3,codep
ARMC7,ZNF131,codep
ATF4,DHX33,codep
ATF4,EXOSC8,codep
ATF4,LONP1,codep
ATF4,NFYB,codep
ATF4,NOP16,codep
ATL2,COPG1,codep
ATL2,DNAJC9,codep
ATL2,GTF2E2,codep
ATL2,IRF4,codep
ATL2,ISY1,codep
ATL2,MAU2,codep
ATL2,MDM2,codep
ATL2,MIS12,codep
ATL2,PPIH,codep
ATL2,PSMD13,codep
ATL2,RBMX2,codep
ATL2,SDAD1,codep
ATL2,SEC61G,codep
ATL2,SKP1,codep
ATL2,SOD2,codep
ATL2,SYF2,codep
ATL2,THAP11,codep
ATL2,VHL,codep
ATP6V0D1,BNIP1,codep
ATP6V0D1,CHCHD2,codep
ATP6V0D1,CTR9,codep
ATP6V0D1,CUL1,codep
ATP6V0D1,CWC22,codep
ATP6V0D1,DDX27,codep
ATP6V0D1,DHX33,codep
ATP6V0D1,DHX38,codep
ATP6V0D1,DNM2,codep
ATP6V0D1,EEF1B2,codep
ATP6V0D1,EEF1G,codep
ATP6V0D1,EIF2B1,codep
ATP6V0D1,EWSR1,codep
ATP6V0D1,EXOSC8,codep
ATP6V0D1,FBXW11,codep
ATP6V0D1,GART,codep
ATP6V0D1,GOSR2,codep
ATP6V0D1,GTF2E2,codep
ATP6V0D1,GTF3A,codep
ATP6V0D1,HAUS7,codep
ATP6V0D1,HMGA1,codep
ATP6V0D1,HNRNPL,codep
ATP6V0D1,ISY1,codep
ATP6V0D1,KAT5,codep
ATP6V0D1,LONP1,codep
ATP6V0D1,MAX,codep
ATP6V0D1,MCRS1,codep
ATP6V0D1,MED14,codep
ATP6V0D1,MED21,codep
ATP6V0D1,MIS12,codep
ATP6V0D1,NCBP1,codep
ATP6V0D1,NOL10,codep
ATP6V0D1,PAICS,codep
ATP6V0D1,PCID2,codep
ATP6V0D1,PES1,codep
ATP6V0D1,PLRG1,codep
ATP6V0D1,POLR1B,codep
ATP6V0D1,POLR3F,codep
ATP6V0D1,PPP4R2,codep
ATP6V0D1,PSMD13,codep
ATP6V0D1,RAB6A,codep
ATP6V0D1,RAD9A,codep
ATP6V0D1,RANBP2,codep
ATP6V0D1,RCC1,codep
ATP6V0D1,RFC4,codep
ATP6V0D1,RPS25,codep
ATP6V0D1,RPTOR,codep
ATP6V0D1,SDAD1,codep
ATP6V0D1,SEC13,codep
ATP6V0D1,SIN3A,codep
ATP6V0D1,SKP1,codep
ATP6V0D1,SRP68,codep
ATP6V0D1,TAF1,codep
ATP6V0D1,TAF8,codep
ATP6V0D1,TFIP11,codep
ATP6V0D1,TFRC,codep
ATP6V0D1,THAP1,codep
ATP6V0D1,TSG101,codep
ATP6V0D1,TXNL4B,codep
ATP6V0D1,USP7,codep
ATP6V0D1,WDR77,codep
ATP6V0D1,XRCC3,codep
ATP6V0D1,XRN1,codep
ATR,BNIP1,codep
ATR,CHCHD2,codep
ATR,COPS2,codep
ATR,CWC22,codep
ATR,DDX27,codep
ATR,DDX59,codep
ATR,EEF1B2,codep
ATR,ERCC3,codep
ATR,EWSR1,codep
ATR,GTF2E1,codep
ATR,GTF2E2,codep
ATR,HMGA1,codep
ATR,HNRNPR,codep
ATR,IFITM3,codep
ATR,ISY1,codep
ATR,LSM5,codep
ATR,LSM8,codep
ATR,MAX,codep
ATR,MCM3,codep
ATR,MCRS1,codep
ATR,MED14,codep
ATR,MIS12,codep
ATR,MLST8,codep
ATR,MRPL49,codep
ATR,MTOR,codep
ATR,NCBP1,codep
ATR,NMD3,codep
ATR,PCID2,codep
ATR,PES1,codep
ATR,POLR1B,codep
ATR,POLR3F,codep
ATR,POU2AF1,codep
ATR,PPIA,codep
ATR,PPIL2,codep
ATR,PPP2R1A,codep
ATR,PSMD13,codep
ATR,RABGGTB,codep
ATR,RAD17,codep
ATR,RAD51C,codep
ATR,RBMX2,codep
ATR,RCC1,codep
ATR,RFC4,codep
ATR,RPL26L1,codep
ATR,RPL36A,codep
ATR,RPN2,codep
ATR,SDAD1,codep
ATR,SEC13,codep
ATR,SEC61G,codep
ATR,SKP1,codep
ATR,SUMO2,codep
ATR,TAF1,codep
ATR,TFIP11,codep
ATR,TINF2,codep
ATR,TOP1,codep
ATR,TSG101,codep
ATR,TXN,codep
ATR,TXNL4B,codep
ATR,VPS51,codep
ATR,WDR73,codep
ATR,WTAP,codep
ATR,XRCC5,codep
ATR,YBX1,codep
AURKA,CENPA,codep
AURKA,DHX33,codep
AURKA,DHX38,codep
AURKA,GOSR2,codep
AURKA,GTF2E2,codep
AURKA,ISY1,codep
AURKA,NUP62,codep
AURKA,PGK1,codep
AURKA,POLR3F,codep
AURKA,SEC61B,codep
AURKA,SKP1,codep
AURKA,SOD2,codep
AURKA,SRFBP1,codep
AURKA,TAF8,codep
AURKA,TFIP11,codep
AURKA,THG1L,codep
AURKA,TPI1,codep
BATF3,EP300,codep
BATF3,IRF4,codep
BCAS2,BDP1,codep
BCAS2,CHMP4B,codep
BCAS2,GLRX5,codep
BCAS2,GTF2A1,codep
BCAS2,KANSL3,codep
BCAS2,MDM2,codep
BCAS2,NPAT,codep
BCAS2,NUP98,codep
BCAS2,PELP1,codep
BCAS2,POLR3E,codep
BCAS2,PPP1R10,codep
BCAS2,PPP1R8,codep
BCAS2,RBBP6,codep
BCAS2,RBMX,codep
BCAS2,RTF1,codep
BCAS2,SART1,codep
BCAS2,SF3B2,codep
BCAS2,THOC1,codep
BCAS2,TINF2,codep
BCAS2,TPI1,codep
BCAS2,TSG101,codep
BCAS2,TUBB,codep
BCAS2,XRCC3,codep
BCL2,TFRC,codep
BCL2L1,CDK2,codep
BCL2L1,CENPE,codep
BCL2L1,DCTN3,codep
BCL2L1,DDX20,codep
BCL2L1,DHX33,codep
BCL2L1,DNAJA3,codep
BCL2L1,EIF5A,codep
BCL2L1,GTF2H3,codep
BCL2L1,HNRNPR,codep
BCL2L1,LSM5,codep
BCL2L1,PELP1,codep
BCL2L1,PES1,codep
BCL2L1,PGK1,codep
BCL2L1,PPAN,codep
BCL2L1,PPP1R10,codep
BCL2L1,RBBP4,codep
BCL2L1,RCC1,codep
BCL2L1,RFC5,codep
BCL2L1,SON,codep
BCL2L1,TSG101,codep
BCL2L1,TTC4,codep
BCL2L1,TUBB8,codep
BCL2L1,TXNL4B,codep
BCL2L1,WDR77,codep
BCL2L1,ZCRB1,codep
BCLAF1,DDX27,codep
BCLAF1,IMP4,codep
BCLAF1,KIF18A,codep
BCLAF1,PPP2R3C,codep
BCLAF1,SEC13,codep
BCLAF1,SEC61G,codep
BCLAF1,TRA2B,codep
BDP1,DDX24,codep
BDP1,DDX55,codep
BDP1,GOSR2,codep
BDP1,GTF2A1,codep
BDP1,GTF3A,codep
BDP1,MCM3,codep
BDP1,NFYC,codep
BDP1,NKAP,codep
BDP1,NMD3,codep
BDP1,NPAT,codep
BDP1,NUP54,codep
BDP1,PAF1,codep
BDP1,PELP1,codep
BDP1,RANBP2,codep
BDP1,RCC1,codep
BDP1,RNF113A,codep
BDP1,RNF20,codep
BDP1,RRP12,codep
BDP1,RSL1D1,codep
BDP1,RTF1,codep
BDP1,SART1,codep
BDP1,SOD1,codep
BDP1,TAF1,codep
BNIP1,COPS3,codep
BNIP1,CWC22,codep
BNIP1,DDX27,codep
BNIP1,EIF2B1,codep
BNIP1,EIF3F,codep
BNIP1,GAPDH,codep
BNIP1,GOSR2,codep
BNIP1,HMGA1,codep
BNIP1,ILF2,codep
BNIP1,MCRS1,codep
BNIP1,MIS12,codep
BNIP1,NKAP,codep
BNIP1,PES1,codep
BNIP1,PLRG1,codep
BNIP1,POLR3F,codep
BNIP1,PSMD13,codep
BNIP1,RBMX2,codep
BNIP1,RPL10,codep
BNIP1,RPTOR,codep
BNIP1,RTCB,codep
BNIP1,SDAD1,codep
BNIP1,SEC13,codep
BNIP1,SKP1,codep
BNIP1,SOD2,codep
BNIP1,SRP68,codep
BNIP1,SRSF10,codep
BNIP1,SYVN1,codep
BNIP1,TMED10,codep
BNIP1,TXNL4B,codep
BNIP1,WTAP,codep
BPTF,COPS2,codep
BPTF,HIRA,codep
BPTF,PES1,codep
BPTF,POLR1B,codep
BPTF,RBMX2,codep
BPTF,UXT,codep
BRD2,PRPF18,codep
BRD4,CDK6,codep
BRD4,DNM2,codep
BRD4,EP300,codep
BRD4,PAICS,codep
BRD4,TAF10,codep
BRD4,TFRC,codep
BUB1,GTF2A1,codep
BUB1,MCM5,codep
BUB1,NUP54,codep
BUB1,PAF1,codep
BUB1,PGK1,codep
BUB1,PRMT1,codep
BUB1,PRMT5,codep
BUB1,PRPF40A,codep
BUB1,RBM14,codep
BUB1,TAF12,codep
BUB1,TUBB8,codep
BUB1,WDR77,codep
BUD13,CCNA2,codep
BUD13,CDK4,codep
BUD13,CEBPZ,codep
BUD13,CENPA,codep
BUD13,CWC22,codep
BUD13,DAP3,codep
BUD13,DDX27,codep
BUD13,DDX55,codep
BUD13,EIF2B1,codep
BUD13,GAPDH,codep
BUD13,GTF2E2,codep
BUD13,GTF2H3,codep
BUD13,GTF2H4,codep
BUD13,HAUS7,codep
BUD13,HNRNPL,codep
BUD13,IFITM3,codep
BUD13,ING3,codep
BUD13,KANSL3,codep
BUD13,LSM5,codep
BUD13,LSM8,codep
BUD13,MIS12,codep
BUD13,NCBP1,codep
BUD13,NKAP,codep
BUD13,NOP2,codep
BUD13,NPAT,codep
BUD13,PAF1,codep
BUD13,PCID2,codep
BUD13,PDS5A,codep
BUD13,PELP1,codep
BUD13,PES1,codep
BUD13,PKM,codep
BUD13,POLR1B,codep
BUD13,POLR3F,codep
BUD13,PPP4R2,codep
BUD13,PRMT1,codep
BUD13,RABGGTB,codep
BUD13,RAD9A,codep
BUD13,RCC1,codep
BUD13,RFC4,codep
BUD13,RFC5,codep
BUD13,RNF113A,codep
BUD13,RPN2,codep
BUD13,RPTOR,codep
BUD13,RRP12,codep
BUD13,RSL1D1,codep
BUD13,RTCB,codep
BUD13,RTF1,codep
BUD13,SART1,codep
BUD13,SDAD1,codep
BUD13,SEC13,codep
BUD13,SKP1,codep
BUD13,SMC3,codep
BUD13,SMG1,codep
BUD13,SRFBP1,codep
BUD13,STRAP,codep
BUD13,THOC1,codep
BUD13,TOP1,codep
BUD13,TOP3A,codep
BUD13,TXNL4B,codep
BUD13,USP7,codep
BUD13,YY1,codep
CAB39,DHX38,codep
CAB39,GART,codep
CAB39,HSPA8,codep
CAB39,TAF1,codep
CAB39,THAP1,codep
CAD,CBFB,codep
CAD,CDC42,codep
CAD,CDK6,codep
CAD,CFL1,codep
CAD,DNM2,codep
CAD,EBF1,codep
CAD,EIF3G,codep
CAD,EIF5A,codep
CAD,EP300,codep
CAD,GART,codep
CAD,IRF4,codep
CAD,IRS1,codep
CAD,MED12,codep
CAD,MEF2C,codep
CAD,PAICS,codep
CAD,PFDN5,codep
CAD,POLR3E,codep
CAD,PPCDC,codep
CAD,PPP2R3C,codep
CAD,SMARCE1,codep
CAD,TAF5L,codep
CAD,TCF3,codep
CAD,TFRC,codep
CAD,THAP11,codep
CARM1,EBF1,codep
CARM1,EP300,codep
CARM1,EXOC6,codep
CARM1,IRF4,codep
CARM1,ITSN2,codep
CARM1,PPP1R12A,codep
CARM1,RHOA,codep
CARM1,SOD2,codep
CARM1,SYVN1,codep
CARM1,TAF5L,codep
CBFB,CCND1,codep
CBFB,CCND2,codep
CBFB,CDK6,codep
CBFB,CFL1,codep
CBFB,DDX3X,codep
CBFB,DDX6,codep
CBFB,DNAJC9,codep
CBFB,DNM2,codep
CBFB,EBF1,codep
CBFB,EP300,codep
CBFB,GART,codep
CBFB,HNRNPC,codep
CBFB,IRF4,codep
CBFB,LSM5,codep
CBFB,MED1,codep
CBFB,MED16,codep
CBFB,MED23,codep
CBFB,MEF2C,codep
CBFB,MEN1,codep
CBFB,NRAS,codep
CBFB,PAICS,codep
CBFB,PAXIP1,codep
CBFB,PPCDC,codep
CBFB,PPIL1,codep
CBFB,RHOA,codep
CBFB,SEC61G,codep
CBFB,SETDB1,codep
CBFB,SMAD7,codep
CBFB,STAG2,codep
CBFB,TAF5L,codep
CBFB,TCF3,codep
CBFB,TFRC,codep
CBFB,THAP11,codep
CBFB,UBE2L3,codep
CBFB,XRCC3,codep
CBFB,ZNF217,codep
CBX1,CHCHD2,codep
CBX1,DCTN3,codep
CBX1,DPF2,codep
CBX1,EEF1B2,codep
CBX1,EIF2B1,codep
CBX1,EP400,codep
CBX1,FCGR1A,codep
CBX1,GTF2F2,codep
CBX1,HMGA1,codep
CBX1,IFITM3,codep
CBX1,LONP1,codep
CBX1,NMD3,codep
CBX1,POGZ,codep
CBX1,POLR1B,codep
CBX1,PRMT1,codep
CBX1,PTMA,codep
CBX1,RFC5,codep
CBX1,SNAPC5,codep
CBX1,TSPYL5,codep
CBX1,TUBB8,codep
CCNA2,CCNB1,codep
CCNA2,CENPE,codep
CCNA2,COPG1,codep
CCNA2,CUL1,codep
CCNA2,DAP3,codep
CCNA2,DDX23,codep
CCNA2,EIF3G,codep
CCNA2,EIF5A,codep
CCNA2,EWSR1,codep
CCNA2,GART,codep
CCNA2,GTF2F2,codep
CCNA2,GTF2H3,codep
CCNA2,KANSL3,codep
CCNA2,MIS12,codep
CCNA2,NAE1,codep
CCNA2,NKAP,codep
CCNA2,PAICS,codep
CCNA2,RNF113A,codep
CCNA2,RTF1,codep
CCNA2,SMG1,codep
CCNA2,TFRC,codep
CCNA2,THOC1,codep
CCNA2,TPI1,codep
CCNA2,TXN,codep
CCNB1,CENPE,codep
CCNB1,CIAO1,codep
CCNB1,CUL1,codep
CCNB1,DHX38,codep
CCNB1,EIF5A,codep
CCNB1,FCGR1A,codep
CCNB1,GART,codep
CCNB1,GBF1,codep
CCNB1,GTF2H4,codep
CCNB1,GTF3A,codep
CCNB1,NUP62,codep
CCNB1,PAF1,codep
CCNB1,PELP1,codep
CCNB1,PES1,codep
CCNB1,PLK4,codep
CCNB1,RABGGTB,codep
CCNB1,RTF1,codep
CCNB1,SON,codep
CCNB1,SUDS3,codep
CCNB1,TFRC,codep
CCNB1,THG1L,codep
CCNB1,THOC1,codep
CCNB1,TXNL4B,codep
CCNB1,UBR5,codep
CCNB1,USP9X,codep
CCNC,CFL1,codep
CCNC,CTBP1,codep
CCNC,EBF1,codep
CCNC,MED23,codep
CCND1,CCND2,codep
CCND1,CDK4,codep
CCND1,CFL1,codep
CCND1,DNAJA3,codep
CCND1,EBF1,codep
CCND1,GRB2,codep
CCND1,HUWE1,codep
CCND1,IRF4,codep
CCND1,MDM2,codep
CCND1,MEF2C,codep
CCND1,SKP2,codep
CCND1,THAP1,codep
CCND1,UBE2N,codep
CCND1,USP7,codep
CCND1,ZCRB1,codep
CCND2,CDC42,codep
CCND2,CDK6,codep
CCND2,CFL1,codep
CCND2,DDX39A,codep
CCND2,IRF4,codep
CCND2,MAF,codep
CCND2,MED1,codep
CCND2,MEF2C,codep
CCND2,NFKB1,codep
CCND2,POU2AF1,codep
CCND2,PPP2R1A,codep
CCND2,RAD51D,codep
CCND2,SDAD1,codep
CCND2,SUMO2,codep
CCND2,TADA2B,codep
CCNH,CDK4,codep
CCNH,CHD4,codep
CCNH,COPS3,codep
CCNH,DDX6,codep
CCNH,DHX33,codep
CCNH,EP400,codep
CCNH,EXOSC8,codep
CCNH,GTF2F2,codep
CCNH,GTF2H1,codep
CCNH,HIRA,codep
CCNH,LSG1,codep
CCNH,MIS12,codep
CCNH,NCAPG,codep
CCNH,NKAP,codep
CCNH,PLRG1,codep
CCNH,RBMX2,codep
CCNH,RIOK1,codep
CCNH,RNMT,codep
CCNH,RPTOR,codep
CCNH,SRFBP1,codep
CCNH,SRP19,codep
