CTRL KMS12BM	CTRL MM1R	LOG2_FOLD_CHANGE	P_VALUE
ADSS	92.8707486533333	87.6078731066667	-0.0841637377244734	0.0373888449078905
ADTRP	0.374009251333333	20.6505508866667	5.78696250170043	0.00112788906532037
AEBP1	2.228399879	1.25258141733333	-0.831103761652652	0.0196790064174546
AEBP2	23.10538876	10.8620659266667	-1.0889308390381	0.000171614267940754
AEN	32.6350209266667	90.7967185733333	1.47621919452458	0.00128497325360874
AES	547.4969433	51.39530557	-3.41314241483749	0.000418011564611932
AFAP1-AS1	0.059542656	27.19213032	8.83504988903546	0.00131475496501211
AFF1	19.39145768	39.0436515466667	1.00966673016151	9.75441787254525e-05
AFF4	8.963019985	26.5219199666667	1.56512839979951	0.000624896159215723
AFG3L1P	9.781221491	10.6414336176667	0.12160597723771	0.216364491009053
AFG3L2	155.021057166667	112.291050366667	-0.465221247131942	0.000782333667528924
AFMID	37.0160286466667	18.9961425833333	-0.962443630428077	9.68055574865862e-05
AFTPH	34.8632089133333	52.1358734566667	0.58057103287232	0.0027173545386952
AGA	8.92998774	23.9803801633333	1.42512443033902	1.71723447700769e-05
AGAP1	2.63487610733333	18.8974582133333	2.84238516640118	0.000231487464402037
AGAP2	31.1112095266667	18.4960934	-0.750213896199346	0.00226156444876644
AGAP3	137.691025766667	53.9563117833333	-1.35157089210703	0.00222019108364817
AGAP4	1.77727542166667	3.85350491833333	1.11650396136598	0.00205493309964518
AGAP5	4.24708767466667	8.63407177833333	1.02356719528561	0.00796715784399306
AGAP6	7.34835064466667	27.8238518433333	1.92082978074867	0.000116811371733334
AGAP7	0.940846459	1.21173640733333	0.365044691817508	0.244326719514125
AGBL3	2.09193819966667	2.928042783	0.485096401752677	0.0781545773989772
AGBL5	25.6065363866667	37.8325596033333	0.563116263729955	3.65135114145583e-05
AGER	2.24437665733333	0.832774295333333	-1.43031736946153	0.000890667635341962
AGFG1	12.4734856666667	27.89189086	1.16098106455161	0.000722922104602365
AGFG2	7.25192821366667	4.03903917433333	-0.84435250531664	0.00522490745431512
AGGF1	23.7164751033333	28.1944757233333	0.249522913162908	0.0029545382415265
AGK	55.05202592	65.2256650033333	0.244644091919084	7.03050670456769e-05
AGL	7.157483329	2.99588773333333	-1.25646884309753	0.0032234540574675
AGMAT	15.7287727	28.5108624933333	0.858105580340946	0.000760703382178629
AGO1	7.21338611	11.94144462	0.727228823698683	0.00182075213143974
AGO2	36.8792073033333	23.35393104	-0.659142234854142	0.00712362320253766
AGO3	7.41571531033333	7.04447190733333	-0.0740943017242592	0.685740571356085
AGO4	7.33164918433333	5.152149998	-0.508963159096162	0.00183975201866392
AGPAT1	8.34518709333333	4.121428887	-1.01779979201182	1.23690529468722e-06
AGPAT2	62.2094608	0.420248785	-7.20974654310692	0.000227261118729722
AGPAT3	71.2212995133333	69.9628532566667	-0.0257196324475124	0.247848247026492
AGPAT4	10.793564	0.655355988333333	-4.04174871728403	6.49865826638826e-05
AGPAT5	30.32124026	49.2799441266667	0.700671853600578	0.00192869990178597
AGPAT6	37.1770063633333	38.9715892266667	0.0680121609869641	0.219875438036987
AGPS	34.9560688866667	26.1061595	-0.421152713253347	0.00146352069534727
AGRN	31.39222148	0.371248256	-6.40187906642487	0.00196115667245039
AGTPBP1	48.7142443866667	35.3987285066667	-0.460646147328287	0.00138979098946609
AGTRAP	17.26632653	91.7558445766667	2.40983887909059	1.19878593617347e-05
AHCTF1	45.7374459266667	54.0135547566667	0.239945693572171	0.0380444432369969
AHCY	251.117881833333	203.7346665	-0.301673281861215	0.00030675007117569
AHCYL1	45.0874643	24.17846218	-0.899003887760288	0.003847910304145
AHCYL2	9.244891169	11.08208471	0.261501058553678	0.00502858215803781
AHDC1	4.09696042466667	2.40024968733333	-0.771369466101643	0.0158774231945877
AHI1	5.80301330466667	6.09810120166667	0.0715578563541389	0.563009857504462
AHNAK	220.126590666667	15.1837263866667	-3.85773562400934	9.71186564346338e-05
AHRR	4.52601832833333	0.319597553	-3.8239141594608	3.39745376046278e-06
AHSA1	626.1605466	176.370651866667	-1.82792209342784	3.00524528328333e-05
AHSA2	47.32586207	65.5444695	0.469845268352443	0.0103376107562914
AIDA	31.1483704433333	41.5249544733333	0.414821897204249	0.0044869393649099
AIF1L	22.54057476	0.138670437	-7.34472023904793	0.000460332231117696
AIFM1	69.7715811233333	57.3510546033333	-0.282819511965644	0.000217644182332431
AIFM2	26.5477068466667	34.5017603033333	0.378082722597108	0.0164534976414672
AIG1	9.09998722966667	9.80013418366667	0.106936982049481	0.173352697537342
AIM1	1.51233542966667	0.281787745666667	-2.42409738030034	0.000104517769450531
AIM1L	1.767920785	0.323778909666667	-2.4489727140829	0.0115373212096648
AIM2	44.9838815466667	25.5579105333333	-0.815638258315515	0.0131107128664604
AIMP1	33.86713288	53.41822778	0.657446256976541	0.000416283286899364
AIMP2	40.1697367533333	69.2280220833333	0.78524712252686	0.00419460124058744
AIP	320.5624146	127.7541448	-1.32723518376526	2.06367155920059e-05
AJUBA	1.45610662266667	0.156167949	-3.22094570136753	6.81316721175262e-05
AK1	45.0840786966667	4.75265014133333	-3.24581393112138	0.00155055878394297
AK2	74.0760007033333	101.935226403333	0.460574582948067	7.03781190710799e-05
AK3	37.66636251	49.8935534433333	0.405576705392431	0.00831055444652381
AK6	46.43689206	36.4888347133333	-0.347816339807715	0.00843945239442786
AK7	6.59515538166667	0.321768618333333	-4.35731111582929	0.00159781051342493
AK9	0.646987306666667	1.289306364	0.994785803361623	0.0102801394949172
AKAP1	30.0646667466667	59.71520689	0.990029403541307	0.000107062302073349
AKAP10	7.47888376533333	23.50492303	1.65206808935753	0.000870756058381735
AKAP11	8.93700804066667	17.4932404433333	0.968933731049753	0.00551814686614791
AKAP13	22.8460854166667	19.74005241	-0.210821166395774	0.0525323063539969
AKAP2	0.589912541	0.761271164	0.367909351885572	0.130600939705234
AKAP3	0.212045095333333	0.439585410666667	1.05177239234423	0.00304522953686127
AKAP5	6.50812916266667	2.19430580933333	-1.56847828265379	2.27710861548319e-05
AKAP6	0.040219127	1.03934336	4.69164676828942	0.00239273300563086
AKAP8	53.0966404233333	54.7496412266667	0.0442289303264908	0.525805626692783
AKAP8L	60.59708874	45.4889149033333	-0.413733463243784	0.00730034067564235
AKAP9	17.2335500233333	27.97113191	0.698718716658751	0.00337692457077983
AKIP1	16.96830272	41.0834095633333	1.27571365332706	9.03744286470093e-06
AKIRIN1	40.4189496533333	67.5427059366667	0.740768146999764	3.72605093464988e-05
AKIRIN2	99.35417209	61.6603765466667	-0.688236850836076	0.00145748200209955
AKNA	93.94414912	67.8645895833333	-0.46914431209426	0.00112430141898533
AKR1A1	90.04284164	134.203903566667	0.575743143296757	0.00241702018046183
AKR1B1	383.257591166667	577.523860233333	0.591566184727717	1.39415299107767e-05
AKR7A2	64.02624076	40.5862859533333	-0.657670980771331	0.000215595168044756
AKR7A3	2.618769742	0.791680623333333	-1.72589876837979	0.00172704456522031
AKR7L	2.05813523033333	0.633177748	-1.70065531770232	0.00144505138088246
AKT1	135.928304766667	62.7540245366667	-1.11506601422974	0.000776172725973361
AKT1S1	40.94591506	38.62879551	-0.0840428362132896	0.0726928402632665
AKT2	81.33075751	94.1791004833333	0.211605892199859	0.0108916980622685
AKT3	27.4443844066667	9.134210274	-1.58715907243699	5.84806032415765e-05
AKTIP	6.047784271	28.9136417233333	2.25727174662689	1.88077991084815e-05
ALAD	56.47989055	26.30607377	-1.10234135319701	4.38209083815904e-05
ALAS1	53.73190933	49.2280650966667	-0.126298068499915	0.0404584479338153
ALCAM	0.0303654186666667	7.06917882033333	7.86296956557092	0.00220428296579516
ALDH16A1	58.2228979433333	70.7660716033333	0.281471185131888	0.0019139509575365
ALDH18A1	83.9816130066667	69.5627339766667	-0.271758862781158	0.00933535182884676
ALDH1A3	2.553133686	0.955584381	-1.41781390316089	0.0013894947122524
ALDH1B1	95.2215909033333	55.4588767333333	-0.779870336489433	0.00143191884187394
ALDH1L2	4.011022294	7.459931478	0.895192393959038	0.000524618821089772
ALDH2	10.0071604416667	0.198747958333333	-5.6539488132876	0.00252364232510853
ALDH3A2	29.9422511633333	38.6984619633333	0.370093536510114	0.00978286917116425
ALDH3B1	4.61190116133333	7.46922508533333	0.695596979928825	0.0411561543859607
ALDH4A1	15.11602177	13.4291278066667	-0.170712893643591	0.212073766638135
ALDH5A1	27.9867165666667	29.7074537133333	0.0860827159072112	0.195798434513731
ALDH6A1	17.94695099	9.04603418566667	-0.988381412055794	0.00224204945900557
ALDH8A1	0.0618821166666667	1.75352915766667	4.82459506492951	0.0043341826000906
ALDH9A1	88.2009834933333	101.198614733333	0.198322893810502	0.0526399238266819
ALDOA	1046.63480833333	835.747908966667	-0.324618399772263	0.00276471061095325
ALDOC	157.294550966667	35.4540644	-2.14944576302952	6.67787609254372e-07
ALG1	21.0838241366667	34.4465710666667	0.708223815622596	2.39224608691289e-05
ALG10	11.05548362	13.93993145	0.334461329779816	0.0325841342751001
ALG10B	3.667181345	7.19974607833333	0.973274416061314	0.000973171502919044
ALG11	6.16226997033333	5.91536198166667	-0.0589954337162293	0.715775562462106
ALG12	26.37734273	27.3738666666667	0.053500001554358	0.510229991292756
ALG13	11.88757094	11.8828427066667	-0.000573940274959255	0.986507983867771
ALG14	17.5683643433333	9.12180391566667	-0.945588816098731	0.00597884770887968
ALG1L2	3.24511316333333	0.661091165666667	-2.29534764783219	2.13350076743643e-05
ALG1L9P	0.325158425666667	0.906450755	1.47908583631409	0.0130854160244695
ALG2	29.56802146	62.1108875	1.07080847359182	0.000177687552684205
ALG3	188.848966633333	198.345249533333	0.0707809551522719	0.195855758160371
ALG5	43.8306422733333	78.81278027	0.846489776305985	1.08252118582769e-05
ALG6	13.3529920466667	23.238774	0.79937091166085	0.000318604764079271
ALG8	142.003465533333	95.7613069133333	-0.568411391636703	0.00029450995263362
ALG9	16.4974654666667	15.76873015	-0.0651779127237152	0.0635966340558483
ALKBH1	20.5385465866667	7.091155941	-1.53424136489641	0.000103711349798672
ALKBH2	142.7430861	66.50587671	-1.10186713561289	1.07281379320394e-05
ALKBH3	21.1292175066667	30.82013202	0.544633701831052	0.0013827162091175
ALKBH3-AS1	0.285333680333333	0.998785266333333	1.8075244889866	0.00379850155288069
ALKBH4	38.8935996066667	13.8530685033333	-1.48932718883562	3.09228243621788e-05
ALKBH5	45.5145500766667	77.6489708333333	0.770638983795427	5.00703396114049e-05
ALKBH6	32.9340929266667	45.9859068466667	0.481609974932707	0.00454553623881452
ALKBH7	61.7391867166667	88.31263951	0.516433455895572	0.0139344603471555
ALKBH8	28.0120054966667	11.2904813533333	-1.31093828104643	0.00245683954658675
ALMS1	8.80772299733333	10.2063601746667	0.212627457335496	0.0119579537595178
ALMS1-IT1	0.511899459	1.02416845866667	1.0005206474469	0.19636623920579
ALOX12	2.217567052	4.848956163	1.12869648352341	0.0017991144784714
ALOX12B	5.08808919066667	0.0453214176666667	-6.81078716028976	0.010637570324693
ALOX12P2	2.79576085266667	15.4014521266667	2.46175351787775	6.5398654263765e-09
ALOX15P1	6.12008586466667	4.70969445133333	-0.377918428223057	0.105230444069632
ALOX5AP	1.637922184	6.3301919	1.95038241802172	2.57262800024355e-06
ALPK1	0.0837536803333333	0.980444269333333	3.54921113433322	0.0245330254551118
ALS2	4.26512859266667	9.46850278166667	1.15054707671853	0.00328774260046939
ALS2CL	1.325059123	0.185489586333333	-2.83664663378079	0.000143301961341757
ALS2CR12	0.320404839	1.34388085666667	2.06843739825283	0.00988363385739878
ALX3	3.10980948166667	1.85592137566667	-0.744690604909186	0.0436955562531938
ALYREF	223.5250137	387.9041164	0.795263799595423	0.00627590153533307
AMACR	0.83045631	1.32830176233333	0.677606758366158	0.0816703965865454
