siIRF4 KMS12BM	siIRF4 MM1R	LOG2_FOLD_CHANGE	P_VALUE
AGAP2	33.01052454	20.6204801166667	-0.678848139220301	0.00367675035680002
AGAP3	124.8122099	46.1854515266667	-1.43424869680399	5.61686794086762e-05
AGAP4	1.498364853	4.41418050733333	1.55875666244819	0.00294624789015452
AGAP5	3.835023535	10.50136191	1.45326910506303	3.64554172863021e-05
AGAP6	7.09075199966667	27.85031901	1.97368330926193	0.000748076830495798
AGAP7	0.889944504333333	1.90868948433333	1.10079513700024	0.011633300100876
AGBL3	2.09037874733333	5.09556644833333	1.28547817029972	0.0101292943386365
AGBL5	30.6357018733333	31.64119938	0.0465903828499308	0.410502034605607
AGER	2.42955939666667	1.30885972866667	-0.892384212162879	0.00768264694551951
AGFG1	12.6173941	24.93234228	0.982604445929584	0.00326161999074134
AGFG2	6.80370156766667	2.56900052133333	-1.40511267811505	0.00113248187553498
AGGF1	25.9417153533333	29.6555487033333	0.193028186990833	0.0214420075476737
AGK	57.8889162066667	56.6615156966667	-0.0309179524036428	0.186640625989532
AGL	7.99541070766667	3.73676706933333	-1.09738150746173	0.00117943704881895
AGMAT	18.64049821	33.3928115066667	0.841097146340196	0.0148403076219723
AGO1	7.855345747	12.62702771	0.684768400367143	0.00245829331746744
AGO2	33.35432694	18.54591618	-0.846772389674899	0.000923393571326382
AGO3	7.934106455	8.19317537966667	0.0463549420632629	0.549961775094879
AGO4	8.764016458	11.0679018733333	0.33671765966998	0.0537124386864244
AGPAT1	10.59977265	4.46737469133333	-1.24653415363363	0.00123718272855907
AGPAT2	67.7710071566667	0.294396107	-7.84676580774381	0.000452433585091977
AGPAT3	77.57852542	71.90103803	-0.109644755091891	0.0704246309403339
AGPAT4	10.9632446266667	1.09573449666667	-3.32270466254255	0.000345612562477384
AGPAT5	28.1521744333333	53.05610038	0.914272283177181	0.000405662496710776
AGPAT6	37.3344579166667	40.4680288166667	0.116274793792556	0.0188469864615617
AGPS	35.1130902666667	23.4978114133333	-0.579482581500809	0.000282581139584909
AGRN	35.9213541766667	0.454476145	-6.30449335735555	0.00756119097288823
AGTPBP1	49.0624064633333	33.42370445	-0.553746357915409	0.00186452011803472
AGTRAP	24.15072425	111.8482241	2.21140399036228	2.0855505011062e-05
AHCTF1	42.7727656966667	44.9915106233333	0.0729603120693506	0.204851073053365
AHCY	233.5641655	166.953028866667	-0.484376679162996	0.000142488054806375
AHCYL1	48.04216249	22.9025712233333	-1.06879151583812	9.09052153770673e-05
AHCYL2	8.79844320866667	10.4476543073333	0.2478588849622	0.0334317427165603
AHDC1	4.98014433166667	3.30407877966667	-0.591939468682914	0.0013436061957604
AHI1	5.79924592233333	5.573624103	-0.0572496110545728	0.360408594739376
AHNAK	206.473038533333	7.308948459	-4.82014573502022	0.00185473904981544
AHRR	4.165790891	0.690675373666667	-2.59251073289569	3.02878408384687e-05
AHSA1	598.616468166667	141.182816733333	-2.08406745863076	0.000848515991719566
AHSA2	57.0336250666667	86.1570818233333	0.595156652462728	0.00730562601645719
AIDA	37.25939746	40.5992123233333	0.123847393613479	0.0445669414557109
AIF1L	22.9921880333333	0.293867978333333	-6.28983179268541	0.000470151447212848
AIFM1	69.9354313766667	50.26987261	-0.476329520104949	0.000397446818456079
AIFM2	25.1714805933333	20.8683483566667	-0.270473657029939	0.0845084001498774
AIG1	8.77667688733333	8.321729887	-0.0767913345504413	0.146219944104142
AIM1	1.74784183266667	0.513942379666667	-1.7658961103077	0.00781081637693601
AIM1L	1.74983156633333	0.252437891	-2.79321567851029	0.00152975729860749
AIM2	46.6515502566667	52.2587248466667	0.163746898788707	0.27724388379288
AIMP1	34.8994382533333	50.0189788766667	0.519271790824533	0.00939095965585501
AIMP2	38.17879281	66.8900573033333	0.809020294861366	0.00329321357065644
AIP	335.327805666667	138.784257533333	-1.27272818704248	4.0456172121441e-05
AJUBA	1.169249777	0.195056703666667	-2.58361766704649	0.00909732968368091
AK1	48.1173880766667	4.68370253433333	-3.36083697465547	0.00647265641977264
AK2	70.84733048	88.1292321233333	0.31490714128904	0.00347042650221467
AK3	43.91345145	51.59849706	0.23266611411492	0.019574007721491
AK6	41.2502639433333	32.8040412533333	-0.330529793770226	0.00541242702004807
AK7	6.86918347933333	0.287681861333333	-4.57759245459851	0.000914371750222971
AK9	0.625944688	1.94572930366667	1.63620392830727	0.00296057065388443
AKAP1	26.71024654	52.33017167	0.970249699396826	0.00050698442957843
AKAP10	7.61342699233333	25.0477977033333	1.71806586395569	0.00028802723473018
AKAP11	9.57210260033333	19.2966761033333	1.01144459550522	0.00240205704705447
AKAP13	26.6347563033333	28.6664329666667	0.106052316811152	0.212789886244428
AKAP2	0.322050549	1.35224631066667	2.06999890499546	0.000200185336520263
AKAP3	0.276386433333333	0.936974908	1.76132361178543	0.00194243874263208
AKAP5	8.92292264233333	2.09403923733333	-2.09122785724486	0.00233201926352698
AKAP6	0.083723726	1.500919731	4.16406649562446	0.000883077126966878
AKAP8	53.0579265366667	55.4745850366667	0.064258673508788	0.326057907005367
AKAP8L	62.67097004	48.05751201	-0.383035363264234	0.01226341342643
AKAP9	19.0185205633333	33.9874750266667	0.837598161804609	4.73589189941113e-05
AKIP1	17.75102658	37.6226725966667	1.08369987584898	0.000901160736466712
AKIRIN1	40.4649597466667	72.5285570366667	0.841875986306041	0.000942220967139874
AKIRIN2	94.9263263466667	75.4321667933333	-0.331628383850195	0.0186083703406881
AKNA	101.27228978	97.88918219	-0.0490181361552416	0.325534662868238
AKR1A1	82.1736140766667	163.993587766667	0.996892281406103	5.38880524416264e-05
AKR1B1	412.421615433333	529.879561433333	0.361544532887628	0.000794473727953451
AKR7A2	70.3555373233333	35.80180502	-0.974631649359274	0.00995364989283661
AKR7A3	2.86330732033333	1.12964978433333	-1.34180694834624	0.0867892707845462
AKR7L	2.49763268433333	1.015615466	-1.29820705191909	0.00786185938559297
AKT1	153.398293166667	51.06356933	-1.58691613995527	0.00370827657355576
AKT1S1	42.2295883233333	43.79156611	0.0523988625165871	0.420375599477451
AKT2	85.6544917066667	95.8179935666667	0.161767700713617	0.00660664726822555
AKT3	17.4641401066667	11.1250445266667	-0.65058449925273	0.00563730046068082
AKTIP	6.11202657833333	27.97901586	2.19462249562224	0.000926732657241304
ALAD	64.3837614166667	29.4822166366667	-1.12685186582031	0.00157874189600263
ALAS1	56.8085264166667	48.51889031	-0.227560926185939	0.0307309347688805
ALCAM	0.043407695	5.59264449366667	7.00943599974247	0.000402566099135063
ALDH16A1	60.8618405633333	61.85956091	0.0234586289504563	0.749383555530314
ALDH18A1	84.9407241733333	65.7929885766667	-0.368522561512471	0.00475285883501733
ALDH1A3	2.63773428566667	0.978522356666667	-1.43062252270209	0.00321276822024718
ALDH1B1	87.63616916	46.3183973366667	-0.919941085690789	1.83682187747342e-07
ALDH1L2	2.73632222	3.726041307	0.445405541036997	0.0203010637643648
ALDH2	12.8206603033333	0.318678487333333	-5.33022512483756	0.000774066630576521
ALDH3A2	32.97903893	34.6843365266667	0.0727349310769585	0.171414593342077
ALDH3B1	6.37177362266667	13.4158022866667	1.07416641607459	0.00364413627003597
ALDH4A1	16.1423521666667	11.8528951466667	-0.44561132498888	0.00253881470451387
ALDH5A1	32.2007642633333	20.24276348	-0.669688674355683	0.000136538224953187
ALDH6A1	24.5235468666667	10.9175601366667	-1.16751717477049	0.000210649420300864
ALDH8A1	0.141055295666667	2.175523404	3.94702980185285	3.17242703159773e-05
ALDH9A1	93.71334703	107.868802666667	0.20295123330236	0.00625854408826537
ALDOA	1028.552636	632.217794233333	-0.702122078780508	0.000195083854722034
ALDOC	157.165452233333	45.2057589666667	-1.79770564144615	0.00317436331564323
ALG1	22.1331261566667	37.49260657	0.760398891906517	0.00128374996918752
ALG10	12.0207437466667	11.0216092266667	-0.125191278991309	0.0516042990227124
ALG10B	4.38036591933333	6.40348443566667	0.547805764499889	0.00160493140794897
ALG11	6.15180248566667	6.026504089	-0.0296878311055552	0.870857936337265
ALG12	24.5474250233333	28.1468122033333	0.19739984102019	0.0359846715857224
ALG13	13.31574533	13.7121373633333	0.0423202834213623	0.447338569500574
ALG14	16.02401919	9.83449205933333	-0.704313608069786	0.0128001578167623
ALG1L2	3.46162034133333	1.563488144	-1.14667922424469	0.00918075939362155
ALG1L9P	0.586047095333333	1.21026566766667	1.04623526009227	0.00670451810961408
ALG2	26.0279818566667	66.3022619566667	1.34899463673108	0.000457723610784944
ALG3	169.906249366667	167.122808566667	-0.0238302748482382	0.739701331010425
ALG5	39.1245978166667	64.84552309	0.728931052940819	5.37419704140856e-05
ALG6	13.2788412766667	20.7658966	0.645086902374946	0.000715802828962415
ALG8	137.3192434	83.4712426	-0.71818266053745	0.00399222567998382
ALG9	15.7691756	13.4066537066667	-0.234158052854465	0.000104432958528613
ALKBH1	22.12558942	6.663208563	-1.73142693196153	0.00814427952110887
ALKBH2	131.2478476	62.07889508	-1.08011897863096	9.72171009301552e-05
ALKBH3	21.3866084933333	31.8524340666667	0.574695906257517	0.0160437922602407
ALKBH3-AS1	0.117777519666667	1.18665849633333	3.33276870565596	0.0734444261743687
ALKBH4	40.81654834	14.5350703533333	-1.4896161312275	9.59272462165635e-06
ALKBH5	44.24186957	72.45564232	0.71168568861218	0.00420338239709473
ALKBH6	31.8894761233333	37.1166056433333	0.218984383006264	0.0477443736683476
ALKBH7	69.81488641	94.2568212433333	0.433062337529456	0.000757720096912126
ALKBH8	26.4098385833333	9.71465244233333	-1.44284119673547	0.000337812132989911
ALMS1	8.46612171666667	7.94553222266667	-0.0915573701633329	0.0202842364341331
ALMS1-IT1	0.611196698666667	0.641060034666667	0.0688227194133042	0.775155108139384
ALOX12	2.42770609366667	6.85685408966667	1.49795304811044	0.0117586666007871
ALOX12B	4.487425905	0.192943404	-4.53963848820733	0.00112507306228892
ALOX12P2	3.35668591	15.5487557	2.21168967891734	0.000213788910547504
ALOX15P1	7.96900324066667	8.92393496733333	0.163280716207817	0.158440812920846
ALOX5AP	2.22836902533333	22.6223532933333	3.34368894099938	7.86340937551469e-05
ALPK1	0.103150619	1.16145802166667	3.4931126281852	0.00102748323122434
ALS2	5.15652833533333	7.722519759	0.582671568076804	0.000388466794498752
ALS2CL	1.51632370466667	0.301288567333333	-2.33135993809541	0.0177112897529719
ALS2CR12	0.602345927	1.67233503666667	1.4731997375898	0.00243834125678365
ALX3	2.66711780266667	1.637422523	-0.703854902936366	0.127545855117178
ALYREF	205.9511888	275.045413966667	0.417367394259896	0.0106979481719849
AMACR	0.862056194333333	1.60965571066667	0.900898321650662	0.00362811146680101
AMBRA1	21.38508966	19.5773289033333	-0.127421316359793	0.150167881233919
AMD1	92.1921071766667	124.4774973	0.433169811508983	0.000860268201272397
AMDHD1	4.78923504666667	1.934086251	-1.3081431085254	0.0457739314520226
AMDHD2	15.2113624033333	62.3757576966667	2.03583606178846	1.95866952275764e-06
