CTRL KMS12BM	siIRF4 MM1S	LOG2_FOLD_CHANGE	P_VALUE
ADD3	78.1024602766667	47.01057939	-0.732382533499795	6.42738172424884e-05
ADH5	84.9131855166667	21.53818716	-1.97909177090311	1.1376450144558e-06
ADI1	118.417222066667	245.930901966667	1.05437411006332	0.000424137040210966
ADIPOR1	105.380366933333	197.3678893	0.905281181837057	0.000132136869120342
ADIPOR2	90.8509381333333	67.9963437733333	-0.418044238515301	6.58047891603332e-05
ADK	28.1259804466667	34.1642088533333	0.280582330181046	0.0324039063074215
ADM	10.5811085163333	242.013853566667	4.51552695127553	2.31434748566311e-05
ADM2	0.192561987333333	1.15436447433333	2.58370396513132	0.000476461366033178
ADM5	10.74764439	0.505810541666667	-4.40927957749711	0.000786643654823147
ADNP	64.5613295433333	55.6080004533333	-0.215377827255036	0.0769547603920603
ADNP2	34.5355158466667	11.48164645	-1.58875123587203	0.000469486953233687
ADO	24.82952762	27.5518236833333	0.150091000809252	0.104072739582194
ADORA2A	1.47248415566667	3.12968053533333	1.08776329006775	0.0119154961851679
ADORA2A-AS1	1.14241311033333	2.30379125466667	1.01192555990761	0.0163260358333439
ADORA2B	4.36238726333333	0.861182588333333	-2.34072679236378	0.000762688145470548
ADPGK	65.05717376	129.8723091	0.997313802687737	0.000458362860219558
ADPRH	5.865142529	2.83104410733333	-1.05083194121677	0.00449852702536799
ADPRHL2	27.3156023566667	58.0078623333333	1.08652321774939	0.000138379758337922
ADPRM	3.39543135333333	10.2929116353333	1.59998437600203	0.0168418048230153
ADRBK1	411.651786033333	347.3777111	-0.244919296576855	0.00598413473074669
ADRM1	367.358233266667	285.029683566667	-0.366075436524522	8.47925603495071e-05
ADSL	156.9159595	169.434033	0.110731595192632	0.0420174105485541
ADSS	92.8707486533333	95.4986902	0.0402566813112994	0.418754747290501
ADTRP	0.374009251333333	31.27184183	6.38564642607527	0.00165057163902662
AEBP1	2.228399879	2.495774057	0.163479189827398	0.401547704148525
AEBP2	23.10538876	13.20531762	-0.807110361545397	0.000351700133448153
AEN	32.6350209266667	62.8416861833333	0.945300927487437	3.61207728264929e-05
AES	547.4969433	74.2491242166667	-2.88240499585653	0.00045138948448558
AFAP1-AS1	0.059542656	18.8416706966667	8.30578760264995	0.00404385335229626
AFF1	19.39145768	41.5752704666667	1.10030439224988	0.0013488446905543
AFF4	8.963019985	28.18530262	1.65288623892582	0.00343913144022571
AFG3L1P	9.781221491	6.51131435333333	-0.587065851315964	0.00110469902310998
AFG3L2	155.021057166667	108.324117433333	-0.51710971383292	0.000107123613555642
AFMID	37.0160286466667	27.5110653666667	-0.428138111380502	0.00338243672978069
AFTPH	34.8632089133333	73.4803167733333	1.07565248040162	0.000794563614248281
AGA	8.92998774	32.1589231566667	1.84848899882055	5.11531453947871e-06
AGAP1	2.63487610733333	21.5541678733333	3.03215983385887	0.00140315833382591
AGAP2	31.1112095266667	17.88211077	-0.798917444844281	0.00369420699250295
AGAP3	137.691025766667	41.4916058366667	-1.7305431329965	0.0010576173326136
AGAP4	1.77727542166667	3.842851298	1.11250988037303	0.000217212715153045
AGAP5	4.24708767466667	6.39796364366667	0.591138903145753	0.00748393169829254
AGAP6	7.34835064466667	19.5345793666667	1.41053781570064	5.48087328413898e-06
AGAP7	0.940846459	1.749100207	0.89458173716166	0.000966065680706867
AGBL3	2.09193819966667	3.973989118	0.925747690137849	0.0259899503276664
AGBL5	25.6065363866667	33.4006957266667	0.383366030850229	0.0226887906767758
AGER	2.24437665733333	0.714521835	-1.65126480895315	0.00277396057942
AGFG1	12.4734856666667	32.9348184933333	1.40074892234614	0.000759152997399474
AGFG2	7.25192821366667	2.4867369	-1.54411076739857	0.00176476790014653
AGGF1	23.7164751033333	39.5082478433333	0.736264262351857	3.05447955275243e-05
AGK	55.05202592	54.52488867	-0.0138807369411162	0.80775890548917
AGL	7.157483329	5.61872013233333	-0.349210863292788	0.0153721560930658
AGMAT	15.7287727	42.14780097	1.4220512584648	2.36935247616336e-05
AGO1	7.21338611	12.1448997466667	0.751602026963761	0.0156375571537633
AGO2	36.8792073033333	15.89474501	-1.21425777386945	0.000859207046497103
AGO3	7.41571531033333	6.88597184533333	-0.106925577720658	0.560475576208121
AGO4	7.33164918433333	15.5478375766667	1.08450428106891	0.000951191742635415
AGPAT1	8.34518709333333	5.35757411966667	-0.639364490090029	0.00233161337681186
AGPAT2	62.2094608	1.412296052	-5.46101955195976	0.000333330568508144
AGPAT3	71.2212995133333	88.8516902466667	0.319090461695811	0.00114014703637627
AGPAT4	10.793564	0.805421820666667	-3.74428294788581	1.32993539447912e-05
AGPAT5	30.32124026	64.6550815966667	1.0924349970763	1.40268494743447e-05
AGPAT6	37.1770063633333	39.5238113166667	0.0883114704736742	0.175856546530956
AGPS	34.9560688866667	23.2836646833333	-0.58622480431884	0.000264572646441898
AGRN	31.39222148	1.10136373966667	-4.83304420381087	0.00203367489517414
AGTPBP1	48.7142443866667	37.0755584566667	-0.393875264469315	0.00231967870066599
AGTRAP	17.26632653	135.531720366667	2.97259746268734	0.000574527024161471
AHCTF1	45.7374459266667	50.8673739166667	0.153364810495611	0.178963842204864
AHCY	251.117881833333	162.044427333333	-0.631975357430994	2.63891389482476e-05
AHCYL1	45.0874643	17.4813011566667	-1.36691380513568	4.20779414927162e-05
AHCYL2	9.244891169	9.46168001566667	0.0334400349036297	0.445587010648382
AHDC1	4.09696042466667	2.496323074	-0.714749297111546	0.00611597112564992
AHI1	5.80301330466667	6.16394067333333	0.0870507396888429	0.106049230689414
AHNAK	220.126590666667	6.218896074	-5.14553111096976	0.000205644211727594
AHRR	4.52601832833333	0.446256027333333	-3.34229886681108	1.93666593179471e-05
AHSA1	626.1605466	186.0820415	-1.75059377960379	2.75627250767021e-05
AHSA2	47.32586207	50.9267550766667	0.105795009549089	0.151748506965017
AIDA	31.1483704433333	49.4981364933333	0.668217522349361	0.000108796211445007
AIF1L	22.54057476	0.382580640666667	-5.88061662057657	0.000479202511505805
AIFM1	69.7715811233333	50.8796014733333	-0.455552157123584	2.3716038097137e-05
AIFM2	26.5477068466667	17.25014276	-0.621978946954174	0.00529195466721066
AIG1	9.09998722966667	8.77675202333333	-0.0521773744476223	0.446729911390896
AIM1	1.51233542966667	0.574657517666667	-1.39600385372167	0.000117677585058417
AIM1L	1.767920785	0.258336282	-2.77473145164094	0.00468152352795558
AIM2	44.9838815466667	41.7460481966667	-0.107768518727427	0.0504535756299868
AIMP1	33.86713288	62.03840577	0.873275756755471	1.82995181512453e-05
AIMP2	40.1697367533333	55.8045384666667	0.47427345128586	0.00536112257887726
AIP	320.5624146	87.7152083766667	-1.86970637276066	6.60541623088278e-08
AJUBA	1.45610662266667	0.367098501	-1.98787687151438	0.00577822223573389
AK1	45.0840786966667	5.004429157	-3.17134062125443	0.000963818773300703
AK2	74.0760007033333	83.7305615466667	0.176748089831052	0.00214435348029031
AK3	37.66636251	54.9967634366667	0.546070001371477	6.33068133100196e-05
AK6	46.43689206	40.7900966533333	-0.187052492734905	0.0604415398010921
AK7	6.59515538166667	0.0811758506666667	-6.34421224146971	0.00154804924192349
AK9	0.646987306666667	2.07267353033333	1.67968358028132	0.00287927095962243
AKAP1	30.0646667466667	43.7259840066667	0.540421883830725	0.005230602300448
AKAP10	7.47888376533333	27.78714919	1.89352296260071	0.00109590362953365
AKAP11	8.93700804066667	9.33600076133333	0.0630127563858831	0.591281831907482
AKAP13	22.8460854166667	29.0988531933333	0.349015310045775	0.00353718029901033
AKAP2	0.589912541	0.889381025666667	0.592300546242971	0.0521305596364767
AKAP3	0.212045095333333	1.12958777566667	2.41335336258041	0.0013071044793391
AKAP5	6.50812916266667	3.21573356133333	-1.01709500614647	0.00175963412852837
AKAP6	0.040219127	0.592766669333333	3.88151065682314	0.00674889667121451
AKAP8	53.0966404233333	41.5201701766667	-0.354808223655096	0.00134308559656481
AKAP8L	60.59708874	42.9716098566667	-0.495864657920378	0.00611525273211872
AKAP9	17.2335500233333	34.88357618	1.01732802931807	0.00017701077208916
AKIP1	16.96830272	32.10458359	0.919937022103274	0.0031749571158024
AKIRIN1	40.4189496533333	87.7838253466667	1.11892330811656	0.00366512150325367
AKIRIN2	99.35417209	67.9037067833333	-0.549090218894776	0.00559259614743662
AKNA	93.94414912	87.2351466166667	-0.106893805859008	0.20486309358422
AKR1A1	90.04284164	147.592008933333	0.712931119465457	0.000702805373431043
AKR1B1	383.257591166667	461.8607814	0.269143678335533	0.00066037842869877
AKR7A2	64.02624076	37.640295	-0.766385370968626	0.000990925590794577
AKR7A3	2.618769742	0.557962782333333	-2.23064841622048	0.00578333519307606
AKR7L	2.05813523033333	0.423939483666667	-2.27940753463538	0.00518718537507311
AKT1	135.928304766667	56.1244442733333	-1.27614474426639	0.00145151183047794
AKT1S1	40.94591506	40.22201525	-0.0257341625717058	0.495929462794001
AKT2	81.33075751	81.3734561733333	0.000757216421913427	0.98430910212485
AKT3	27.4443844066667	19.3212788766667	-0.506320389785696	0.0117384768157652
AKTIP	6.047784271	39.0586246166667	2.69116256448048	0.000211260485597786
ALAD	56.47989055	31.24961429	-0.853898909989977	8.39848166913146e-05
ALAS1	53.73190933	41.2530330533333	-0.381278909471685	0.00236037075108014
ALCAM	0.0303654186666667	8.61349594133333	8.14802582918555	0.000854498910085791
ALDH16A1	58.2228979433333	38.1633085466667	-0.609400398476452	0.000629409042599054
ALDH18A1	83.9816130066667	72.75558512	-0.207015496298109	0.0231361113987274
ALDH1A3	2.553133686	1.471813301	-0.794674403808274	0.0433176362422571
ALDH1B1	95.2215909033333	44.4780946266667	-1.09819374620728	0.000157383916174743
ALDH1L2	4.011022294	2.40330248966667	-0.738951741433039	0.00912327985976339
ALDH2	10.0071604416667	1.049250505	-3.25360160099612	0.000934643493419821
ALDH3A2	29.9422511633333	46.2533255733333	0.62737440551865	0.00679029020644475
ALDH3B1	4.61190116133333	13.91521304	1.59322949658212	8.71731012692188e-05
ALDH4A1	15.11602177	8.89624890233333	-0.764809443512067	0.0140637073834095
ALDH5A1	27.9867165666667	29.51982607	0.0769419828838195	0.317766185758636
ALDH6A1	17.94695099	12.9029472033333	-0.476038131339249	0.000295111085544193
ALDH8A1	0.0618821166666667	1.138294804	4.20120789087913	0.0137379607354698
ALDH9A1	88.2009834933333	103.248249966667	0.227250680622007	0.00196976588278564
ALDOA	1046.63480833333	593.988687233333	-0.817250785461877	6.27633992701345e-06
ALDOC	157.294550966667	15.7952913733333	-3.31590223783356	2.63374367751067e-05
ALG1	21.0838241366667	31.5761953066667	0.582700784305999	0.000466772735500404
ALG10	11.05548362	11.7448435033333	0.0872653530300536	0.138592982366143
ALG10B	3.667181345	7.67414879433333	1.06533512745799	0.00310958204184578
ALG11	6.16226997033333	6.50922459666667	0.0790238058304695	0.650352008833005
ALG12	26.37734273	22.9027771566667	-0.203776685926498	0.118551186884028
ALG13	11.88757094	13.75068923	0.210049982588326	0.090594071759388
ALG14	17.5683643433333	10.4507358316667	-0.749375353846437	0.0140629223932657
ALG1L2	3.24511316333333	0.822232473666667	-1.98065053198074	0.0012461385804306
ALG1L9P	0.325158425666667	0.938309632333333	1.52892126744034	0.0250152494882227
ALG2	29.56802146	72.7603930466667	1.29911562739827	0.000228958927943698
ALG3	188.848966633333	159.625230233333	-0.242544188704531	0.0124043135074627
ALG5	43.8306422733333	56.1995970966667	0.358619968003624	0.00478803676629601
ALG6	13.3529920466667	22.3062366266667	0.740284084007134	0.000301882210259811
ALG8	142.003465533333	97.9973747433333	-0.535111132082685	3.58307544496236e-05
ALG9	16.4974654666667	11.7789225566667	-0.486036819041359	0.00279330468101199
ALKBH1	20.5385465866667	8.316087757	-1.30435720505092	0.000506962551771234
ALKBH2	142.7430861	43.8660769333333	-1.70224327598224	0.000299889814631305
ALKBH3	21.1292175066667	31.2828421633333	0.566132252934777	0.00490843274410819
ALKBH3-AS1	0.285333680333333	1.29643363566667	2.1838264011292	0.0339903120321278
ALKBH4	38.8935996066667	12.8785687466667	-1.59456049336128	2.82191583191962e-05
ALKBH5	45.5145500766667	76.2530110733333	0.744466488394253	0.00111931513627109
ALKBH6	32.9340929266667	32.07560723	-0.0381052383191547	0.58652467268776
ALKBH7	61.7391867166667	96.6718878866667	0.64690993742269	0.00199550777271479
ALKBH8	28.0120054966667	10.138507166	-1.46620003584359	0.00154765247704782
ALMS1	8.80772299733333	9.50997082566667	0.110671818353646	0.417100343618789
ALMS1-IT1	0.511899459	0.667685751333333	0.38330877128063	0.406994966572439
ALOX12	2.217567052	5.080066808	1.19586974243469	0.0252737980299301
ALOX12B	5.08808919066667	0.860917779666667	-2.56317659284796	0.00876015355589789
ALOX12P2	2.79576085266667	10.4480220333333	1.90191698040285	0.00237364950460841
ALOX15P1	6.12008586466667	5.67117076466667	-0.109905296080998	0.736585195267379
ALOX5AP	1.637922184	28.3397260833333	4.11288709124242	7.25301936143969e-05
ALPK1	0.0837536803333333	1.68589348266667	4.33121698999335	0.00191990145884838
ALS2	4.26512859266667	7.49713361166667	0.813749874523293	0.00222035525441217
ALS2CL	1.325059123	0.311775242666667	-2.08747845622403	0.000583980586044763
ALS2CR12	0.320404839	0.783007075	1.28912940670353	0.120830073794291
ALX3	3.10980948166667	1.22054915933333	-1.34929579541393	0.00254110957636226
ALYREF	223.5250137	274.6141586	0.296969724008744	0.00538450834500561
AMACR	0.83045631	1.03315306066667	0.315077828324507	0.0177831911283304
AMBRA1	20.64375251	17.8630749933333	-0.20872478903967	0.0144259962898524
AMD1	93.87966867	158.908868933333	0.759314990554333	0.0018368935811771
AMDHD1	3.45482076533333	1.94423768166667	-0.829406267972925	0.0291960928501594
