FEATURE_ID,GENE_SYMBOL,MS9_S9_L002_R1_001.fastq.gz,MS6_S6_L002_R1_001.fastq.gz,MS5_S5_L002_R1_001.fastq.gz,MS4_S4_L002_R1_001.fastq.gz,MS3_S3_L002_R1_001.fastq.gz,MS10_S10_L002_R1_001.fastq.gz
ATAD3C,ATAD3C,25.590455312163442,0.012655728314149479,0,3.717602584631061,9.654778970315713,12.971625422754219
ATAD3B,ATAD3B,29.746287516511806,15.48658794404424,50.073398600100795,27.709780821363175,40.53100083489663,42.62356992006128
ATAD3A,ATAD3A,38.28202191925701,25.863328890750328,36.913551010376835,16.479512387452683,43.94424466806599,24.580754944943003
TMEM240,TMEM240,0,0,0,0,0,0
SSU72,SSU72,257.6344231676556,262.76438429282047,256.9388780368521,251.38648261089537,171.9048845235804,289.4601052358532
C1orf233,C1orf233,0,0,1.5025289787626033,0,0,0
MIB2,MIB2,20.520379476054675,10.938775511814331,36.762987636438496,24.311698553931457,11.767562556890917,44.750127508873916
MMP23B,MMP23B,0,0,0,0,0,0
MMP23A,MMP23A,0,0,0.10071047784264717,0,0,0.4869368964678148
CDK11B,CDK11B,36.64580903881575,32.03458311293133,9.919827128304062,34.00026472101123,25.7703851582893,41.96721827234377
SLC35E2B,SLC35E2B,20.551000845287536,23.49509254604134,29.091121033632973,31.265134875993496,21.090858872794986,37.86189555001692
CDK11A,CDK11A,25.197527021260118,13.078741335929594,11.614728174444831,24.973385446106892,18.100286662833174,36.5650127877345
SLC35E2,SLC35E2,10.323119433284289,4.812230992289124,9.878377060586033,7.911295448944927,8.503061660670134,12.333510340244949
NADK,NADK,42.273620223432744,32.699576436155915,46.386168925937454,40.35245142325801,64.07934938592742,39.3352833094415
GNB1,GNB1,283.88463637439474,190.88129619191434,163.3244963034803,168.4895017926473,205.46081003144351,214.33004677894968
CALML6,CALML6,0,0,0,1.4194096052599503,5.258001200688564,0
TMEM52,TMEM52,0,0,1.9048787667106122,6.884018054437251,3.2538473786499726,0
KIAA1751,KIAA1751,0,0,0,0,0,0
GABRD,GABRD,0,0,0,0,0,0
PRKCZ,PRKCZ,20.55620244417401,15.441453878482887,5.452692269659192,18.261923908598757,14.012929408059199,32.84020091698713
C1orf86,C1orf86,5.1869210512703265,4.08267695614059,7.699339076946311,8.073119495298961,6.312270085453745,9.371808135290273
SKI,SKI,28.121250860365137,17.029705024174284,14.063072068900567,15.32374414278813,17.998719749453038,30.04486827177231
MORN1,MORN1,2.3901302234908206,6.115967470118362,3.491836633587767,3.4283802019551124,2.8342712451968635,5.950303593838998
LOC100129534,LOC100129534,0.9799295054763195,0.5322696447177133,1.769673047842131,3.2256462125512426,0.5062367475934411,9.995549488276332
RER1,RER1,105.01699013280596,113.41094964803314,88.90380956304627,116.54316813903229,113.68724965912531,126.75908659058122
PEX10,PEX10,12.149862840484385,30.741853297587923,17.544833528767988,26.478175957206826,18.77535332188113,39.30919009225191
PLCH2,PLCH2,2.9435883207307136,0,0,0.3553952807381282,0.838802861137289,5.6791117020005615
PANK4,PANK4,25.156149725082784,11.091246532392773,15.154327197457356,18.86917570589684,26.18161885937691,29.23287506567702
HES5,HES5,0.7816596765006639,0,0,0.023932158888073592,0,0
LOC115110,LOC115110,5.253700605230547,3.039967243137909,5.039262352604561,1.4007625854570334,1.5903209166038916,3.1155144046706686
LOC100133445,LOC100133445,5.411936991772264,0.5832214319724639,1.0232937524348222,0,5.394921752763367,0
TNFRSF14,TNFRSF14,135.266865354627,25.750404912128015,68.33115010641265,192.90041114764364,195.567313994667,139.15914393236068
FAM213B,FAM213B,7.263573820450158,0.7044795670127547,3.085328496103382,9.824323830537132,4.913057797101299,14.108592291753807
MMEL1,MMEL1,0,0,0,0,0,0
TTC34,TTC34,1.7556458762215656,0,0,0,0,0
ACTRT2,ACTRT2,0,0,0,0,0,0
LINC00982,LINC00982,0,0,0,0,0,0
PRDM16,PRDM16,0,0,0,0,0,0
MIR4251,MIR4251,0,0,0,0,0,0
ARHGEF16,ARHGEF16,12.2851015823284,0.6054353995574732,0.012568001780363405,5.919583240118202,3.6632283034923634,32.59110232201758
MEGF6,MEGF6,0.2311227541924548,0.2658902339500289,0.34343640299936457,0,0,0.4190838534676082
MIR551A,MIR551A,0,0,0,0,0,0
TPRG1L,TPRG1L,110.2027419973569,15.303520995736427,17.053209357634454,89.94137213129113,41.30397059535752,178.62297947165624
WRAP73,WRAP73,16.412746568186275,34.68133998724625,22.42693711928372,41.998868202685365,18.463669479389285,48.435518512974404
TP73,TP73,0,0,0.04626626950221428,0,0,0
TP73-AS1,TP73-AS1,0,0,0,14.177507321287218,4.898089874980941,0.1549145794866467
CCDC27,CCDC27,0,0,0,0,0,0
SMIM1,SMIM1,0,0.511397440463904,1.719776411160094,0.6000163954381591,0,2.258435420685627
LRRC47,LRRC47,46.160521303763474,54.01186447132208,52.05852389416624,52.24184222871205,57.81286164090423,59.99930518468118
CEP104,CEP104,18.94402571196857,23.67810535333419,12.077285337978426,22.86319406549413,18.502960963449336,24.483350019638078
DFFB,DFFB,5.5575797872617505,6.828913808387343,6.804422810915312,7.9856626181340635,5.5164107220221625,8.015382446905324
C1orf174,C1orf174,15.028588882277061,34.56214832551803,23.878901629946643,49.28447449402997,40.21293810822421,42.686536798207825
LINC01134,LINC01134,0.6606002184058675,3.7404452391717595,5.534453505313472,0.7525634102806009,4.892148526770329,3.7667761970614766
LINC01346,LINC01346,0,0,0,0,0,0
LOC284661,LOC284661,0,0,0,0,0,0
AJAP1,AJAP1,0,0,0,4.598322267054015,5.101557344087755,0.33693625709162756
MIR4417,MIR4417,0,0,0,0,0,0
MIR4689,MIR4689,0,0,0,0,0,0
NPHP4,NPHP4,2.73672703871862,5.687271553294445,6.02379167837487,5.254237426261289,4.817893173437411,11.28585809601703
KCNAB2,KCNAB2,15.424407044695803,36.225954101274304,64.24772987094427,15.833970191789323,30.737562001650847,18.878606055651375
CHD5,CHD5,0,0.06823131016434733,0.2115138902545605,0,0,0
RPL22,RPL22,340.617512326276,586.6002123246216,640.83268188151,549.9301347455767,485.10914615781286,366.0222210113334
RNF207,RNF207,2.097196361966751,2.656536490025035,11.157878943488505,17.323881721662264,10.541262155706994,14.827700596929068
ICMT,ICMT,57.62318067115871,41.971657139166176,38.422785415497145,35.13717082779894,29.636103495180098,54.31412464317035
LINC00337,LINC00337,0.9828442273843393,1.0422841126528046,0,0,0,1.4705494273328006
HES3,HES3,0,0,0,0,0,0
GPR153,GPR153,0,1.23232751668868,0.7778737172477348,0.47472679311246807,0,0
ACOT7,ACOT7,6.522125220371031,61.073623272647446,32.005950050865344,8.778724600146495,8.864408416775142,23.26779755260773
HES2,HES2,0,0,0,0,0,0
ESPN,ESPN,0,0.08990369899970786,0.8475766434308629,0,0.028025567546822682,0
MIR4252,MIR4252,0,0,0,0,0,0
TNFRSF25,TNFRSF25,7.751779248706176,1.0850153483966911,4.636114454967384,1.1110126327924932,0,2.090901433531217
PLEKHG5,PLEKHG5,6.245661437839063,1.1443967656411855,1.9965264362604251,2.262315441360184,0.6354058942297348,2.2857772953204973
