GENE	TF	ENHANCER_LIST
HIST1H4J	0	3_MACS_peak_24031_lociStitched,1_MACS_peak_24034_lociStitched
HIST1H4K	0	3_MACS_peak_24031_lociStitched,1_MACS_peak_24034_lociStitched
HIST1H4L	0	3_MACS_peak_24037_lociStitched,3_MACS_peak_24031_lociStitched,1_MACS_peak_24034_lociStitched
HIST2H2AA4	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched,3_MACS_peak_1734_lociStitched
HIST2H2AB	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched,3_MACS_peak_1734_lociStitched
HIST2H2AC	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched,3_MACS_peak_1734_lociStitched
HIST2H2BC	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched,3_MACS_peak_1734_lociStitched
HIST2H2BE	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched,3_MACS_peak_1734_lociStitched
HIST2H2BF	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched
HIST2H3A	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched,3_MACS_peak_1734_lociStitched
HIST2H3D	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched
HIST2H4B	0	4_MACS_peak_1725_lociStitched,3_MACS_peak_1729_lociStitched
HIVEP1	0	3_MACS_peak_23807_lociStitched
HLA-DMA	0	3_MACS_peak_24200_lociStitched
HLA-DMB	0	3_MACS_peak_24200_lociStitched
HLA-DOA	0	3_MACS_peak_24200_lociStitched
HMGA1	0	2_MACS_peak_24246_lociStitched
HMGN4	0	2_MACS_peak_23986_lociStitched
HMP19	0	3_MACS_peak_23449_lociStitched
HNRNPK	0	1_MACS_peak_28656_lociStitched
HNRNPL	0	2_MACS_peak_14047_lociStitched
HNRNPUL1	0	3_MACS_peak_14135_lociStitched
HOOK2	0	1_MACS_peak_13474_lociStitched
HPCAL1	0	3_MACS_peak_14795_lociStitched
HSP90B1	0	3_MACS_peak_6518_lociStitched
HSPA1A	0	4_MACS_peak_24156_lociStitched
HSPA1B	0	4_MACS_peak_24156_lociStitched
HSPA1L	0	4_MACS_peak_24156_lociStitched
HSPA8	0	1_MACS_peak_5325_lociStitched
HSPBP1	0	1_MACS_peak_14565_lociStitched
HTRA3	0	3_MACS_peak_20770_lociStitched
ID3	0	2_MACS_peak_407_lociStitched
IER2	0	3_MACS_peak_13500_lociStitched
IER3	0	2_MACS_peak_24108_lociStitched
IFNAR2	0	5_MACS_peak_17947_lociStitched
IGLL5	0	3_MACS_peak_18339_lociStitched,2_MACS_peak_18330_lociStitched
IKZF1	1	1_MACS_peak_25899_lociStitched
IL10RB	0	5_MACS_peak_17947_lociStitched
IL12B	0	8_MACS_peak_23307_lociStitched
IL16	0	7_MACS_peak_9345_lociStitched
IL6ST	0	5_MACS_peak_22289_lociStitched
ILF3	0	3_MACS_peak_13377_lociStitched
IMPDH2	0	2_MACS_peak_19360_lociStitched
INPP4A	0	4_MACS_peak_15758_lociStitched,5_MACS_peak_15769_lociStitched
IQSEC1	0	3_MACS_peak_18979_lociStitched
IRAK1	0	4_MACS_peak_30267_lociStitched
IRF2	1	5_MACS_peak_21806_lociStitched
IRF2BP2	0	7_MACS_peak_2811_lociStitched
IRF5	1	1_MACS_peak_26589_lociStitched
ISY1	0	2_MACS_peak_19961_lociStitched,2_MACS_peak_19957_lociStitched
ITGB7	0	6_MACS_peak_6061_lociStitched
IZUMO4	0	3_MACS_peak_13064_lociStitched
JHDM1D	0	2_MACS_peak_26710_lociStitched
JOSD1	0	2_MACS_peak_18657_lociStitched
JSRP1	0	2_MACS_peak_13078_lociStitched
JUNB	1	1_MACS_peak_13474_lociStitched
JUND	1	4_MACS_peak_13709_lociStitched
KCNA2	0	2_MACS_peak_1460_lociStitched
KCNA3	0	2_MACS_peak_1460_lociStitched
KCNJ4	0	5_MACS_peak_18638_lociStitched,1_MACS_peak_18646_lociStitched
KCNK1	0	4_MACS_peak_2779_lociStitched
KCP	0	1_MACS_peak_26589_lociStitched
KDELR3	0	1_MACS_peak_18646_lociStitched
KEAP1	0	2_MACS_peak_13367_lociStitched
KIAA0907	0	5_MACS_peak_1939_lociStitched
KIAA1370	0	3_MACS_peak_8930_lociStitched
KIAA1432	0	2_MACS_peak_28213_lociStitched
KIAA1683	0	4_MACS_peak_13709_lociStitched
KIAA1949	0	2_MACS_peak_24108_lociStitched,1_MACS_peak_24105_lociStitched
KIF22	0	3_MACS_peak_10047_lociStitched
KLF13	1	1_MACS_peak_8589_lociStitched
KLF2	1	2_MACS_peak_13609_lociStitched,3_MACS_peak_13601_lociStitched
KLF6	1	2_MACS_peak_2947_lociStitched
KLHL21	0	1_MACS_peak_119_lociStitched
KNTC1	0	3_MACS_peak_6853_lociStitched
L1CAM	0	3_MACS_peak_30260_lociStitched
LAIR1	0	2_MACS_peak_14538_lociStitched
LARP1	0	3_MACS_peak_23243_lociStitched
LCN12	0	2_MACS_peak_29407_lociStitched
LDLRAD2	0	2_MACS_peak_385_lociStitched
LENEP	0	2_MACS_peak_1880_lociStitched,2_MACS_peak_1883_lociStitched
LGALS4	0	2_MACS_peak_14047_lociStitched
LGTN	0	2_MACS_peak_2511_lociStitched
LHX8	1	3_MACS_peak_1204_lociStitched
LILRA4	0	2_MACS_peak_14538_lociStitched
LINGO3	0	2_MACS_peak_13078_lociStitched
LIX1L	0	2_MACS_peak_1660_lociStitched,1_MACS_peak_1659_lociStitched
LMAN2	0	1_MACS_peak_23495_lociStitched,2_MACS_peak_23493_lociStitched
LMNB1	0	4_MACS_peak_22836_lociStitched
LOC100129316	0	1_MACS_peak_28747_lociStitched,3_MACS_peak_28743_lociStitched,1_MACS_peak_28751_lociStitched
LOC100129387	0	1_MACS_peak_8876_lociStitched
LOC100129726	0	1_MACS_peak_15184_lociStitched
LOC100130987	0	1_MACS_peak_4777_lociStitched
LOC100131496	0	3_MACS_peak_17553_lociStitched
LOC100132356	0	3_MACS_peak_22211_lociStitched,1_MACS_peak_22214_lociStitched
LOC100133985	0	3_MACS_peak_15494_lociStitched
LOC100133991	0	1_MACS_peak_11610_lociStitched,1_MACS_peak_11603_lociStitched,1_MACS_peak_11606_lociStitched
LOC100134229	0	2_MACS_peak_26710_lociStitched
LOC100216545	0	2_MACS_peak_26397_lociStitched
LOC100271831	0	1_MACS_peak_10061_lociStitched
LOC100271836	0	1_MACS_peak_9942_lociStitched,1_MACS_peak_9940_lociStitched
LOC100289187	0	1_MACS_peak_26261_lociStitched
LOC100498859	0	2_MACS_peak_20232_lociStitched,3_MACS_peak_20235_lociStitched,3_MACS_peak_20242_lociStitched
LOC100507547	0	1_MACS_peak_24188_lociStitched
LOC147727	0	3_MACS_peak_13377_lociStitched
LOC148145	0	2_MACS_peak_13876_lociStitched
LOC148696	0	3_MACS_peak_2535_lociStitched
LOC153684	0	3_MACS_peak_22211_lociStitched,1_MACS_peak_22214_lociStitched,2_MACS_peak_22206_lociStitched
LOC154860	0	2_MACS_peak_26527_lociStitched
LOC253039	0	2_MACS_peak_29060_lociStitched
LOC285847	0	1_MACS_peak_24296_lociStitched
LOC285972	0	1_MACS_peak_26817_lociStitched
LOC338799	0	4_MACS_peak_6828_lociStitched
LOC339894	0	2_MACS_peak_20232_lociStitched,3_MACS_peak_20235_lociStitched,3_MACS_peak_20242_lociStitched
LOC341056	0	1_MACS_peak_5325_lociStitched
LOC389333	0	1_MACS_peak_22993_lociStitched
LOC400927	0	5_MACS_peak_18638_lociStitched
LOC400958	0	3_MACS_peak_15428_lociStitched
LOC400960	0	3_MACS_peak_15494_lociStitched
LOC440354	0	2_MACS_peak_10042_lociStitched
LOC642587	0	6_MACS_peak_2544_lociStitched
LOC647979	0	2_MACS_peak_17389_lociStitched
LOC648987	0	3_MACS_peak_22211_lociStitched,1_MACS_peak_22214_lociStitched,2_MACS_peak_22206_lociStitched
LOC723809	0	3_MACS_peak_26390_lociStitched
LOC728743	0	1_MACS_peak_26817_lociStitched,1_MACS_peak_26810_lociStitched
LOC729678	0	2_MACS_peak_23576_lociStitched
LOC729966	0	4_MACS_peak_13709_lociStitched
LOC730227	0	3_MACS_peak_2446_lociStitched,2_MACS_peak_2436_lociStitched,4_MACS_peak_2442_lociStitched
LOC79015	0	2_MACS_peak_17496_lociStitched
LOC90784	0	1_MACS_peak_15647_lociStitched
LPAR2	0	1_MACS_peak_13780_lociStitched
LPIN1	0	5_MACS_peak_14829_lociStitched
LPXN	0	4_MACS_peak_4468_lociStitched
LRRC61	0	1_MACS_peak_26810_lociStitched,1_MACS_peak_26809_lociStitched
LRRFIP1	0	2_MACS_peak_16936_lociStitched
LRWD1	0	2_MACS_peak_26342_lociStitched,2_MACS_peak_26347_lociStitched,2_MACS_peak_26344_lociStitched
LSM2	0	4_MACS_peak_24156_lociStitched
LSM4	0	4_MACS_peak_13709_lociStitched
LTC4S	0	1_MACS_peak_23559_lociStitched
LUC7L2	0	2_MACS_peak_26687_lociStitched,1_MACS_peak_26686_lociStitched
LY6G5B	0	2_MACS_peak_24147_lociStitched
LY6G5C	0	2_MACS_peak_24147_lociStitched
LY6G6C	0	1_MACS_peak_24153_lociStitched
LY6G6D	0	1_MACS_peak_24153_lociStitched,2_MACS_peak_24147_lociStitched
LY6G6E	0	1_MACS_peak_24153_lociStitched,2_MACS_peak_24147_lociStitched
LY6G6F	0	1_MACS_peak_24153_lociStitched,2_MACS_peak_24147_lociStitched
LYL1	0	3_MACS_peak_13500_lociStitched
MALAT1	0	2_MACS_peak_4683_lociStitched
MAMDC4	0	2_MACS_peak_29407_lociStitched
MAN2A1	0	5_MACS_peak_22734_lociStitched
MAP1LC3B2	0	1_MACS_peak_6706_lociStitched
MAP3K14	0	1_MACS_peak_11610_lociStitched,1_MACS_peak_11606_lociStitched
MARCH6	0	1_MACS_peak_21971_lociStitched
MAST1	0	1_MACS_peak_13474_lociStitched
MAT2A	0	1_MACS_peak_15626_lociStitched
MAZ	1	3_MACS_peak_10047_lociStitched
MCCD1	0	4_MACS_peak_24135_lociStitched
MCFD2	0	1_MACS_peak_15234_lociStitched
MCL1	0	2_MACS_peak_1762_lociStitched
MDC1	0	2_MACS_peak_24108_lociStitched,1_MACS_peak_24105_lociStitched
MED13L	0	1_MACS_peak_6702_lociStitched
MED26	0	2_MACS_peak_13625_lociStitched,2_MACS_peak_13629_lociStitched
MED29	0	3_MACS_peak_14068_lociStitched
MEF2D	1	5_MACS_peak_1976_lociStitched
MEPCE	0	2_MACS_peak_26288_lociStitched
MFSD5	0	6_MACS_peak_6061_lociStitched
MGAT1	0	2_MACS_peak_23576_lociStitched
MGAT4B	0	1_MACS_peak_23559_lociStitched
MGRN1	0	2_MACS_peak_9758_lociStitched
MICB	0	4_MACS_peak_24135_lociStitched
MIR1208	0	4_MACS_peak_27934_lociStitched,1_MACS_peak_27938_lociStitched
MIR1227	0	2_MACS_peak_13078_lociStitched
MIR1229	0	1_MACS_peak_23559_lociStitched
MIR1236	0	1_MACS_peak_24178_lociStitched
MIR1238	0	2_MACS_peak_13367_lociStitched
MIR1244-1	0	3_MACS_peak_16889_lociStitched,2_MACS_peak_16884_lociStitched
MIR142	0	1_MACS_peak_11831_lociStitched
MIR148A	0	3_MACS_peak_25630_lociStitched
MIR191	0	2_MACS_peak_19360_lociStitched
MIR211	0	2_MACS_peak_8581_lociStitched
MIR26B	0	2_MACS_peak_16776_lociStitched
MIR2861	0	2_MACS_peak_29166_lociStitched
MIR29B2	0	3_MACS_peak_2535_lociStitched
MIR29C	0	3_MACS_peak_2535_lociStitched
MIR3143	0	4_MACS_peak_23998_lociStitched,5_MACS_peak_24002_lociStitched
MIR3173	0	1_MACS_peak_8318_lociStitched
MIR3188	0	4_MACS_peak_13709_lociStitched
MIR3202-1	0	4_MACS_peak_30267_lociStitched
MIR3202-2	0	4_MACS_peak_30267_lociStitched
MIR3609	0	2_MACS_peak_26241_lociStitched
MIR3652	0	3_MACS_peak_6518_lociStitched
MIR3664	0	2_MACS_peak_4889_lociStitched
MIR3925	0	3_MACS_peak_24318_lociStitched
MIR425	0	2_MACS_peak_19360_lociStitched
MIR4257	0	2_MACS_peak_1762_lociStitched
MIR4258	0	2_MACS_peak_1880_lociStitched,2_MACS_peak_1883_lociStitched
MIR4285	0	2_MACS_peak_26333_lociStitched
MIR4312	0	3_MACS_peak_9150_lociStitched
MIR4315-1	0	2_MACS_peak_11616_lociStitched,2_MACS_peak_11618_lociStitched
MIR4321	0	2_MACS_peak_13078_lociStitched
MIR548H4	0	3_MACS_peak_9150_lociStitched
MIR612	0	4_MACS_peak_4673_lociStitched
MIR613	0	3_MACS_peak_5693_lociStitched
MIR7-1	0	1_MACS_peak_28656_lociStitched
MIR718	0	4_MACS_peak_30267_lociStitched
MIR877	0	2_MACS_peak_24100_lociStitched,1_MACS_peak_24098_lociStitched
MKLN1	0	2_MACS_peak_26632_lociStitched
MKNK2	0	3_MACS_peak_13064_lociStitched
MLEC	0	2_MACS_peak_6777_lociStitched
MLL5	0	2_MACS_peak_26397_lociStitched
MLLT6	0	3_MACS_peak_11365_lociStitched
MOBKL2A	0	3_MACS_peak_13064_lociStitched
MPO	0	1_MACS_peak_11831_lociStitched
MRPL38	0	1_MACS_peak_12156_lociStitched
MRPL49	0	1_MACS_peak_4660_lociStitched
MRPS18B	0	2_MACS_peak_24100_lociStitched
MSH5	0	1_MACS_peak_24153_lociStitched
MSL2	0	2_MACS_peak_20053_lociStitched
MTA2	0	4_MACS_peak_4541_lociStitched
MTMR11	0	3_MACS_peak_1734_lociStitched
MUS81	0	2_MACS_peak_4714_lociStitched
MUTED-TXNDC5	0	3_MACS_peak_23716_lociStitched
MVP	0	3_MACS_peak_10047_lociStitched
MXD3	0	1_MACS_peak_23495_lociStitched,2_MACS_peak_23493_lociStitched
MYBL2	1	3_MACS_peak_17481_lociStitched
MYC	1	2_MACS_peak_27917_lociStitched,5_MACS_peak_8500_lociStitched
MYH9	0	3_MACS_peak_18557_lociStitched
MYL6	0	1_MACS_peak_6135_lociStitched,3_MACS_peak_6131_lociStitched,1_MACS_peak_6130_lociStitched
MYL6B	0	1_MACS_peak_6135_lociStitched,3_MACS_peak_6131_lociStitched,1_MACS_peak_6130_lociStitched
MYO5A	0	3_MACS_peak_8912_lociStitched
MZB1	0	1_MACS_peak_22993_lociStitched
NAA10	0	3_MACS_peak_30260_lociStitched,4_MACS_peak_30267_lociStitched
NACA	0	3_MACS_peak_6163_lociStitched
NACC1	0	3_MACS_peak_13500_lociStitched
NADK	0	3_MACS_peak_53_lociStitched
NAPRT1	0	1_MACS_peak_28069_lociStitched
NBR1	0	1_MACS_peak_11546_lociStitched
NBR2	0	1_MACS_peak_11546_lociStitched
NCL	0	2_MACS_peak_16873_lociStitched
NCRNA00173	0	1_MACS_peak_6706_lociStitched
NCRNA00184	0	7_MACS_peak_2811_lociStitched
NDUFAF3	0	2_MACS_peak_19360_lociStitched
NDUFB1	0	1_MACS_peak_8270_lociStitched
NDUFB3	0	6_MACS_peak_16622_lociStitched
NDUFS8	0	1_MACS_peak_4837_lociStitched
NDUFV2	0	3_MACS_peak_12513_lociStitched,7_MACS_peak_12530_lociStitched,2_MACS_peak_12524_lociStitched,5_MACS_peak_12517_lociStitched,1_MACS_peak_12511_lociStitched
NEAT1	0	4_MACS_peak_4673_lociStitched
NECAP2	0	1_MACS_peak_313_lociStitched
NEU3	0	2_MACS_peak_4964_lociStitched
NEURL3	0	1_MACS_peak_15731_lociStitched
NFATC2IP	0	1_MACS_peak_10031_lociStitched
NFIL3	1	2_MACS_peak_28754_lociStitched
NFKBIB	0	2_MACS_peak_14047_lociStitched
NFKBIL1	0	4_MACS_peak_24135_lociStitched
NFS1	0	2_MACS_peak_17378_lociStitched
NNT	0	1_MACS_peak_22230_lociStitched
NOL11	0	1_MACS_peak_12000_lociStitched
NOL9	0	1_MACS_peak_119_lociStitched
NOTCH4	0	1_MACS_peak_24188_lociStitched
NR3C1	1	4_MACS_peak_23105_lociStitched
NRM	0	2_MACS_peak_24108_lociStitched,1_MACS_peak_24105_lociStitched
NSD1	0	2_MACS_peak_23493_lociStitched,2_MACS_peak_23488_lociStitched
NTM	0	3_MACS_peak_5439_lociStitched
NUP153	0	5_MACS_peak_23873_lociStitched
NUP210	0	3_MACS_peak_18991_lociStitched,3_MACS_peak_18988_lociStitched
NXF1	0	3_MACS_peak_4582_lociStitched
OAZ1	0	2_MACS_peak_13078_lociStitched
OBFC2A	0	5_MACS_peak_16528_lociStitched
OR2B2	0	3_MACS_peak_24037_lociStitched,1_MACS_peak_24034_lociStitched
OR6S1	0	2_MACS_peak_7543_lociStitched
ORAI2	0	2_MACS_peak_26342_lociStitched,2_MACS_peak_26347_lociStitched,2_MACS_peak_26344_lociStitched
OSTF1	0	2_MACS_peak_28612_lociStitched
OTUB2	0	1_MACS_peak_8308_lociStitched,1_MACS_peak_8310_lociStitched
P2RX7	0	2_MACS_peak_6790_lociStitched
P4HTM	0	2_MACS_peak_19360_lociStitched
PA2G4	0	3_MACS_peak_6131_lociStitched,1_MACS_peak_6130_lociStitched
PAF1	0	3_MACS_peak_14068_lociStitched
PAIP1	0	1_MACS_peak_22230_lociStitched
PAIP2	0	1_MACS_peak_22993_lociStitched
PALM	0	3_MACS_peak_12959_lociStitched
PAPOLA	0	1_MACS_peak_8349_lociStitched
PATL2	0	2_MACS_peak_8816_lociStitched,2_MACS_peak_8812_lociStitched
PBX2	1	1_MACS_peak_24188_lociStitched
PBX4	1	1_MACS_peak_13780_lociStitched
PBXIP1	0	2_MACS_peak_1880_lociStitched,2_MACS_peak_1883_lociStitched
PCBP1	0	3_MACS_peak_15494_lociStitched
PCDHGA1	0	2_MACS_peak_23041_lociStitched
PCDHGA10	0	2_MACS_peak_23041_lociStitched
PCDHGA11	0	2_MACS_peak_23041_lociStitched
PCDHGA12	0	2_MACS_peak_23041_lociStitched
PCDHGA2	0	2_MACS_peak_23041_lociStitched
PCDHGA3	0	2_MACS_peak_23041_lociStitched
PCDHGA4	0	2_MACS_peak_23041_lociStitched
PCDHGA5	0	2_MACS_peak_23041_lociStitched
PCDHGA6	0	2_MACS_peak_23041_lociStitched
PCDHGA7	0	2_MACS_peak_23041_lociStitched
PCDHGA8	0	2_MACS_peak_23041_lociStitched
PCDHGA9	0	2_MACS_peak_23041_lociStitched
PCDHGB1	0	2_MACS_peak_23041_lociStitched
PCDHGB2	0	2_MACS_peak_23041_lociStitched
PCDHGB3	0	2_MACS_peak_23041_lociStitched
PCDHGB4	0	2_MACS_peak_23041_lociStitched
PCDHGB5	0	2_MACS_peak_23041_lociStitched
PCDHGB6	0	2_MACS_peak_23041_lociStitched
PCDHGB7	0	2_MACS_peak_23041_lociStitched
PCDHGC3	0	2_MACS_peak_23041_lociStitched
PCDHGC4	0	2_MACS_peak_23041_lociStitched
PCDHGC5	0	2_MACS_peak_23041_lociStitched
PCGF2	0	3_MACS_peak_11365_lociStitched
PCMTD1	0	2_MACS_peak_27266_lociStitched
PDAP1	0	1_MACS_peak_26250_lociStitched
PDE4A	0	2_MACS_peak_13367_lociStitched
PDE4C	0	4_MACS_peak_13709_lociStitched
PDE4DIP	0	3_MACS_peak_1636_lociStitched
PDIA4	0	4_MACS_peak_26782_lociStitched
PDLIM7	0	1_MACS_peak_23514_lociStitched
PFN3	0	2_MACS_peak_23504_lociStitched
PHF13	0	1_MACS_peak_119_lociStitched
PHF19	0	2_MACS_peak_29060_lociStitched
PHF20	0	2_MACS_peak_17378_lociStitched
PHF5A	0	3_MACS_peak_18748_lociStitched
PHPT1	0	2_MACS_peak_29407_lociStitched
PIM1	0	2_MACS_peak_24350_lociStitched,1_MACS_peak_24346_lociStitched,2_MACS_peak_24347_lociStitched
PITPNC1	0	1_MACS_peak_12000_lociStitched
PKDCC	0	3_MACS_peak_15162_lociStitched
PLA2G1B	0	2_MACS_peak_6758_lociStitched
PLEKHG2	0	3_MACS_peak_14068_lociStitched
PLEKHJ1	0	2_MACS_peak_13078_lociStitched
PLEKHM1	0	2_MACS_peak_11618_lociStitched
PLEKHO2	0	2_MACS_peak_9080_lociStitched
PMEPA1	0	1_MACS_peak_17708_lociStitched
PMVK	0	2_MACS_peak_1880_lociStitched,2_MACS_peak_1883_lociStitched
PNPLA8	0	1_MACS_peak_26453_lociStitched
POLR1A	0	1_MACS_peak_15647_lociStitched
POLR1E	0	2_MACS_peak_28479_lociStitched
POLR2J	0	2_MACS_peak_26342_lociStitched,2_MACS_peak_26347_lociStitched,2_MACS_peak_26344_lociStitched
POLR2J3	0	2_MACS_peak_26363_lociStitched
POLR3GL	0	2_MACS_peak_1660_lociStitched,1_MACS_peak_1659_lociStitched
POLRMT	0	3_MACS_peak_12959_lociStitched
POP5	0	1_MACS_peak_6773_lociStitched
POTEG	0	3_MACS_peak_7509_lociStitched
POTEH	0	1_MACS_peak_18184_lociStitched
POTEM	0	3_MACS_peak_7522_lociStitched
POU2AF1	0	2_MACS_peak_5178_lociStitched,1_MACS_peak_5188_lociStitched
POU2F1	1	2_MACS_peak_2125_lociStitched
PPCDC	0	2_MACS_peak_9256_lociStitched
PPP1R10	0	2_MACS_peak_24100_lociStitched
PPP1R16B	0	2_MACS_peak_17440_lociStitched
PPP1R8	0	1_MACS_peak_571_lociStitched
PPP4C	0	1_MACS_peak_10061_lociStitched
PPP6R1	0	1_MACS_peak_14565_lociStitched
PPT2	0	1_MACS_peak_24188_lociStitched
PRDX2	0	1_MACS_peak_13474_lociStitched
PRELID1	0	1_MACS_peak_23495_lociStitched,2_MACS_peak_23493_lociStitched
PRKD3	0	3_MACS_peak_15114_lociStitched,2_MACS_peak_15110_lociStitched
PRKRIP1	0	2_MACS_peak_26342_lociStitched,2_MACS_peak_26347_lociStitched,2_MACS_peak_26344_lociStitched
PRR14	0	3_MACS_peak_10108_lociStitched
PRR15	0	1_MACS_peak_25655_lociStitched
PRR3	0	1_MACS_peak_24098_lociStitched
PRR7	0	2_MACS_peak_23504_lociStitched
PRRT1	0	1_MACS_peak_24188_lociStitched
PRRT2	0	3_MACS_peak_10047_lociStitched
PRSSL1	0	3_MACS_peak_12959_lociStitched
PSMB3	0	3_MACS_peak_11365_lociStitched
PSMD5	0	2_MACS_peak_29060_lociStitched
PTGES3	0	3_MACS_peak_6163_lociStitched
PTMA	0	3_MACS_peak_16889_lociStitched,2_MACS_peak_16884_lociStitched
PTPRH	0	1_MACS_peak_14565_lociStitched
PTPRT	0	1_MACS_peak_17472_lociStitched
PVRIG	0	1_MACS_peak_26279_lociStitched
PXN	0	2_MACS_peak_6758_lociStitched,1_MACS_peak_6755_lociStitched
PYGB	0	1_MACS_peak_17220_lociStitched,1_MACS_peak_17221_lociStitched
PYGO2	0	2_MACS_peak_1880_lociStitched,2_MACS_peak_1883_lociStitched
QPCT	0	3_MACS_peak_15114_lociStitched,2_MACS_peak_15110_lociStitched
QTRT1	0	3_MACS_peak_13377_lociStitched
RAB24	0	1_MACS_peak_23495_lociStitched,2_MACS_peak_23493_lociStitched
RAB35	0	2_MACS_peak_6749_lociStitched
RAB43	0	2_MACS_peak_19957_lociStitched,2_MACS_peak_19953_lociStitched
RAB5B	0	1_MACS_peak_6119_lociStitched
RAB8A	0	2_MACS_peak_13582_lociStitched
RABEP2	0	1_MACS_peak_10031_lociStitched
RAP2B	0	3_MACS_peak_20190_lociStitched,4_MACS_peak_20184_lociStitched
RAPGEF1	0	2_MACS_peak_29307_lociStitched
RAPGEF3	0	2_MACS_peak_5959_lociStitched
RARG	1	6_MACS_peak_6061_lociStitched
RARRES2	0	1_MACS_peak_26810_lociStitched,1_MACS_peak_26809_lociStitched
RASA2	0	3_MACS_peak_20090_lociStitched
RASA4	0	2_MACS_peak_26363_lociStitched
RASGRP1	0	5_MACS_peak_8667_lociStitched
RASGRP3	0	3_MACS_peak_15075_lociStitched
RASSF5	0	2_MACS_peak_2511_lociStitched
RBM33	0	2_MACS_peak_26869_lociStitched,1_MACS_peak_26868_lociStitched
RBM39	0	2_MACS_peak_17378_lociStitched
RDBP	0	1_MACS_peak_24178_lociStitched
RENBP	0	3_MACS_peak_30260_lociStitched,4_MACS_peak_30267_lociStitched
REPIN1	0	1_MACS_peak_26817_lociStitched,1_MACS_peak_26810_lociStitched,1_MACS_peak_26809_lociStitched
RFX3	1	1_MACS_peak_28191_lociStitched
RGS14	0	1_MACS_peak_23495_lociStitched
RHOF	0	4_MACS_peak_6828_lociStitched
RINL	0	2_MACS_peak_14047_lociStitched
RMI1	0	1_MACS_peak_28656_lociStitched
RNASE4	0	2_MACS_peak_7543_lociStitched
RNASEH2A	0	1_MACS_peak_13474_lociStitched
RNF10	0	1_MACS_peak_6773_lociStitched
RNF126	0	3_MACS_peak_12959_lociStitched
RNF5	0	1_MACS_peak_24188_lociStitched
RNF5P1	0	1_MACS_peak_24188_lociStitched
ROMO1	0	2_MACS_peak_17378_lociStitched
ROR2	0	2_MACS_peak_28763_lociStitched
RPA2	0	1_MACS_peak_571_lociStitched,1_MACS_peak_572_lociStitched
RPIA	0	2_MACS_peak_15690_lociStitched
RPL35	0	2_MACS_peak_29118_lociStitched
RPL41	0	1_MACS_peak_6135_lociStitched,3_MACS_peak_6131_lociStitched,1_MACS_peak_6130_lociStitched
RPLP0	0	1_MACS_peak_6755_lociStitched,2_MACS_peak_6753_lociStitched
RPS15AP10	0	2_MACS_peak_932_lociStitched
RPS16	0	3_MACS_peak_14068_lociStitched
RRM2	0	1_MACS_peak_14791_lociStitched
RSRC2	0	3_MACS_peak_6853_lociStitched
RTBDN	0	1_MACS_peak_13474_lociStitched
RUNDC2A	0	1_MACS_peak_9849_lociStitched
RUNX1	1	5_MACS_peak_17994_lociStitched
RXFP4	0	5_MACS_peak_1939_lociStitched
S1PR5	0	2_MACS_peak_13367_lociStitched
SAE1	0	2_MACS_peak_14307_lociStitched
SCAMP5	0	2_MACS_peak_9256_lociStitched
SCARB1	0	1_MACS_peak_6923_lociStitched
SCARNA1	0	1_MACS_peak_571_lociStitched
SCARNA13	0	1_MACS_peak_8339_lociStitched,1_MACS_peak_8334_lociStitched,2_MACS_peak_8340_lociStitched
SCGB1A1	0	3_MACS_peak_4535_lociStitched,2_MACS_peak_4533_lociStitched,2_MACS_peak_4531_lociStitched
SCNN1B	0	1_MACS_peak_9975_lociStitched
SCYL1	0	2_MACS_peak_4683_lociStitched
SDC1	0	4_MACS_peak_14886_lociStitched,2_MACS_peak_14884_lociStitched
SDCCAG1	0	1_MACS_peak_7804_lociStitched
SEC14L1	0	3_MACS_peak_12212_lociStitched,3_MACS_peak_12208_lociStitched,2_MACS_peak_12216_lociStitched
SEL1L	0	9_MACS_peak_8175_lociStitched
SELPLG	0	4_MACS_peak_6591_lociStitched
SEPT9	0	2_MACS_peak_12216_lociStitched
SETD1B	0	4_MACS_peak_6828_lociStitched
SF3A2	0	2_MACS_peak_13078_lociStitched
SF3B4	0	3_MACS_peak_1734_lociStitched
SH2B1	0	1_MACS_peak_10026_lociStitched
SH2B2	0	2_MACS_peak_26333_lociStitched
SH2D3C	0	2_MACS_peak_29166_lociStitched
SH3D20	0	2_MACS_peak_11616_lociStitched,2_MACS_peak_11613_lociStitched,2_MACS_peak_11618_lociStitched
SH3TC1	0	3_MACS_peak_20770_lociStitched
SHANK2	0	2_MACS_peak_4889_lociStitched
SHC1	0	2_MACS_peak_1880_lociStitched,2_MACS_peak_1883_lociStitched
SHH	0	2_MACS_peak_26869_lociStitched
SIK1	0	2_MACS_peak_18089_lociStitched,5_MACS_peak_18095_lociStitched,4_MACS_peak_18104_lociStitched
SILV	0	1_MACS_peak_6119_lociStitched
