From	To
BHLHE41	TGIF2
BHLHE41	XBP1
BHLHE41	ZBTB38
BHLHE41	ZFP62
BHLHE41	ZFX
BHLHE41	ZNF526
BHLHE41	ZNF574
BHLHE41	ZNF580
BHLHE41	ZNF581
BHLHE41	ZNF775
BHLHE41	ZNF784
CEBPG	AIRE
CEBPG	ARF4
CEBPG	BACH1
CEBPG	BCL6B
CEBPG	BCLAF1
CEBPG	BHLHE41
CEBPG	CEBPG
CEBPG	CHD2
CEBPG	CREB1
CEBPG	CREB3L2
CEBPG	CREM
CEBPG	ERF
CEBPG	ESRRA
CEBPG	FIZ1
CEBPG	FOSB
CEBPG	FOSL1
CEBPG	FOXN3
CEBPG	FOXO3
CEBPG	GABPA
CEBPG	GMEB2
CEBPG	HAP1
CEBPG	HBP1
CEBPG	HES7
CEBPG	HIVEP2
CEBPG	IRF2
CEBPG	IRF4
CEBPG	JUN
CEBPG	JUNB
CEBPG	JUND
CEBPG	KLF13
CEBPG	KLF2
CEBPG	KLF6
CEBPG	KLF7
CEBPG	KLF9
CEBPG	MEF2A
CEBPG	MEF2C
CEBPG	MXI1
CEBPG	MYC
CEBPG	NFE2L2
CEBPG	NFKB1
CEBPG	NR1D2
CEBPG	NR3C1
CEBPG	NR4A2
CEBPG	NR4A3
CEBPG	PRDM1
CEBPG	RARA
CEBPG	RAX2
CEBPG	RELA
CEBPG	RELB
CEBPG	RFX1
CEBPG	RFX7
CEBPG	RORA
CEBPG	SF1
CEBPG	SIN3A
CEBPG	SREBF2
CEBPG	TBX6
CEBPG	TCF12
CEBPG	TCF4
CEBPG	TEAD1
CEBPG	TP53
CEBPG	XBP1
CEBPG	ZBTB1
CEBPG	ZBTB38
CEBPG	ZFP62
CEBPG	ZFP91
CEBPG	ZFX
CEBPG	ZNF143
CEBPG	ZNF16
CEBPG	ZNF250
CEBPG	ZNF460
CEBPG	ZNF48
CEBPG	ZNF483
CEBPG	ZNF490
CEBPG	ZNF524
CEBPG	ZNF526
CEBPG	ZNF543
CEBPG	ZNF574
CEBPG	ZNF580
CEBPG	ZNF581
CEBPG	ZNF592
CEBPG	ZNF771
CEBPG	ZNF775
CEBPG	ZNF784
CEBPG	ZNF791
CEBPG	ZNF805
CHD2	AIRE
CHD2	ARF1
CHD2	ARF4
CHD2	BACH1
CHD2	BBX
CHD2	BCL6B
CHD2	BHLHE41
CHD2	CEBPG
CHD2	CHD2
CHD2	CREB1
CHD2	CREM
CHD2	ERF
CHD2	ESRRA
CHD2	FOSB
CHD2	FOSL1
CHD2	FOXN3
CHD2	FOXO3
CHD2	GABPA
CHD2	GMEB2
CHD2	HAP1
CHD2	HBP1
CHD2	HES7
CHD2	HIVEP2
CHD2	IRF2
CHD2	IRF4
CHD2	IRF7
CHD2	JUN
CHD2	JUNB
CHD2	JUND
CHD2	KLF12
CHD2	KLF13
CHD2	KLF15
CHD2	KLF2
CHD2	KLF6
CHD2	KLF7
CHD2	KLF9
CHD2	MEF2A
CHD2	MEF2C
CHD2	MXI1
CHD2	MYC
CHD2	MYNN
CHD2	MZF1
CHD2	NFE2L2
CHD2	NFKB1
CHD2	NFKB2
CHD2	NR1D2
CHD2	NR3C1
CHD2	NR4A2
CHD2	NR4A3
CHD2	PAX5
CHD2	POU2F2
CHD2	PRDM1
CHD2	PRDM10
CHD2	RARA
CHD2	RAX2
CHD2	RFX1
CHD2	RFX3
CHD2	RFX7
CHD2	RORA
CHD2	RUNX1
CHD2	SF1
CHD2	SIN3A
CHD2	SP3
CHD2	SREBF2
CHD2	TBX6
CHD2	TCF12
CHD2	TEAD1
CHD2	TGIF2
CHD2	XBP1
CHD2	ZBTB1
CHD2	ZBTB20
CHD2	ZBTB38
CHD2	ZFP62
CHD2	ZFP91
CHD2	ZFX
CHD2	ZNF143
CHD2	ZNF16
CHD2	ZNF250
CHD2	ZNF48
CHD2	ZNF483
CHD2	ZNF490
CHD2	ZNF526
CHD2	ZNF574
CHD2	ZNF580
CHD2	ZNF581
CHD2	ZNF592
CHD2	ZNF689
CHD2	ZNF771
CHD2	ZNF775
CHD2	ZNF784
CHD2	ZNF791
CREB1	AIRE
CREB1	BACH1
CREB1	BCL6B
CREB1	BCLAF1
CREB1	BHLHE41
CREB1	CEBPG
CREB1	CHD2
CREB1	CREB1
CREB1	CREB3L2
CREB1	CREM
CREB1	ERF
CREB1	ESRRA
CREB1	FIZ1
CREB1	FOSB
CREB1	FOXN3
CREB1	FOXO3
CREB1	GABPA
CREB1	GMEB2
CREB1	HAP1
CREB1	HBP1
CREB1	HES7
CREB1	HIVEP2
