GENE	TF	ENHANCER_LIST
CHMP5	0	1_MACS_peak_36810_lociStitched
CHRM1	0	1_MACS_peak_6218_lociStitched
CHST11	0	1_MACS_peak_8990_lociStitched
CHST12	0	1_MACS_peak_32888_lociStitched
CHST15	0	9_MACS_peak_5436_lociStitched
CIC	0	1_MACS_peak_18152_lociStitched,1_MACS_peak_18151_lociStitched
CIRBP	0	3_MACS_peak_16991_lociStitched
CISD2	0	2_MACS_peak_27654_lociStitched
CISD3	0	1_MACS_peak_15150_lociStitched
CISH	0	2_MACS_peak_25087_lociStitched
CITED2	0	2_MACS_peak_32453_lociStitched
CKAP4	0	1_MACS_peak_9027_lociStitched
CKLF	0	2_MACS_peak_13871_lociStitched,1_MACS_peak_13870_lociStitched,3_MACS_peak_13873_lociStitched
CKS2	0	1_MACS_peak_37290_lociStitched,2_MACS_peak_37293_lociStitched
CLECL1	0	1_MACS_peak_7675_lociStitched
CLK1	0	1_MACS_peak_21149_lociStitched
CLPTM1L	0	4_MACS_peak_28402_lociStitched
CLTB	0	1_MACS_peak_30308_lociStitched
CMTM1	0	2_MACS_peak_13871_lociStitched,1_MACS_peak_13870_lociStitched,3_MACS_peak_13873_lociStitched
CMTM2	0	3_MACS_peak_13873_lociStitched
CNOT6L	0	1_MACS_peak_27458_lociStitched
CNTF	0	1_MACS_peak_6130_lociStitched
CNTN5	0	3_MACS_peak_6968_lociStitched
COMMD3	0	4_MACS_peak_4303_lociStitched,1_MACS_peak_4307_lociStitched,3_MACS_peak_4297_lociStitched
COX6B2	0	2_MACS_peak_18535_lociStitched
CPEB2	0	1_MACS_peak_26997_lociStitched
CPEB4	0	3_MACS_peak_30266_lociStitched,3_MACS_peak_30256_lociStitched
CPLX3	0	4_MACS_peak_12445_lociStitched
CPNE5	0	11_MACS_peak_31373_lociStitched
CPT1A	0	1_MACS_peak_6579_lociStitched
CPT1B	0	3_MACS_peak_24280_lociStitched,2_MACS_peak_24283_lociStitched
CREB3L2	1	6_MACS_peak_34645_lociStitched,6_MACS_peak_34664_lociStitched,5_MACS_peak_34654_lociStitched
CREBL2	0	1_MACS_peak_7727_lociStitched
CRLF1	0	2_MACS_peak_17751_lociStitched
CROCCP2	0	1_MACS_peak_400_lociStitched
CRYAA	0	6_MACS_peak_23125_lociStitched
CSF2RB	0	2_MACS_peak_23789_lociStitched
CSK	0	4_MACS_peak_12445_lociStitched
CSNK1E	0	1_MACS_peak_23878_lociStitched
CSRNP1	0	2_MACS_peak_24768_lociStitched
CSTB	0	1_MACS_peak_23188_lociStitched
CTAGE4	0	4_MACS_peak_34776_lociStitched
CXCR4	0	3_MACS_peak_20493_lociStitched
CXXC5	0	4_MACS_peak_29790_lociStitched,2_MACS_peak_29785_lociStitched,1_MACS_peak_29804_lociStitched,1_MACS_peak_29802_lociStitched
CYP11A1	0	1_MACS_peak_12415_lociStitched
CYP1A2	0	4_MACS_peak_12445_lociStitched
CYP21A2	0	1_MACS_peak_31194_lociStitched
CYTIP	0	5_MACS_peak_20598_lociStitched,1_MACS_peak_20605_lociStitched
DBN1	0	3_MACS_peak_30349_lociStitched
DBNDD1	0	2_MACS_peak_14393_lociStitched
DBP	1	1_MACS_peak_18376_lociStitched
DCAF15	0	1_MACS_peak_17528_lociStitched
DCPS	0	1_MACS_peak_7373_lociStitched
DCTN2	0	2_MACS_peak_8479_lociStitched
DDIT3	1	2_MACS_peak_8479_lociStitched
DDIT4	0	2_MACS_peak_4797_lociStitched,2_MACS_peak_4792_lociStitched
DDX17	0	1_MACS_peak_23884_lociStitched
DDX3X	0	1_MACS_peak_38540_lociStitched
DDX5	0	1_MACS_peak_15759_lociStitched
DDX6	0	1_MACS_peak_7245_lociStitched
DEAF1	1	1_MACS_peak_5589_lociStitched
DEDD2	0	2_MACS_peak_18147_lociStitched,1_MACS_peak_18151_lociStitched
DEF8	0	2_MACS_peak_14393_lociStitched
DENND1B	0	4_MACS_peak_3109_lociStitched
DENND3	0	2_MACS_peak_36349_lociStitched,5_MACS_peak_36351_lociStitched
DENND5B	0	3_MACS_peak_8007_lociStitched
DERL1	0	1_MACS_peak_36075_lociStitched
DHDH	0	1_MACS_peak_18393_lociStitched
DHRS13	0	2_MACS_peak_14962_lociStitched
DKFZP434I0714	0	2_MACS_peak_28072_lociStitched
DLEU1	0	3_MACS_peak_9939_lociStitched
DLEU2	0	3_MACS_peak_9939_lociStitched
DLL4	0	1_MACS_peak_11792_lociStitched
DMRT2	1	2_MACS_peak_36553_lociStitched
DNAH2	0	2_MACS_peak_14654_lociStitched
DNAJB12	0	2_MACS_peak_4797_lociStitched,3_MACS_peak_4803_lociStitched
DNAJB9	0	2_MACS_peak_34285_lociStitched
DNAJC1	0	1_MACS_peak_4283_lociStitched
DNAJC18	0	2_MACS_peak_29759_lociStitched,3_MACS_peak_29763_lociStitched
DNAJC27	0	1_MACS_peak_18861_lociStitched
DNAJC4	0	3_MACS_peak_6250_lociStitched
DNAJC8	0	4_MACS_peak_718_lociStitched
DNMT3A	0	1_MACS_peak_18878_lociStitched
DOM3Z	0	1_MACS_peak_31194_lociStitched
DPM2	0	2_MACS_peak_37898_lociStitched
DTNB	0	1_MACS_peak_18878_lociStitched
DUSP1	0	1_MACS_peak_30213_lociStitched
DUSP16	0	1_MACS_peak_7727_lociStitched
DUSP22	0	5_MACS_peak_30464_lociStitched,1_MACS_peak_30459_lociStitched
DUSP5	0	1_MACS_peak_5309_lociStitched,5_MACS_peak_5294_lociStitched
DYRK1A	0	1_MACS_peak_23048_lociStitched
ECH1	0	2_MACS_peak_17980_lociStitched
EDEM1	0	4_MACS_peak_24349_lociStitched,4_MACS_peak_24343_lociStitched
EFCAB2	0	1_MACS_peak_3847_lociStitched
EFNA2	0	3_MACS_peak_16991_lociStitched
EFNB3	0	2_MACS_peak_14654_lociStitched
EHBP1L1	0	6_MACS_peak_6352_lociStitched,1_MACS_peak_6360_lociStitched
EHD4	0	1_MACS_peak_11828_lociStitched
EID3	0	1_MACS_peak_8988_lociStitched
EIF2A	0	1_MACS_peak_26138_lociStitched
EIF2AK3	0	4_MACS_peak_19917_lociStitched
EIF3B	0	1_MACS_peak_32888_lociStitched
EIF5	0	2_MACS_peak_11362_lociStitched
ELANE	0	1_MACS_peak_16945_lociStitched
ELL2	0	4_MACS_peak_29212_lociStitched,3_MACS_peak_29205_lociStitched
ELL3	0	1_MACS_peak_11864_lociStitched
EMG1	0	2_MACS_peak_7623_lociStitched
EMP3	0	3_MACS_peak_18363_lociStitched
ENO2	0	2_MACS_peak_7623_lociStitched
ENPP6	0	1_MACS_peak_28259_lociStitched,2_MACS_peak_28256_lociStitched
ENSA	0	3_MACS_peak_2321_lociStitched,1_MACS_peak_2326_lociStitched
EPB41	0	4_MACS_peak_754_lociStitched
EPC1	0	1_MACS_peak_4429_lociStitched
EPS15	0	1_MACS_peak_1211_lociStitched
EPS8L2	0	1_MACS_peak_5589_lociStitched,1_MACS_peak_5593_lociStitched
ERF	1	2_MACS_peak_18147_lociStitched,1_MACS_peak_18152_lociStitched,1_MACS_peak_18151_lociStitched
ERGIC1	0	2_MACS_peak_30216_lociStitched
ERN1	0	4_MACS_peak_15724_lociStitched,2_MACS_peak_15743_lociStitched
ERV3	0	5_MACS_peak_33689_lociStitched
