From	To
FOXP2	FOXP2
FOXP2	HBP1
FOXP2	JUNB
FOXP2	JUND
FOXP2	KLF13
FOXP2	KLF6
FOXP2	LTF
FOXP2	MAF
FOXP2	MAZ
FOXP2	MEF2D
FOXP2	MYC
FOXP2	NFE2L2
FOXP2	NFE2L3
FOXP2	SF1
FOXP2	SIN3A
FOXP2	TBX10
FOXP2	TFAP4
FOXP2	TGIF1
FOXP2	XBP1
FOXP2	ZBTB38
FOXP2	ZBTB7B
FOXP2	ZFP91
FOXP2	ZNF580
FOXP2	ZNF581
FOXP2	ZNF689
FOXP2	ZNF775
FOXP2	ZNF784
HBP1	AIRE
HBP1	ARID3A
HBP1	ARID5A
HBP1	ATF3
HBP1	BCL11A
HBP1	CAD
HBP1	CAMTA1
HBP1	CTCF
HBP1	DDIT3
HBP1	E2F3
HBP1	FOXH1
HBP1	FOXO3
HBP1	FOXP2
HBP1	HBP1
HBP1	JUNB
HBP1	JUND
HBP1	KLF13
HBP1	KLF6
HBP1	LTF
HBP1	MAF
HBP1	MEF2D
HBP1	MYC
HBP1	NFE2L2
HBP1	NFE2L3
HBP1	SF1
HBP1	SIN3A
HBP1	SP3
HBP1	SREBF2
HBP1	TBX10
HBP1	TGIF1
HBP1	XBP1
HBP1	ZBTB38
HBP1	ZBTB7B
HBP1	ZFP91
HBP1	ZNF423
HBP1	ZNF580
HBP1	ZNF581
HBP1	ZNF689
HBP1	ZNF775
HBP1	ZNF784
JUNB	AIRE
JUNB	ARID5A
JUNB	ATF3
JUNB	CAD
JUNB	CAMTA1
JUNB	CEBPB
JUNB	CTCF
JUNB	DDIT3
JUNB	E2F3
JUNB	FOSL1
JUNB	FOXO3
JUNB	FOXP2
JUNB	HBP1
JUNB	JUNB
JUNB	JUND
JUNB	KLF13
JUNB	KLF6
JUNB	LTF
JUNB	MAF
JUNB	MAZ
JUNB	MYC
JUNB	NFE2L3
JUNB	NOTCH1
JUNB	SF1
JUNB	SREBF2
JUNB	TBX10
JUNB	TFAP4
JUNB	TGIF1
JUNB	XBP1
JUNB	ZBTB38
JUNB	ZBTB7B
JUNB	ZFP91
JUNB	ZNF580
JUNB	ZNF581
JUNB	ZNF689
JUNB	ZNF775
JUNB	ZNF784
JUND	AIRE
JUND	ARF1
JUND	ARID3A
JUND	ARID5A
JUND	ATF3
JUND	BCL11A
JUND	CAD
JUND	CAMTA1
JUND	CEBPB
