From	To
CREB3L2	ETS1
CREB3L2	ETV3
CREB3L2	FLI1
CREB3L2	FOSL2
CREB3L2	FOXO3
CREB3L2	HBP1
CREB3L2	HES1
CREB3L2	HES6
CREB3L2	HEY1
CREB3L2	HEY2
CREB3L2	HIVEP2
CREB3L2	IRF1
CREB3L2	IRF2
CREB3L2	IRF4
CREB3L2	IRF5
CREB3L2	JUN
CREB3L2	JUND
CREB3L2	KLF13
CREB3L2	KLF2
CREB3L2	KLF3
CREB3L2	KLF6
CREB3L2	KLF9
CREB3L2	MEF2C
CREB3L2	MEF2D
CREB3L2	MNT
CREB3L2	MXI1
CREB3L2	MYC
CREB3L2	MYNN
CREB3L2	NFE2L2
CREB3L2	NFIL3
CREB3L2	NFKB1
CREB3L2	PKNOX1
CREB3L2	PRDM1
CREB3L2	PRDM10
CREB3L2	PRDM15
CREB3L2	RARA
CREB3L2	RUNX1
CREB3L2	RUNX2
CREB3L2	SIN3A
CREB3L2	SMAD7
CREB3L2	SREBF2
CREB3L2	TBX6
CREB3L2	TCF3
CREB3L2	TFAP4
CREB3L2	VDR
CREB3L2	VSX1
CREB3L2	XBP1
CREB3L2	ZBED6
CREB3L2	ZBTB38
CREB3L2	ZBTB7B
CREB3L2	ZEB1
CREB3L2	ZFP91
CREB3L2	ZNF124
CREB3L2	ZNF189
CREB3L2	ZNF212
CREB3L2	ZNF217
CREB3L2	ZNF22
CREB3L2	ZNF334
CREB3L2	ZNF367
CREB3L2	ZNF436
CREB3L2	ZNF490
CREB3L2	ZNF710
CREB3L2	ZNF775
CREB3L2	ZNF791
CREB3L2	ZXDA
CTCF	AIRE
CTCF	ARF1
CTCF	ARID3A
CTCF	ARID3B
CTCF	ARID5A
CTCF	ATF3
CTCF	ATF4
CTCF	ATF6
CTCF	BACH2
CTCF	BARX2
CTCF	BCL6B
CTCF	BHLHE41
CTCF	CAMTA2
CTCF	CHD2
CTCF	CREB3L2
CTCF	CTCF
CTCF	CTCFL
CTCF	DDIT3
CTCF	DEAF1
CTCF	E2F2
CTCF	E2F3
CTCF	ELF2
CTCF	ELK3
CTCF	ETS1
CTCF	ETV3
CTCF	FLI1
