From	To
CAMTA1	ZNF768
CAMTA1	ZNF785
CAMTA1	ZNF846
CAMTA1	ZXDA
CAMTA2	ATF4
CAMTA2	ATF5
CAMTA2	CAMTA1
CAMTA2	CHD2
CAMTA2	E2F1
CAMTA2	ELF2
CAMTA2	FOSB
CAMTA2	FOXH1
CAMTA2	IKZF3
CAMTA2	IRF2
CAMTA2	IRF4
CAMTA2	JUNB
CAMTA2	KLF16
CAMTA2	MAZ
CAMTA2	MLX
CAMTA2	MYC
CAMTA2	NR3C1
CAMTA2	PRDM1
CAMTA2	RARG
CAMTA2	SMAD7
CAMTA2	SNAI3
CAMTA2	ZBTB7B
CAMTA2	ZNF341
CAMTA2	ZNF740
CHD2	ARF1
CHD2	ARID3B
CHD2	ARID5A
CHD2	ATF4
CHD2	ATF5
CHD2	ATF6
CHD2	BCL6B
CHD2	BHLHE22
CHD2	CAMTA1
CHD2	CAMTA2
CHD2	CHD2
CHD2	CREB3L4
CHD2	CTCFL
CHD2	CUX1
CHD2	DBP
CHD2	E2F1
CHD2	E2F2
CHD2	E2F3
CHD2	E2F4
CHD2	ELF2
CHD2	ETS1
CHD2	ETV6
CHD2	FHL1
CHD2	FIZ1
CHD2	FLI1
CHD2	FOSB
CHD2	FOXH1
CHD2	FOXO3
CHD2	FOXO4
CHD2	FOXR1
CHD2	HDAC1
CHD2	HSF4
CHD2	ID1
CHD2	IKZF3
CHD2	IRF1
CHD2	IRF2
CHD2	IRF3
CHD2	IRF4
CHD2	JUNB
CHD2	KLF1
CHD2	KLF10
CHD2	KLF13
CHD2	KLF16
CHD2	KLF3
CHD2	KLF6
CHD2	KLF9
CHD2	LTF
CHD2	MAF
CHD2	MAFF
CHD2	MAFG
CHD2	MAZ
CHD2	MEF2D
CHD2	MLX
CHD2	MNX1
CHD2	MYC
CHD2	MZF1
CHD2	NFATC2
CHD2	NFE2
CHD2	NFE2L1
CHD2	NFE2L2
CHD2	NFE2L3
CHD2	NFIX
CHD2	NFKB1
CHD2	NR1D1
CHD2	NR3C1
CHD2	PBX2
CHD2	PLAGL1
CHD2	POU2F1
CHD2	PRDM1
CHD2	PRDM5
CHD2	RARA
CHD2	RARG
CHD2	RELB
CHD2	RUNX2
CHD2	RUNX3
CHD2	RXRA
CHD2	SMAD7
CHD2	SNAI3
