GENE	TF	ENHANCER_LIST
DOM3Z	0	1_MACS_peak_24316_lociStitched
DONSON	0	1_MACS_peak_18046_lociStitched
DPM1	0	2_MACS_peak_17674_lociStitched,1_MACS_peak_17673_lociStitched
DSCAML1	0	1_MACS_peak_5670_lociStitched
DUSP16	0	2_MACS_peak_6070_lociStitched
DUSP22	0	2_MACS_peak_23817_lociStitched,1_MACS_peak_23819_lociStitched,1_MACS_peak_23822_lociStitched,2_MACS_peak_23824_lociStitched
DUSP26	0	3_MACS_peak_27541_lociStitched,1_MACS_peak_27540_lociStitched
DUSP4	0	2_MACS_peak_27485_lociStitched,2_MACS_peak_27492_lociStitched
DUSP5	0	3_MACS_peak_4132_lociStitched
DUSP6	0	2_MACS_peak_6799_lociStitched
DYNLL1	0	2_MACS_peak_7156_lociStitched
DYRK1A	0	2_MACS_peak_18109_lociStitched
E2F2	1	2_MACS_peak_339_lociStitched
E2F3	1	2_MACS_peak_24061_lociStitched
E2F6	1	2_MACS_peak_14903_lociStitched,2_MACS_peak_14906_lociStitched
E4F1	1	1_MACS_peak_10289_lociStitched
ECE1	0	2_MACS_peak_317_lociStitched
ECH1	0	2_MACS_peak_14254_lociStitched
EDEM3	0	3_MACS_peak_2095_lociStitched
EDNRB	0	4_MACS_peak_7891_lociStitched
EEF1A1	0	1_MACS_peak_24719_lociStitched
EEF1DP3	0	4_MACS_peak_7527_lociStitched
EFCAB2	0	1_MACS_peak_2918_lociStitched
EFCAB4A	0	1_MACS_peak_4382_lociStitched
EFEMP2	0	2_MACS_peak_5084_lociStitched
EGLN2	0	1_MACS_peak_14329_lociStitched
EHBP1L1	0	2_MACS_peak_5073_lociStitched,1_MACS_peak_5072_lociStitched
EHD1	0	1_MACS_peak_5024_lociStitched
EHF	1	1_MACS_peak_4739_lociStitched
EIF2AK3	0	3_MACS_peak_15708_lociStitched
EIF3B	0	2_MACS_peak_25664_lociStitched
EIF5	0	3_MACS_peak_9053_lociStitched
ELMO1	0	3_MACS_peak_26027_lociStitched
EMG1	0	3_MACS_peak_5992_lociStitched
ENAM	0	3_MACS_peak_21260_lociStitched,4_MACS_peak_21263_lociStitched
ENO2	0	3_MACS_peak_5992_lociStitched
ENOPH1	0	1_MACS_peak_21431_lociStitched
ENSA	0	1_MACS_peak_1488_lociStitched,2_MACS_peak_1485_lociStitched
EPB41L1	0	2_MACS_peak_17448_lociStitched,1_MACS_peak_17445_lociStitched
EPC1	0	1_MACS_peak_3374_lociStitched
EPCAM	0	3_MACS_peak_15293_lociStitched,1_MACS_peak_15296_lociStitched
EPN1	0	1_MACS_peak_14703_lociStitched
EPN2	0	2_MACS_peak_11686_lociStitched
EPR1	0	1_MACS_peak_12670_lociStitched
EPS15L1	0	2_MACS_peak_13975_lociStitched
ERC1	0	2_MACS_peak_5906_lociStitched
ERGIC1	0	1_MACS_peak_23675_lociStitched
ERP29	0	2_MACS_peak_7057_lociStitched
ESRRA	1	1_MACS_peak_5014_lociStitched
ETF1	0	1_MACS_peak_23383_lociStitched
