DMSO_RPMI8226	KB528_1Hr_RPMI8226	KB528_3Hr_RPMI8226	KB528_6Hr_RPMI8226	KB528_24Hr_RPMI8226
RNF207	13.533092518818	13.3033980977273	9.0634296731791	7.98857814670112	14.3228768411654
ICMT	51.6789898528505	59.0424930406568	75.5449220223558	94.897735056318	59.1314193611208
LINC00337	0.463444280067029	0.674612624848486	0.63418148885331	0.70932440784612	1.00170576341419
GPR153	1.46278360125982	1.97023186828683	1.20063049817331	1.19578264903026	3.06396098001201
ACOT7	120.280018889102	118.650831250124	114.381706455546	121.654259971307	138.165216850836
ESPN	4.46392900216749	5.24642973527071	5.34941255935334	4.55803284432842	3.06909793705264
TNFRSF25	86.6864758827394	71.1495168703868	59.598722158913	48.8686715758164	46.9004977009197
PLEKHG5	1.66218833586303	1.90075621845328	1.50795559622819	1.17878297144818	2.26680962835457
NOL9	11.4207153914795	15.6437323367901	17.5679884072335	16.3959028506414	13.5380882720358
ZBTB48	30.0090541857327	31.3898414299819	33.9307041702338	31.0674384577081	30.2105366640786
KLHL21	58.0243483426012	89.4025949141481	87.1857209941536	82.176452806085	52.2047948768357
PHF13	14.5246836989441	9.84641566150556	12.0767768533703	22.8367716674468	24.8920262947163
THAP3	10.7882703233168	8.41590294685734	13.3541154527131	19.5006608347618	13.7042722844242
DNAJC11	72.6218697042594	81.775183555924	83.758170870843	84.4950165601215	67.2186248907931
CAMTA1	8.49648178598359	8.25464594409776	8.2054989395711	7.73581127778158	9.39103803535986
VAMP3	33.1148156321361	37.293857351929	48.434667950668	56.0577661878636	41.330867613042
PARK7	759.978905432727	728.821094601187	741.466388651534	761.65527764989	818.863652004209
ERRFI1	1.20486527420549	1.83828622978744	2.07943515709574	1.45323385176603	1.64440561867548
RERE	35.6059183974256	45.1995835203131	23.3220719822263	28.891818868572	40.0018562580307
ENO1	2492.10672842966	2339.05739899833	2367.63609727363	2509.45148208859	2064.58952414805
MIR6728	2.27102126505488	5.35763853804277	6.45727628610581	4.71823026593755	2.01738029981762
ENO1-AS1	2.83464663816941	2.53006546195785	2.36117801274132	2.17046678229659	4.33187571303164
SLC2A5	6.50704869375633	7.77673835849355	5.2645142581485	3.43139643189127	1.0990328559683
GPR157	3.51098903392792	2.88358479546637	2.32783706767295	1.93768392191966	3.52439656521348
H6PD	4.63891408596188	5.3690089537714	4.99907769802684	5.40441972311744	11.7851843369724
SPSB1	8.17738289188669	9.80040231810699	5.99467003249484	11.9604891207352	7.48316927981878
SLC25A33	36.8460874905078	49.6701019757166	63.4306790407614	47.5843161439959	33.2178804925841
TMEM201	19.9123959338706	24.7849120987588	28.8752218740568	31.4071371725003	20.1135808230626
PIK3CD	1.55451274076631	1.55801126839546	0.734803934596167	0.495326511758771	2.0981094490227
PIK3CD-AS2	16.2121119151908	13.8107109997901	12.4794771220761	10.8933763523268	13.5902623488698
CLSTN1	74.7667811447114	86.5618037687833	74.508186546877	103.556194488474	111.755564461865
CTNNBIP1	9.18551995297465	9.19235655594881	10.5982291918931	11.5320766265579	16.2503706433068
LZIC	39.6593082607121	37.1756607848483	37.6655838648221	45.0553496886578	48.1860710580384
NMNAT1	3.00098795102452	3.3508833167467	5.8278489405509	5.11276631562476	6.70875416304223
UBE4B	41.7875278866229	46.9327651596542	35.2514771142965	49.5509414654266	52.6556934557245
KIF1B	4.68885469777622	5.38464876001084	4.33099897831196	6.49055540730088	8.8830533306322
RNU6-2	0.673692577543449	1.10719743764049	0.774674992541697	0.943682031506023	0.776268783488402
PGD	323.37502682959	328.623130599639	328.860758942055	361.149104691698	308.18489350933
APITD1	5.93102776028463	5.56668249520813	5.74494199604731	6.95430309167558	7.5297023092404
DFFA	52.1221382842434	50.2889896275545	43.6126680089379	50.1714072691502	55.1457985291635
PEX14	30.9293417457782	30.7259131264524	33.0572219157967	39.8184953572759	41.1595318424471
TARDBP	106.27088385888	108.806843611373	90.2994396476536	108.277050976552	116.042906414062
SRM	1064.63495660744	1167.81296177163	1206.84417677293	1289.23498782347	764.091425618661
EXOSC10	80.1914117757462	84.0427734714551	95.137495015863	132.838606413203	99.6490070225384
MTOR	38.2994853574972	42.8687376153978	34.8518115719467	50.1464568296838	48.7899092110231
UBIAD1	40.8368676415097	52.3319345443677	64.5138882975499	47.4944396309924	34.5008806607064
PTCHD2	1.20851342668594	1.46861299956189	1.36930392214121	0.811163689650483	0.370268633961461
FBXO2	0.672290525415048	0.870277540460191	0.777427029435486	0.631434286191804	1.51011573648223
FBXO44	3.18647670645767	3.25992166741443	2.27358701563478	2.88842730838947	5.35576067643429
FBXO6	0.657317139324708	0.554439314254071	0.649962216151911	0.590342666988828	1.68922763158698
MAD2L2	167.213358813919	161.124270231572	156.472211000791	176.569262056942	199.011612901618
AGTRAP	82.2835658051809	80.5556412442391	64.6488337775042	55.1202815766293	60.1961394051759
MTHFR	18.8192698447439	19.663218962827	8.93072460324459	9.93342458809232	11.7063346494341
CLCN6	10.5412607190443	12.7252496053862	7.13678333391459	8.64035036208113	9.98935142668893
NPPA-AS1	1.89072178170884	2.61653796165769	1.25312496820905	1.40391142634909	1.34857386421393
KIAA2013	228.111947447265	203.692390793911	190.359185569268	200.070538914665	195.387828345192
PLOD1	135.100472865731	142.164225763872	112.666532140881	136.215796763968	205.586614241897
MFN2	82.707305986553	97.5258491583399	101.300677736396	132.156974369351	89.8298355047626
MIIP	79.1104094219242	77.3930337716384	72.3253924837534	78.9879847911305	64.6987807548653
TNFRSF8	24.6526937942785	25.9939333322088	22.6080009284125	27.603333687189	18.6636973226407
TNFRSF1B	57.9715088813904	58.5620904431452	37.424226874735	23.6704822079641	38.8154592930091
VPS13D	4.77023671044205	5.95102884422503	3.99673780119498	5.92190437513352	7.49345940172579
DHRS3	44.4163694937851	41.9450317853737	25.2215155527941	17.0462077629634	47.9729659196677
PRAMEF11	5.25416260288652	2.87631441615864	0.486115903487625	1.07805064867826	8.09483728782432
PRAMEF2	2.11147664806157	1.20972100018114	0.116281241403703	0.288329995701916	2.18310187991227
PRAMEF4	15.8167126417447	10.7119371787478	2.46591601593826	2.48496470690834	18.985031540293
LRRC38	1.5917072171063	1.51745583284935	0.291284981899028	0.186871098072041	0.544964776642251
PRDM2	12.0512745419667	17.0695708482766	17.4672256896307	17.2096324737935	14.5459410749471
KAZN	5.04869538505936	5.8711277706206	5.72969610525135	5.29483992104976	4.58727082318188
TMEM51-AS1	0.885185098961558	0.73678604228715	0.247528368648662	0.0905582950883176	0.694916178149534
TMEM51	13.830768906244	12.9197334874237	3.62235050472162	6.89068366392219	11.0505644539028
EFHD2	105.644991673618	105.384288866068	109.731222401855	116.945021233447	109.450121738128
CASP9	11.8273379042176	11.5756952254685	9.10901132703476	10.3386469046782	12.6433464376045
DNAJC16	7.55988318041561	7.60267809805387	7.70262903857859	9.36523473516205	9.27057951793886
AGMAT	25.5942832956983	24.7079675021068	22.9100122210371	22.2900354496851	20.381007210698
DDI2	12.7057150064605	13.572122751256	11.3675140558717	14.9902283812192	10.8656915352062
RSC1A1	10.6023170862468	11.9455971598311	10.4261291699195	13.4061008734674	9.52136345614268
PLEKHM2	53.6024382729222	58.8964032544711	58.7971627747053	79.6291142556033	71.394164503123
SLC25A34	0.402570326584177	0.864647459817202	0.869879057115069	0.68991123920573	0.486824694071522
UQCRHL	19.0616434882741	22.2374996691862	21.3996302540891	17.8064544658225	20.8946090838159
FLJ37453	5.35278698558596	5.55052840682485	5.07761607908585	4.71306118329444	7.16541248283833
SPEN	28.1900525963796	34.1553139046448	34.9504600892391	45.2987323336225	28.7270894295518
ZBTB17	26.3983102195626	30.1027964382474	35.2157949843689	36.1330521198093	34.4336631678298
FAM131C	1.76430512452005	1.83201539961724	1.60887431407681	0.905763985807081	0.730127314671147
ARHGEF19	9.28409683441058	11.2650193826388	14.6986161824902	11.1022046304847	10.1842721364008
RSG1	13.5137147623113	11.0620045205697	9.25441412417203	13.2173848310379	20.3268036848563
FBXO42	8.7539634513126	9.2519199309872	13.6547679407749	13.5742446124056	13.6166757192083
SZRD1	119.495148857228	126.376899081528	108.518034740404	118.124419562501	136.987843244699
NECAP2	85.7450821721521	71.3191447087815	55.1583637431008	57.5190759595011	87.9041420206394
CROCCP3	1.38243314758746	1.09500033232427	1.07111223130882	1.74412032061765	3.00551993258914
NBPF1	1.80139775214347	1.88765555741067	2.73619709458623	4.38610921075513	3.98663974360275
CROCCP2	49.2269606275518	44.9990249829901	47.0982053112854	63.314144529669	73.8801277809593
MST1P2	1.47476965076892	1.41461419224618	1.35591931357262	1.6000227931007	3.45793737032065
CROCC	14.4925586734858	15.1575951974217	12.5343014508066	13.6411377000387	22.3454783980813
MFAP2	0.961084479306443	1.31967709945388	1.09860705072562	0.671755597996049	1.44858609475264
ATP13A2	47.5442018981124	51.1406476883826	45.673486259082	52.9127453008156	62.5517753973165
SDHB	291.366505719641	264.000093017833	270.466195201981	278.323854561973	251.788744221926
PADI4	3.11695529404264	3.77120864698307	3.24610703025805	2.56188185818141	2.12991565402995
RCC2	216.274974973414	225.911112917922	192.376829841371	238.128144442297	250.292879168523
ARHGEF10L	4.05601850441485	4.69506477768525	2.50313003562739	1.89360402960574	4.93123280324895
ACTL8	81.6995731743722	79.2228414269975	78.4136331037596	80.7514054179208	51.8798325201995
IGSF21	12.3072234832329	12.4391123793564	10.2886231355768	8.09612538940696	4.58415661583289
ALDH4A1	14.5185693691936	15.178976744006	14.4637334574819	15.5692812529401	18.551053949512
IFFO2	11.4971895379568	13.5453132149425	10.708642241784	12.5187404837763	10.2410862773299
UBR4	41.7558604393032	50.7716351214628	38.3168655953539	52.2381235458433	54.2232061632848
EMC1	58.1231108998309	65.4055844922632	60.5610705285731	68.0996515877903	64.1106309180038
MRTO4	174.636561023856	193.387213449879	218.335204970125	194.817615507046	130.085344538437
AKR7L	0.475843731464217	0.497982268812995	0.936999586901481	0.463722174215721	0.878267905029973
AKR7A3	1.80875743720801	1.74263982713915	2.60738948722092	2.08411119355666	2.20965587101441
LOC100506730	2.00070032149481	2.51161754954597	3.05072020334894	3.04337350974909	3.56874148024072
AKR7A2	88.8121853627659	85.3681840851519	86.0870822855414	96.4901411802905	119.114228255626
PQLC2	4.20430498499774	4.31645900188552	3.95220652465988	6.20935712701971	8.61002128939276
CAPZB	143.506006500168	149.240649997624	140.138403759528	148.211987221384	176.471657370872
MINOS1	78.8139331448872	74.6449157345993	77.0916627236756	69.7297609172165	74.6335292698158
RPS14P3	3.17447727443847	4.68727917156089	2.23629947927549	2.74928890162046	1.42696816963381
TMCO4	12.2027429789492	12.8505058878097	9.15158170543263	7.68432552814514	15.1410651588753
OTUD3	4.24049723113026	6.17950596923524	7.54100053059104	6.89673882361752	5.1750930401842
MUL1	49.2118787553989	57.1297608137179	73.2370751458403	83.4369621285772	49.6148587115573
PINK1	12.9164505399809	12.3238480899697	12.073038690678	17.4666836463671	31.8501056991878
PINK1-AS	5.79618540594645	7.07817873595841	6.58127737267505	6.91794776509213	5.27198748644819
DDOST	539.447877768215	559.136918101685	528.843631756339	572.927498047389	539.933466249839
HP1BP3	122.689066724493	136.501653685419	121.156553033681	158.897402203193	176.614002004076
EIF4G3	19.4040177386699	21.5733515864905	16.9503461146886	22.3417148552768	30.7470041870539
ECE1	30.2788068360691	36.8259218410263	32.1296111886405	32.4488034469692	31.2441016522365
LOC100506801	1.69356778747363	1.41348969069432	0.532647368097801	0.422456089158649	1.46759169577668
NBPF3	5.71115945092603	4.98181573286891	4.92463499503243	5.476042869552	6.04173891810701
RAP1GAP	1.05945670153071	0.937347759913415	0.717973861981707	0.542483302072693	1.20141092965124
USP48	36.8142785385504	39.9289054867504	34.2935322756698	35.7747392291358	44.627979813694
HSPG2	1.1293264052456	1.2617135376794	0.580996915876271	0.408294221908294	0.764395533507028
LOC101928043	1.51306398765585	1.84257259594062	1.4754101986856	1.04589952045864	2.66083072214169
LINC00339	32.0668968863486	25.5532996909867	16.8859040428507	17.3963651676787	38.3498540898798
CDC42	123.951291209112	125.444011542842	124.208762670563	138.478778510806	139.66747454605
ZBTB40	12.5111416765702	13.840516189846	11.3943277165407	17.4169443968434	16.5060549230375
C1QA	0.904156834571212	0.96390313823243	0.811832495815005	0.64313823159304	0.251963782803362
EPHB2	5.26516521619711	5.51350710026686	4.43978754042171	2.77787986544367	2.15515609843167
KDM1A	94.9642940861515	94.6015001681655	83.9046637411368	90.9640604685163	128.514400823221
LUZP1	4.40567603344656	5.09049880923262	5.85447960965626	7.56293740579388	5.87949218523677
LINC01355	3.31320954292239	3.40123438265824	3.07683901902919	3.15847527217835	6.19017540923928
HNRNPR	86.7020623180888	91.7191207749583	96.2833015406684	109.250452078995	94.1972540206634
ZNF436	5.15131933110742	3.70214710260132	4.88509477669403	6.15518705378688	5.34089752435424
ZNF436-AS1	3.25667591252895	1.78999856873078	1.53933149667835	2.7409175821473	3.91320164884759
E2F2	60.9785644472011	60.9540772114535	39.1406565872619	61.3385644787718	59.1085329184867
ID3	13.1179585295658	15.3243238609988	7.17662195715378	6.24521151131181	39.5299644720749
RPL11	4237.64422893815	3934.28426858447	4026.94295545566	4023.83020512193	3964.84548356717
TCEB3	42.9424914031392	46.97265421385	52.2250207931293	57.5672225465587	43.3056515417669
TCEB3-AS1	21.4782646303457	16.5917275827168	11.4428113456525	12.1304441289168	28.2675603026764
PITHD1	105.705244456093	122.952062417326	158.170987675841	178.755984272562	92.8268770176507
LYPLA2	164.7939871254	159.487299612921	160.063029640833	173.17933591126	189.238806069955
GALE	35.9126747801016	32.9370876775019	32.1030904117179	31.2516214659785	43.3961469651209
HMGCL	16.1981507006589	16.11555973646	14.5955595102741	12.7119184550695	35.0299366191706
FUCA1	18.652608519933	19.8848591729108	19.8747306507901	21.978097368254	27.6901631697078
PNRC2	90.5778180528512	87.5799832751678	90.4176734508244	132.263013380924	112.894990971075
SRSF10	19.9873865113569	25.9968173626289	25.5719102476381	27.1980024179605	24.8053321413595
IFNLR1	4.63766043471929	2.89441399549844	1.38962216140798	3.65717197568303	5.65789065798518
GRHL3	0.521935221421127	1.09628455583254	0.366902868205473	0.151109331660949	0.0837089461460174
STPG1	2.78581872482409	2.40868894831824	1.8765954613761	2.6022924804067	5.51193687806337
NIPAL3	24.4530764518736	25.5785235715194	17.6546498758754	22.8404274914864	30.5176656646758
RCAN3	0.783327050631822	1.01837585375538	0.777677229882864	0.918519058813046	2.24944512477358
SRRM1	57.7131008747535	69.9304059621218	77.2644594320586	84.2902583346767	69.6502896679801
CLIC4	47.9470715178688	54.5426788479671	45.4979960945312	45.0384421661222	53.8839920903813
RUNX3	40.1609853513096	53.6301434889664	53.949875308282	50.0720486313904	37.5448532223313
SYF2	58.1129268528619	56.130941423662	63.1808357281066	70.7865282270591	62.5969575556889
RSRP1	97.8878901799808	128.99935037323	137.683984871346	128.556487583602	113.758036762399
TMEM50A	84.9470796527157	91.8747663806019	90.9537060730613	102.137314178691	117.479147499048
RHCE	1.38612622185792	1.74799990167805	1.78636738807796	1.64282054405218	3.84708077194629
TMEM57	30.5975718644711	33.9650311975205	31.7601270999452	44.2059031684806	25.9585128089131
LDLRAP1	71.9006890385327	73.7802489828625	49.2572257466841	49.1490003585653	53.4010999984716
SEPN1	1.90336989568134	2.20622382952012	1.74393607450352	1.76864795434282	4.97642186289985
MTFR1L	16.8073217886365	15.5630573130459	13.6571202515361	17.0756190976816	25.4089991273263
AUNIP	13.5242986487729	14.8409676149919	21.1261995748095	17.83962768766	17.1986805991742
PAQR7	2.91661528384676	3.01895402327168	2.01759109100937	1.42278536048898	3.38322033527598
STMN1	155.761774616488	149.819771427469	142.204147157089	149.774196783639	212.517004680765
PAFAH2	8.23346591444009	7.35327562788333	7.75328976152372	14.6862333172502	12.27823751333
PDIK1L	11.3850697276268	9.50885066196139	10.8583467613053	12.8967059931342	12.5631947754278
ZNF593	178.058515560414	169.857494103731	192.619312275737	188.081520682169	142.065494867133
CEP85	39.6982342332865	37.1310186257761	39.1380382779326	51.9991759781402	49.7745766807737
SH3BGRL3	108.241804413574	114.351284896397	109.726765482036	131.756431331439	161.208935446393
UBXN11	43.1017501573544	45.5272008226385	43.6708566429634	47.8003845316694	46.974729946727
DHDDS	29.9539069137459	31.977347581118	38.529253793123	40.8750125116152	30.77203630288
LOC101928324	0.853467297764527	1.04760038047988	0.362357431990242	0.810705932222108	2.97560270462316
HMGN2	553.49399603215	612.954664479987	685.113821173865	906.202992552038	873.608970939104
RPS6KA1	41.2088772482522	41.7844375747622	33.6360051313222	40.1422190527471	56.5298499416003
ARID1A	47.7819663604191	54.7472506242154	46.7925192779054	65.3077282219183	61.647273524313
PIGV	17.1317223633088	15.1851854230156	11.0406711965572	13.3017179577674	25.3246295882946
ZDHHC18	28.7445228984663	30.6984306536739	32.4493081193396	45.2717157240929	33.7427431844989
SFN	40.1274837106007	34.8738246480779	27.2640282938263	14.9788968717347	14.5766140212487
GPN2	65.2437501771587	60.3322883232173	63.0051266918632	72.8165568963208	68.2860478261167
GPATCH3	16.944085628365	22.9639587861684	29.8236938409579	28.6424973891548	18.322835859253
NUDC	295.15903081256	292.565995247277	315.242297339441	343.952326700968	303.890001582041
KDF1	9.69030150944971	7.25664995295269	8.24127516863672	10.2927665208083	13.4326357356645
TRNP1	4.37719885702057	3.84683369533115	3.70035800912425	2.34836221071345	3.60955279206796
SLC9A1	7.68902014592542	10.4921025156073	16.5492862331078	19.0635199669861	11.4147103742252
WDTC1	31.8725899852665	35.2650073255003	28.3576357545095	33.1470416372605	56.8308445544526
TMEM222	41.4407758634384	54.2942530492053	77.942442441016	75.6077350488399	44.5061625602541
ACTG1P20	1.35639881635078	2.56056036728054	1.96662863579515	1.8348553233933	1.38022215283836
SYTL1	40.3011444036596	38.7339822711033	27.1911263044053	20.5934022435994	28.0056614468221
MAP3K6	5.55919234239126	5.88294062188859	4.05831694379678	6.42229079610998	12.8641514083069
GPR3	4.78123094682203	4.89101303184804	2.58034495964903	5.00982718815304	5.02966351395159
WASF2	70.6822516790661	80.6553395239447	72.6134538641888	93.2338314586757	96.0605884652982
AHDC1	3.16072080150522	3.04825867135682	2.70945020487031	3.62941045154095	3.70198375393187
IFI6	48.4441479370909	46.070742461882	45.602559427369	46.8281439044751	58.6816470393702
FAM76A	6.51455283363978	6.75577179877681	9.06626253403609	8.6730498606674	8.64663284988741
STX12	16.8584181240063	15.9449419802802	16.4035245472116	21.0435478651358	22.9372483671971
PPP1R8	62.0568100356026	67.8548709951266	84.8024738710775	92.6547004613345	65.8187001140804
THEMIS2	15.406676070245	14.423381691767	9.30593929479001	9.7975416821878	8.38971101768374
RPA2	69.1278637118695	67.9809002041163	78.1350085323807	97.5176541858398	72.1554325049
SMPDL3B	31.6587150635543	31.9161002990962	28.3933055436817	27.5205646990104	34.9450354655481
XKR8	5.11843498109512	5.64152916532081	8.19371778366375	14.1157829427536	8.09515665734585
EYA3	21.2438137934798	21.2972568479858	23.3031414403138	29.865466678987	23.0437594595462
DNAJC8	196.409973582623	187.939729743299	198.100580799258	205.210169475587	205.291953430206
ATPIF1	199.823345901141	186.502983365482	183.798621041874	192.495357824202	233.980055686454
SESN2	13.1820926557194	25.5804512573062	19.8026657218539	14.2258990021818	18.6793612076686
MED18	23.4307413892253	18.1895698744106	27.6544961909015	25.7955048942889	31.1052880575495
PHACTR4	18.3602597402287	21.2740815310696	18.6198543549137	27.9003411146664	25.6625754832827
SNHG3	136.720332245706	209.8498833399	200.759523361312	134.138910284016	122.412450242812
RCC1	133.934842468227	136.517670788435	145.988826707524	174.307281824288	112.113204052866
SNORA73B	48.0820051683835	124.234874571221	168.246147765623	92.838809993431	52.770264613723
TRNAU1AP	23.4109930923405	20.5704731931179	22.7669439741348	29.8912914761353	28.997461360881
SNHG12	86.3588285979806	187.765572453201	197.125236521284	148.259207972952	75.3387803414518
SNORD99	18.6603638154658	44.9393979294225	54.580912296792	30.3836552319183	11.4098443586963
SNORA61	43.7081202290438	102.395611055965	103.220354691967	75.4874610233544	40.5416307501907
SNORA44	17.8200848314425	51.6531877243291	51.694446634059	31.4693439381534	15.7435127069589
SNORA16A	18.8283377235546	59.053690506721	62.7541677438959	35.0632016720887	15.2473568942649
TAF12	35.4264380788112	32.1723587556481	40.1620811357389	47.9118828337725	44.8261798461863
RNU11	2.27038936781186	4.55527187472226	3.16275058374079	2.78843526260467	2.35235811255571
GMEB1	12.3279077552057	14.6006852864402	18.5995977205843	15.5248108652823	15.5664176761997
YTHDF2	81.1752685705443	98.2653793113086	118.974937636777	111.42198901064	79.8914162804273
EPB41	48.7021087945094	55.0159103052463	42.0980117639807	46.6535498320614	59.2449690885068
SRSF4	106.631785352959	113.895664036815	146.304264425116	174.202711492449	142.8698392683
MECR	38.0201970531771	37.6487384292906	40.5310012170513	40.4613496003019	39.1583859543098
PTPRU	1.35664941371105	1.5814832521209	1.32128335124576	1.28145821077895	2.10097796530535
MATN1-AS1	1.69559914701572	2.68363132605574	2.13576982432926	1.05661803027562	2.09975793521216
LAPTM5	400.896367330463	415.339811353459	357.448055131551	369.278130399875	359.950021049266
SDC3	1.08386120121754	1.28019036673038	0.835553335785403	0.81655450905572	1.30449124427987
PUM1	43.0085290771475	49.5040888017169	42.3723852925224	58.5422638993362	51.3512977140607
SNRNP40	97.1876902209203	93.7710843374076	112.961042905769	133.826137456835	106.153013579855
