Symbol,Type,Cell
TKFC,up,H929
TLE1,up,H929
TLE3,up,H929
TLN1,up,H929
TM7SF2,up,H929
TMBIM1,up,H929
TMC6,up,H929
TMC8,up,H929
TMEM115,up,H929
TMEM120A,up,H929
TMEM127,up,H929
TMEM140,up,H929
TMEM158,up,H929
TMEM164,up,H929
TMEM175,up,H929
TMEM184B,up,H929
TMEM187,up,H929
TMEM2,up,H929
TMEM219,up,H929
TMEM229B,up,H929
TMEM30A,up,H929
TMEM55A,up,H929
TMEM59,up,H929
TMEM87B,up,H929
TMEM8A,up,H929
TMEM9,up,H929
TMUB2,up,H929
TMX4,up,H929
TNFAIP8,up,H929
TNFAIP8L1,up,H929
TNFRSF12A,up,H929
TNFRSF14,up,H929
TNFRSF1B,up,H929
TNKS2,up,H929
TNRC6B,up,H929
TNRC6C-AS1,up,H929
TOB1,up,H929
TOB2,up,H929
TOP2B,up,H929
TOR1B,up,H929
TOR4A,up,H929
TOX2,up,H929
TP53INP1,up,H929
TPCN1,up,H929
TPGS1,up,H929
TPP1,up,H929
TPRG1L,up,H929
TPST2,up,H929
TRADD,up,H929
TRAF3IP3,up,H929
TRAFD1,up,H929
TRAPPC1,up,H929
TRAPPC6A,up,H929
TRBC1,up,H929
TRBC2,up,H929
TRBJ2-2,up,H929
TRBJ2-3,up,H929
TRERF1,up,H929
TRIB2,up,H929
TRIM38,up,H929
TRIM4,up,H929
TRIM41,up,H929
TRIM56,up,H929
TRIM58,up,H929
TRIM62,up,H929
TRIM8,up,H929
TRPV2,up,H929
TSC2,up,H929
TSC22D3,up,H929
TSC22D4,up,H929
TSPAN31,up,H929
TST,up,H929
TSTD1,up,H929
TXNIP,up,H929
TYMP,up,H929
UBE2H,up,H929
UBE2L6,up,H929
UBR2,up,H929
UBXN6,up,H929
UCK1,up,H929
ULK1,up,H929
ULK3,up,H929
UNC93B1,up,H929
USF1,up,H929
USF2,up,H929
USP11,up,H929
USP2,up,H929
USP20,up,H929
USP53,up,H929
UTP3,up,H929
VAMP5,up,H929
VAMP8,up,H929
VASP,up,H929
VAV1,up,H929
VDR,up,H929
VPS11,up,H929
VPS13C,up,H929
VPS37B,up,H929
VPS39,up,H929
VPS51,up,H929
VWA5A,up,H929
VWA7,up,H929
WAS,up,H929
WBP1L,up,H929
WBSCR17,up,H929
WDFY1,up,H929
WDR1,up,H929
WDR26,up,H929
WDR45,up,H929
WDR59,up,H929
WDR81,up,H929
WDTC1,up,H929
WFS1,up,H929
WIPF1,up,H929
WIPI2,up,H929
WNT10B,up,H929
WWC3,up,H929
WWP2,up,H929
XPC,up,H929
XYLT1,up,H929
YIPF1,up,H929
YIPF3,up,H929
YPEL3,up,H929
YPEL5,up,H929
ZBP1,up,H929
ZBTB17,up,H929
ZBTB22,up,H929
ZBTB33,up,H929
ZBTB4,up,H929
ZBTB44,up,H929
ZBTB7A,up,H929
ZBTB7B,up,H929
ZC3H4,up,H929
ZCCHC2,up,H929
ZDHHC14,up,H929
ZDHHC18,up,H929
ZER1,up,H929
ZFAND3,up,H929
ZFP36,up,H929
ZFP36L1,up,H929
ZFP36L2,up,H929
ZFYVE1,up,H929
ZMAT3,up,H929
ZMYM6NB,up,H929
ZNF335,up,H929
ZNF358,up,H929
ZNF414,up,H929
ZNF609,up,H929
ZNF654,up,H929
ZNF687,up,H929
ZNF740,up,H929
ZNRF1,up,H929
ZNRF2,up,H929
ZSWIM6,up,H929
ZSWIM8,up,H929
ZYX,up,H929
ZZEF1,up,H929
ATOX1,down,OPM2
ATP1A3,down,OPM2
ATP5G1,down,OPM2
AVEN,down,OPM2
B4GALT2,down,OPM2
BAMBI,down,OPM2
BCAS2,down,OPM2
BCCIP,down,OPM2
BEX5,down,OPM2
BHLHA15,down,OPM2
BOLA3,down,OPM2
BOP1,down,OPM2
BRI3,down,OPM2
BRIX1,down,OPM2
BTG3,down,OPM2
C10orf2,down,OPM2
C11orf24,down,OPM2
C12orf29,down,OPM2
C12orf45,down,OPM2
C12orf57,down,OPM2
C16orf59,down,OPM2
C17orf96,down,OPM2
C1orf109,down,OPM2
C2orf69,down,OPM2
C4orf46,down,OPM2
C5orf30,down,OPM2
CASP6,down,OPM2
CAV1,down,OPM2
CAV2,down,OPM2
CCDC58,down,OPM2
CCDC85B,down,OPM2
CCDC86,down,OPM2
CCND2,down,OPM2
CCSAP,down,OPM2
CD38,down,OPM2
CDC25A,down,OPM2
CDC45,down,OPM2
CDC6,down,OPM2
CDCA3,down,OPM2
CDCA4,down,OPM2
CDCA7L,down,OPM2
CDR2,down,OPM2
CEBPG,down,OPM2
CENPJ,down,OPM2
CEP85,down,OPM2
CERK,down,OPM2
CETN3,down,OPM2
CHAC2,down,OPM2
CHCHD10,down,OPM2
CHCHD3,down,OPM2
CHCHD4,down,OPM2
CHML,down,OPM2
CHPF,down,OPM2
CHST12,down,OPM2
CHST15,down,OPM2
CIRH1A,down,OPM2
CISD3,down,OPM2
CLPTM1L,down,OPM2
CLUH,down,OPM2
CMSS1,down,OPM2
COA7,down,OPM2
COMTD1,down,OPM2
COPRS,down,OPM2
CSPP1,down,OPM2
CTAG1A,down,OPM2
CTU2,down,OPM2
CYCS,down,OPM2
CYP51A1,down,OPM2
DCAF13,down,OPM2
DCAF4,down,OPM2
DCPS,down,OPM2
DCTPP1,down,OPM2
DDIAS,down,OPM2
DDX10,down,OPM2
DDX21,down,OPM2
DEPDC1B,down,OPM2
DHCR24,down,OPM2
DHCR7,down,OPM2
DHODH,down,OPM2
DHX34,down,OPM2
DKC1,down,OPM2
DNAJC2,down,OPM2
DNLZ,down,OPM2
DSCC1,down,OPM2
DUSP7,down,OPM2
EAF2,down,OPM2
EBNA1BP2,down,OPM2
EBP,down,OPM2
EEF1E1,down,OPM2
EEF2KMT,down,OPM2
EIF1AD,down,OPM2
EIF2B3,down,OPM2
EIF4A3,down,OPM2
EIF4EBP1,down,OPM2
EMC9,down,OPM2
EMG1,down,OPM2
EPOR,down,OPM2
EPT1,down,OPM2
ERLIN1,down,OPM2
ESF1,down,OPM2
EXO1,down,OPM2
EXOSC2,down,OPM2
EXOSC4,down,OPM2
EXOSC5,down,OPM2
FABP5,down,OPM2
FADS1,down,OPM2
FAM136A,down,OPM2
FAM195A,down,OPM2
FAM216A,down,OPM2
FAM89A,down,OPM2
FAR1,down,OPM2
FARSB,down,OPM2
FASN,down,OPM2
FDX1L,down,OPM2
FEN1,down,OPM2
FJX1,down,OPM2
FKBP11,down,OPM2
FKBP4,down,OPM2
GADD45B,down,OPM2
GAR1,down,OPM2
GARS,down,OPM2
GCAT,down,OPM2
GEMIN4,down,OPM2
GEMIN5,down,OPM2
GEMIN6,down,OPM2
GINS1,down,OPM2
GINS3,down,OPM2
GMNN,down,OPM2
GMPPB,down,OPM2
GNB1L,down,OPM2
GNG7,down,OPM2
GNL2,down,OPM2
GNL3,down,OPM2
GNPNAT1,down,OPM2
GOSR2,down,OPM2
GPATCH4,down,OPM2
GPD1L,down,OPM2
GPN3,down,OPM2
GPR160,down,OPM2
GPRIN1,down,OPM2
GPT2,down,OPM2
GRIK4,down,OPM2
GRPEL1,down,OPM2
GRWD1,down,OPM2
GTF2A1,down,OPM2
GTPBP3,down,OPM2
HAUS7,down,OPM2
HBD,down,OPM2
HDDC3,down,OPM2
HES6,down,OPM2
HGH1,down,OPM2
HILPDA,down,OPM2
HMGCS1,down,OPM2
HNRNPAB,down,OPM2
HPDL,down,OPM2
HRASLS2,down,OPM2
HRSP12,down,OPM2
HSD17B7,down,OPM2
HSP90B2P,down,OPM2
HSPA8,down,OPM2
HSPE1,down,OPM2
HSPH1,down,OPM2
HYAL2,down,OPM2
IARS,down,OPM2
IER5L,down,OPM2
IFRD2,down,OPM2
IGHD1-1,down,OPM2
IGHJ5,down,OPM2
IGHJ6,down,OPM2
IGLC2,down,OPM2
IGLC3,down,OPM2
IGLC7,down,OPM2
IGLL5,down,OPM2
IGLV3-1,down,OPM2
IGLV3-10,down,OPM2
IGLV3-12,down,OPM2
IGLV3-16,down,OPM2
IGLV3-21,down,OPM2
IGLV3-22,down,OPM2
IGLV3-25,down,OPM2
IGLV3-9,down,OPM2
IKBIP,down,OPM2
IL10RA,down,OPM2
IL6R,down,OPM2
IMP3,down,OPM2
IMPA2,down,OPM2
INSIG1,down,OPM2
IQCB1,down,OPM2
JMJD4,down,OPM2
KIAA0020,down,OPM2
KIAA0040,down,OPM2
KIAA1804,down,OPM2
KLF16,down,OPM2
KLF2,down,OPM2
LACTB2,down,OPM2
LDLR,down,OPM2
LIFR,down,OPM2
LIG3,down,OPM2
LILRB4,down,OPM2
LINC01055,down,OPM2
LINC01257,down,OPM2
LINC01399,down,OPM2
LOC100506248,down,OPM2
LOC101928747,down,OPM2
LOC728743,down,OPM2
LONRF1,down,OPM2
LPCAT1,down,OPM2
LRP8,down,OPM2
LRR1,down,OPM2
LRRC20,down,OPM2
LRRC59,down,OPM2
LSM6,down,OPM2
LTV1,down,OPM2
LYAR,down,OPM2
MAD2L1,down,OPM2
MAGOHB,down,OPM2
MAK16,down,OPM2
MALSU1,down,OPM2
MAN1A1,down,OPM2
MANF,down,OPM2
MARS,down,OPM2
MARS2,down,OPM2
MAT2A,down,OPM2
MB21D1,down,OPM2
MCC,down,OPM2
MCEE,down,OPM2
MCM10,down,OPM2
ME2,down,OPM2
MESP1,down,OPM2
METTL1,down,OPM2
METTL2A,down,OPM2
MFNG,down,OPM2
MINA,down,OPM2
MIR1244-2,down,OPM2
MIR1244-3,down,OPM2
MIR1244-4,down,OPM2
MIR4720,down,OPM2
MIR572,down,OPM2
MIR7111,down,OPM2
MMACHC,down,OPM2
MNX1-AS1,down,OPM2
MOB1B,down,OPM2
MPHOSPH10,down,OPM2
MPHOSPH6,down,OPM2
MPV17L2,down,OPM2
MRPL1,down,OPM2
MRPL12,down,OPM2
MRPL13,down,OPM2
MRPL17,down,OPM2
MRPS12,down,OPM2
MRPS17,down,OPM2
MRPS2,down,OPM2
MRPS23,down,OPM2
MRPS24,down,OPM2
MRPS26,down,OPM2
MRTO4,down,OPM2
MSMO1,down,OPM2
MSTO1,down,OPM2
MT1G,down,OPM2
MT1X,down,OPM2
MT2A,down,OPM2
MTERF3,down,OPM2
MTFP1,down,OPM2
MTHFD1L,down,OPM2
MVK,down,OPM2
MYB,down,OPM2
MYBBP1A,down,OPM2
MYBL1,down,OPM2
MYBL2,down,OPM2
MYC,down,OPM2
MYO19,down,OPM2
MZB1,down,OPM2
NAF1,down,OPM2
NANS,down,OPM2
NARS2,down,OPM2
NCL,down,OPM2
NDC1,down,OPM2
NDUFAF2,down,OPM2
NDUFAF4,down,OPM2
NFE2L3,down,OPM2
NFIL3,down,OPM2
NIP7,down,OPM2
NKD2,down,OPM2
NLE1,down,OPM2
NLN,down,OPM2
NME1,down,OPM2
NOCT,down,OPM2
NOL6,down,OPM2
NOL7,down,OPM2
NOLC1,down,OPM2
NOM1,down,OPM2
NOP14,down,OPM2
NOP16,down,OPM2
NOP2,down,OPM2
NOP56,down,OPM2
NOP58,down,OPM2
NPM3,down,OPM2
NR2C2AP,down,OPM2
NT5C3B,down,OPM2
NTMT1,down,OPM2
NUDCD1,down,OPM2
NUDT11,down,OPM2
NUDT8,down,OPM2
NUP35,down,OPM2
NXT1,down,OPM2
ODC1,down,OPM2
OLMALINC,down,OPM2
OTUD6B,down,OPM2
P2RY6,down,OPM2
PA2G4,down,OPM2
PA2G4P4,down,OPM2
PAICS,down,OPM2
PAK1IP1,down,OPM2
PAM16,down,OPM2
PDCD2L,down,OPM2
PDIA4,down,OPM2
PDIA5,down,OPM2
PDK1,down,OPM2
PDSS1,down,OPM2
PFDN2,down,OPM2
PFDN6,down,OPM2
PHB,down,OPM2
PINX1,down,OPM2
PLD4,down,OPM2
PLD6,down,OPM2
PLS3,down,OPM2
PMM2,down,OPM2
PNO1,down,OPM2
PNP,down,OPM2
PNPT1,down,OPM2
POLR1B,down,OPM2
POLR1C,down,OPM2
POLR1E,down,OPM2
POLR2H,down,OPM2
POLR3K,down,OPM2
POP7,down,OPM2
PPRC1,down,OPM2
PRDM1,down,OPM2
PRELID1,down,OPM2
PRKCI,down,OPM2
PRKD2,down,OPM2
PRMT1,down,OPM2
PRMT3,down,OPM2
PRPF4,down,OPM2
PSEN2,down,OPM2
PSMD7,down,OPM2
PSMG4,down,OPM2
PTRH2,down,OPM2
PUS1,down,OPM2
PUS7,down,OPM2
PVR,down,OPM2
PXDN,down,OPM2
PYCR1,down,OPM2
PYCRL,down,OPM2
QSOX2,down,OPM2
RAB36,down,OPM2
RABEPK,down,OPM2
RAD54L,down,OPM2
RANBP1,down,OPM2
RASSF1,down,OPM2
RBM28,down,OPM2
RCC1,down,OPM2
RCL1,down,OPM2
RDH13,down,OPM2
REXO2,down,OPM2
REXO4,down,OPM2
RGS16,down,OPM2
RPF2,down,OPM2
RPIA,down,OPM2
RPL22L1,down,OPM2
RPS26,down,OPM2
RPUSD2,down,OPM2
RRP1,down,OPM2
RRP12,down,OPM2
RRP15,down,OPM2
RRP9,down,OPM2
RRS1,down,OPM2
RUVBL1,down,OPM2
SAPCD2,down,OPM2
SASS6,down,OPM2
SBDSP1,down,OPM2
SCARNA12,down,OPM2
SCARNA22,down,OPM2
SCD,down,OPM2
SCML2,down,OPM2
SDC1,down,OPM2
SDF2L1,down,OPM2
SEH1L,down,OPM2
SEL1L,down,OPM2
SF3B2,down,OPM2
SFXN4,down,OPM2
SH2B2,down,OPM2
SHMT1,down,OPM2
SIGMAR1,down,OPM2
SLAIN1,down,OPM2
SLAMF7,down,OPM2
SLC19A1,down,OPM2
SLC19A2,down,OPM2
SLC1A4,down,OPM2
SLC1A5,down,OPM2
SLC25A15,down,OPM2
SLC25A32,down,OPM2
SLC25A33,down,OPM2
SLC27A4,down,OPM2
SLC29A1,down,OPM2
SLC2A1,down,OPM2
SLC31A1,down,OPM2
SLC35F2,down,OPM2
SLC38A5,down,OPM2
SLC3A2,down,OPM2
SLC47A1,down,OPM2
SLC5A6,down,OPM2
SLC7A1,down,OPM2
SLC7A2,down,OPM2
SLC7A5,down,OPM2
SLCO4A1,down,OPM2
SLIRP,down,OPM2
SMIM4,down,OPM2
SMYD5,down,OPM2
SNHG1,down,OPM2
SNHG12,down,OPM2
SNHG15,down,OPM2
SNHG16,down,OPM2
SNHG17,down,OPM2
SNHG9,down,OPM2
SNORA1,down,OPM2
SNORA16A,down,OPM2
SNORA18,down,OPM2
SNORA26,down,OPM2
SNORA27,down,OPM2
SNORA32,down,OPM2
SNORA33,down,OPM2
SNORA4,down,OPM2
SNORA40,down,OPM2
SNORA41,down,OPM2
SNORA45A,down,OPM2
SNORA45B,down,OPM2
SNORA51,down,OPM2
SNORA52,down,OPM2
SNORA55,down,OPM2
SNORA6,down,OPM2
SNORA61,down,OPM2
SNORA62,down,OPM2
SNORA63,down,OPM2
SNORA68,down,OPM2
SNORA73A,down,OPM2
SNORA73B,down,OPM2
SNORA8,down,OPM2
SNORD10,down,OPM2
SNORD100,down,OPM2
SNORD101,down,OPM2
SNORD102,down,OPM2
SNORD110,down,OPM2
SNORD12,down,OPM2
SNORD12B,down,OPM2
SNORD14A,down,OPM2
SNORD14B,down,OPM2
SNORD14C,down,OPM2
SNORD14D,down,OPM2
SNORD14E,down,OPM2
SNORD16,down,OPM2
SNORD17,down,OPM2
SNORD18B,down,OPM2
SNORD18C,down,OPM2
SNORD19,down,OPM2
SNORD19B,down,OPM2
SNORD22,down,OPM2
SNORD23,down,OPM2
SNORD25,down,OPM2
SNORD26,down,OPM2
SNORD27,down,OPM2
SNORD28,down,OPM2
SNORD29,down,OPM2
SNORD30,down,OPM2
SNORD31,down,OPM2
SNORD33,down,OPM2
SNORD34,down,OPM2
SNORD35A,down,OPM2
SNORD36A,down,OPM2
SNORD36B,down,OPM2
SNORD36C,down,OPM2
SNORD37,down,OPM2
SNORD38A,down,OPM2
SNORD38B,down,OPM2
SNORD43,down,OPM2
SNORD44,down,OPM2
SNORD46,down,OPM2
SNORD47,down,OPM2
SNORD48,down,OPM2
SNORD4A,down,OPM2
SNORD5,down,OPM2
SNORD50B,down,OPM2
SNORD51,down,OPM2
SNORD56,down,OPM2
SNORD57,down,OPM2
SNORD6,down,OPM2
SNORD60,down,OPM2
SNORD65,down,OPM2
SNORD68,down,OPM2
SNORD69,down,OPM2
SNORD74,down,OPM2
SNORD75,down,OPM2
SNORD76,down,OPM2
SNORD77,down,OPM2
SNORD78,down,OPM2
SNORD79,down,OPM2
SNORD81,down,OPM2
SNORD83A,down,OPM2
SNORD83B,down,OPM2
SNORD87,down,OPM2
SNORD88B,down,OPM2
SNORD96A,down,OPM2
SNRPA1,down,OPM2
SOD2,down,OPM2
SORD,down,OPM2
SPATS2L,down,OPM2
SPR,down,OPM2
SQLE,down,OPM2
SRM,down,OPM2
SRRD,down,OPM2
SSR3,down,OPM2
SSSCA1,down,OPM2
ST3GAL4,down,OPM2
ST8SIA2,down,OPM2
STEAP1,down,OPM2
STRA13,down,OPM2
SULF2,down,OPM2
SURF2,down,OPM2
SUV39H2,down,OPM2
TARS,down,OPM2
TCOF1,down,OPM2
TFAP4,down,OPM2
TFRC,down,OPM2
TGIF2,down,OPM2
THEM6,down,OPM2
THNSL1,down,OPM2
TIMM10,down,OPM2
TIMM21,down,OPM2
TIMM23,down,OPM2
TIMM44,down,OPM2
TIMM8A,down,OPM2
TLCD1,down,OPM2
TMA16,down,OPM2
TMEFF1,down,OPM2
TMEM177,down,OPM2
TMEM201,down,OPM2
TMEM97,down,OPM2
TNFRSF12A,down,OPM2
TNFRSF17,down,OPM2
TOE1,down,OPM2
TOMM40,down,OPM2
TOMM5,down,OPM2
TRIM14,down,OPM2
TRIP13,down,OPM2
TRMT6,down,OPM2
TRMT61A,down,OPM2
TRNT1,down,OPM2
TSR1,down,OPM2
TTC7A,down,OPM2
TTLL12,down,OPM2
TUBG1,down,OPM2
TWISTNB,down,OPM2
TXLNG,down,OPM2
TXNDC5,down,OPM2
U2AF1,down,OPM2
UAP1,down,OPM2
UBE2T,down,OPM2
UBXN2A,down,OPM2
UCHL3,down,OPM2
UCHL5,down,OPM2
UCK2,down,OPM2
UQCC3,down,OPM2
URB2,down,OPM2
UTP15,down,OPM2
UTP6,down,OPM2
VIMP,down,OPM2
VPS37C,down,OPM2
WARS,down,OPM2
WDR12,down,OPM2
WDR3,down,OPM2
WDR4,down,OPM2
WDR43,down,OPM2
WDR74,down,OPM2
WDR77,down,OPM2
WRAP53,down,OPM2
XBP1,down,OPM2
XPOT,down,OPM2
XRCC3,down,OPM2
YARS,down,OPM2
YES1,down,OPM2
YIF1A,down,OPM2
YRDC,down,OPM2
ZMYND19,down,OPM2
ZNF121,down,OPM2
ZNF275,down,OPM2
ZNF593,down,OPM2
ZNF706,down,OPM2
ABCA7,up,OPM2
ABHD14B,up,OPM2
ABHD4,up,OPM2
ABLIM1,up,OPM2
ACADS,up,OPM2
ACAP1,up,OPM2
ACSL5,up,OPM2
ADCY6,up,OPM2
ADD3,up,OPM2
AGPAT1,up,OPM2
AKNA,up,OPM2
ANTXR2,up,OPM2
ANXA4,up,OPM2
AP2A2,up,OPM2
APMAP,up,OPM2
APOL2,up,OPM2
APOLD1,up,OPM2
ARHGAP18,up,OPM2
ARHGAP30,up,OPM2
ARHGDIB,up,OPM2
ARHGEF10L,up,OPM2
ARHGEF3,up,OPM2
ARL6IP5,up,OPM2
ARMCX3,up,OPM2
ARRDC3,up,OPM2
ASB2,up,OPM2
ATG2A,up,OPM2
ATP1B1,up,OPM2
ATP2A3,up,OPM2
ATP2B4,up,OPM2
ATP6V0A1,up,OPM2
ATP6V1D,up,OPM2
ATP6V1H,up,OPM2
ATP7A,up,OPM2
ATP8A1,up,OPM2
B4GALT1,up,OPM2
BASP1,up,OPM2
BBS2,up,OPM2
BCL2L11,up,OPM2
BCL3,up,OPM2
BCL9L,up,OPM2
BIN2,up,OPM2
BLNK,up,OPM2
BMF,up,OPM2
BMPR2,up,OPM2
BNIP3L,up,OPM2
BROX,up,OPM2
BTBD2,up,OPM2
BTG1,up,OPM2
BTG2,up,OPM2
C3AR1,up,OPM2
C3orf58,up,OPM2
C4orf3,up,OPM2
C6orf89,up,OPM2
CACNG6,up,OPM2
CALCOCO1,up,OPM2
CAMK1,up,OPM2
CAMK1D,up,OPM2
CAMK2D,up,OPM2
CAP1,up,OPM2
CAPN1,up,OPM2
CARHSP1,up,OPM2
CASP1,up,OPM2
CASP4,up,OPM2
CCDC159,up,OPM2
CCDC186,up,OPM2
CCDC69,up,OPM2
CCDC71L,up,OPM2
CCDC92,up,OPM2
CCND3,up,OPM2
CCNDBP1,up,OPM2
CD28,up,OPM2
CD44,up,OPM2
CD47,up,OPM2
CD53,up,OPM2
CD63,up,OPM2
CD7,up,OPM2
CD79B,up,OPM2
CDC42BPA,up,OPM2
CDK14,up,OPM2
CDK19,up,OPM2
CDKN1A,up,OPM2
CEACAM21,up,OPM2
CGGBP1,up,OPM2
CHD3,up,OPM2
CHMP1B,up,OPM2
CHURC1,up,OPM2
CIC,up,OPM2
CITED2,up,OPM2
CLCN7,up,OPM2
CLEC2B,up,OPM2
CLEC3B,up,OPM2
CLEC7A,up,OPM2
CLSTN3,up,OPM2
CLU,up,OPM2
CMTM6,up,OPM2
COMMD3,up,OPM2
CORO1A,up,OPM2
CPNE3,up,OPM2
CPQ,up,OPM2
CTSA,up,OPM2
CTSB,up,OPM2
CTSO,up,OPM2
CUL4B,up,OPM2
CXorf23,up,OPM2
CXorf38,up,OPM2
CXXC4,up,OPM2
CYTH1,up,OPM2
DAAM1,up,OPM2
DBP,up,OPM2
DCAF5,up,OPM2
DDAH2,up,OPM2
DDIT4,up,OPM2
DENND1C,up,OPM2
DHTKD1,up,OPM2
DLGAP4,up,OPM2
DNAJB14,up,OPM2
DNAJC4,up,OPM2
DOK2,up,OPM2
DUSP5,up,OPM2
DYRK2,up,OPM2
ECH1,up,OPM2
EEF1A1,up,OPM2
EEF2,up,OPM2
EFNA4,up,OPM2
EHBP1,up,OPM2
ELF3,up,OPM2
ELMO2,up,OPM2
EMP3,up,OPM2
ENC1,up,OPM2
EPB41L1,up,OPM2
EPS15,up,OPM2
ETS1,up,OPM2
ETS2,up,OPM2
ETV3,up,OPM2
EVI5L,up,OPM2
EXOC7,up,OPM2
FAM117A,up,OPM2
FAM168A,up,OPM2
FAM208A,up,OPM2
FAM234A,up,OPM2
FAM63A,up,OPM2
FAM8A1,up,OPM2
FBRS,up,OPM2
FCMR,up,OPM2
FGD3,up,OPM2
FGR,up,OPM2
FLNA,up,OPM2
FLOT2,up,OPM2
FN1,up,OPM2
FNBP1,up,OPM2
FOXO3,up,OPM2
FUCA1,up,OPM2
FXYD5,up,OPM2
GABARAPL1,up,OPM2
GBA,up,OPM2
GGT1,up,OPM2
GIT2,up,OPM2
GLIPR1,up,OPM2
GLIPR2,up,OPM2
GLTSCR2,up,OPM2
GMIP,up,OPM2
GNAI2,up,OPM2
GNAS,up,OPM2
GNG4,up,OPM2
GOLGB1,up,OPM2
GPR107,up,OPM2
GPR108,up,OPM2
GPR132,up,OPM2
GPRIN3,up,OPM2
GPSM3,up,OPM2
GSN,up,OPM2
GSTK1,up,OPM2
GUCY1A3,up,OPM2
H6PD,up,OPM2
HBP1,up,OPM2
HCLS1,up,OPM2
HDAC5,up,OPM2
HDAC7,up,OPM2
HECA,up,OPM2
HELZ,up,OPM2
HEXA,up,OPM2
HGSNAT,up,OPM2
HIPK1,up,OPM2
HIPK3,up,OPM2
HIST1H2AC,up,OPM2
HIST1H2AG,up,OPM2
HIST1H2AI,up,OPM2
HIST1H2BD,up,OPM2
HIST1H3H,up,OPM2
HIST1H4H,up,OPM2
HIST2H2BE,up,OPM2
HLA-E,up,OPM2
HMG20A,up,OPM2
HMGCL,up,OPM2
HMOX1,up,OPM2
HOMER3,up,OPM2
HPS3,up,OPM2
HSD17B11,up,OPM2
ICAM3,up,OPM2
ICK,up,OPM2
ID1,up,OPM2
ID2,up,OPM2
ID3,up,OPM2
IER2,up,OPM2
IFI16,up,OPM2
IFI27L2,up,OPM2
IFI35,up,OPM2
IFI6,up,OPM2
IFITM1,up,OPM2
IFNGR1,up,OPM2
IGF2BP3,up,OPM2
IGF2R,up,OPM2
IGFBP6,up,OPM2
IKZF1,up,OPM2
IKZF3,up,OPM2
IL17RA,up,OPM2
IL1RAP,up,OPM2
IL27RA,up,OPM2
IL2RG,up,OPM2
IL4R,up,OPM2
ILK,up,OPM2
INAFM2,up,OPM2
INPP5D,up,OPM2
INPPL1,up,OPM2
IQGAP1,up,OPM2
IQSEC1,up,OPM2
IRF1,up,OPM2
IRF2,up,OPM2
IRF2BPL,up,OPM2
IRF9,up,OPM2
ISG15,up,OPM2
ITGAL,up,OPM2
ITGB5,up,OPM2
ITPKB,up,OPM2
JADE2,up,OPM2
KANK2,up,OPM2
KAT6B,up,OPM2
KCNN3,up,OPM2
KCNQ1,up,OPM2
KIAA0319L,up,OPM2
KIAA1109,up,OPM2
KIAA1551,up,OPM2
KIFAP3,up,OPM2
KLF4,up,OPM2
KLLN,up,OPM2
KRCC1,up,OPM2
LACC1,up,OPM2
LAMC1,up,OPM2
LAMP2,up,OPM2
LAT,up,OPM2
LCP1,up,OPM2
LCP2,up,OPM2
LDHD,up,OPM2
LGALS1,up,OPM2
LGI2,up,OPM2
LINC00341,up,OPM2
LIPA,up,OPM2
LMNA,up,OPM2
LOC100132111,up,OPM2
LOC100420587,up,OPM2
LOC100506548,up,OPM2
LOC101928465,up,OPM2
LOC102724241,up,OPM2
LOC102724908,up,OPM2
LOC728975,up,OPM2
LPIN1,up,OPM2
LPPR2,up,OPM2
LRP10,up,OPM2
LY9,up,OPM2
MADD,up,OPM2
MAF,up,OPM2
MAFB,up,OPM2
MAFG,up,OPM2
MAGEF1,up,OPM2
MAN2A1,up,OPM2
MAN2B1,up,OPM2
MAN2B2,up,OPM2
MAP1LC3B,up,OPM2
MAP7D1,up,OPM2
MARK4,up,OPM2
MB,up,OPM2
MEF2C,up,OPM2
METTL7A,up,OPM2
MKRN1,up,OPM2
MOAP1,up,OPM2
MOB3A,up,OPM2
MR1,up,OPM2
MUC13,up,OPM2
MVP,up,OPM2
MXD4,up,OPM2
MYH9,up,OPM2
MYO6,up,OPM2
NBR1,up,OPM2
NCKAP1L,up,OPM2
NCOA2,up,OPM2
NCOA4,up,OPM2
NCSTN,up,OPM2
NECAB3,up,OPM2
NEK9,up,OPM2
NEO1,up,OPM2
NFKB2,up,OPM2
NFKBIA,up,OPM2
NINJ1,up,OPM2
NIPAL3,up,OPM2
NLRX1,up,OPM2
NMRK1,up,OPM2
NOG,up,OPM2
NR1H2,up,OPM2
NR2F1,up,OPM2
NR3C1,up,OPM2
NRGN,up,OPM2
NRSN2,up,OPM2
NUB1,up,OPM2
NUDT4,up,OPM2
NUMA1,up,OPM2
OLIG1,up,OPM2
OPTN,up,OPM2
ORAI3,up,OPM2
OTUB2,up,OPM2
P2RX4,up,OPM2
PACS1,up,OPM2
PAIP2,up,OPM2
PBX1,up,OPM2
PBX2,up,OPM2
PBX3,up,OPM2
PBXIP1,up,OPM2
PCSK7,up,OPM2
PCYOX1L,up,OPM2
PDCD4,up,OPM2
PDE3B,up,OPM2
PER1,up,OPM2
PGPEP1,up,OPM2
PHF21A,up,OPM2
PIK3R1,up,OPM2
PITPNC1,up,OPM2
PITPNM1,up,OPM2
PLA2G15,up,OPM2
PLCB1,up,OPM2
PLD3,up,OPM2
PLEC,up,OPM2
PLEKHA2,up,OPM2
PLEKHO2,up,OPM2
PLIN3,up,OPM2
PLP2,up,OPM2
PLXNB2,up,OPM2
PLXNC1,up,OPM2
PML,up,OPM2
